eiaid,p4_lvl_cost_per_kwh
34.0,0.0963177745071845
55.0,0.1087750860002816
87.0,0.0554375034843727
97.0,0.1145282356524855
108.0,0.1051092013221441
122.0,0.0319542002207382
123.0,0.0723224675394425
150.0,0.1170620228408319
155.0,0.1575674048841738
162.0,0.1099390669782136
174.0,0.0825330913097406
182.0,0.0942675917278653
183.0,0.0524286548691284
191.0,0.0913074988206592
201.0,0.0985257670998513
202.0,0.0833379070045479
213.0,0.0968867199396039
221.0,0.4196654565487032
228.0,0.1096348159339197
230.0,0.0667567209036588
232.0,0.0743593258969633
240.0,0.0754227039972053
241.0,0.1145249542842923
266.0,0.0800441217463208
276.0,0.1214039223186456
282.0,0.1111523647253225
287.0,0.0570198547858443
289.0,0.0815795306433058
295.0,0.0889258513924624
296.0,0.0185892191170142
298.0,0.059666534372753
305.0,0.1470606232794448
307.0,0.0765533476108119
308.0,0.1142961146732744
329.0,0.1229612142909865
332.0,0.1161327699553117
366.0,0.0709919222772667
367.0,0.0966004972925505
385.0,0.0981471334802382
405.0,0.0484201415771954
406.0,0.0897454582476271
407.0,0.1126931184795685
408.0,0.0603283136528651
416.0,0.0675039182413008
432.0,0.0950176486985283
471.0,0.1302970147419667
482.0,0.124152220024807
560.0,0.0639597139517574
562.0,0.0907544818620872
577.0,0.1166209040232922
599.0,0.2279971335946839
636.0,0.0695100608731604
669.0,0.0628467586636631
682.0,0.0499999999999999
691.0,0.1005810776918631
694.0,0.1906053125241265
700.0,0.1131941438490409
701.0,0.048784996087121
719.0,0.0785036372258229
723.0,0.0785994609558507
733.0,0.1139236811657716
737.0,0.0714525701016055
750.0,0.1270986440227833
752.0,0.1064962140250181
765.0,0.1019914435577643
768.0,0.0230551521829011
789.0,0.1064275760914505
803.0,0.0988208760514123
817.0,0.0750562552265591
828.0,0.0900364004407147
831.0,0.1173013894194495
887.0,0.0686136949867909
906.0,0.1390965838281168
907.0,0.0898314134847497
911.0,0.1103430139983152
918.0,0.137729094411093
944.0,0.0692629905634319
947.0,0.1320219067394169
963.0,0.0787463176914871
965.0,0.0617927788737869
989.0,0.0850568067483881
993.0,0.0747278526009082
995.0,0.0980397095716888
1000.0,0.0630747863600139
1002.0,0.0610948847844812
1004.0,0.1100198547858443
1009.0,0.1110072051549301
1015.0,0.1267077131776902
1024.0,0.063224966997186
1033.0,0.1064264730477925
1036.0,0.0855756149848088
1046.0,0.1275365703711173
1050.0,0.1384454156167034
1062.0,0.0984822396016632
1080.0,0.1805607919033931
1101.0,0.0768551521829011
1119.0,0.0720201305467588
1148.0,0.1154496369646109
1167.0,0.0420866936565241
1169.0,0.0408041188266982
1170.0,0.0998358709797588
1172.0,0.0912809578295024
1175.0,0.1009881521829011
1176.0,0.067925303821515
1179.0,0.1026215612648033
1181.0,0.1043792673054694
1196.0,0.1239999999999999
1201.0,0.0835330913097406
1205.0,0.0775160148727292
1232.0,0.0763184598713041
1233.0,0.1016635396763473
1251.0,0.1049749427241623
1276.0,0.0961320985704484
1283.0,0.0996904184375283
1287.0,0.0975223366340749
1299.0,0.1660209578295024
1300.0,0.0580001474934817
1301.0,0.1029999999999999
1324.0,0.0326352973970567
1325.0,0.1216942507793015
1343.0,0.0423905289100021
1346.0,0.0777467500357486
1353.0,0.1131920019467536
1366.0,0.0999756790077908
1374.0,0.1073293908834002
1386.0,0.0574999999999999
1417.0,0.1202679039250874
1434.0,0.0659999999999999
1456.0,0.1100205785833514
1458.0,0.0524827822802249
1494.0,0.1103758952177808
1512.0,0.0841061127999017
1515.0,0.1036681680980657
1519.0,0.0694074238207735
1523.0,0.2029417433210986
1525.0,0.0792423962635626
1529.0,0.0802206087316044
1554.0,0.1106125140649195
1566.0,0.0923805361245266
1571.0,0.1249653462443375
1573.0,0.0910308852224246
1578.0,0.0501712418391849
1581.0,0.0710393786585913
1582.0,0.1214320223570321
1586.0,0.0823975261768247
1591.0,0.1173513181479314
1601.0,0.1097090290768305
1604.0,0.038637738041832
1615.0,0.0776267261575381
1618.0,0.1090547666396418
1625.0,0.0383611558739995
1640.0,0.1277036518227278
1647.0,0.1044782282293649
1648.0,0.0121297183067088
1650.0,0.0821301591516466
1651.0,0.3670062594738686
1675.0,0.1172834459941434
1677.0,0.1071126189785048
1683.0,0.0997395641413472
1698.0,0.0893231639168184
1702.0,0.1704397374466708
1708.0,0.082715392803821
1723.0,0.0630330913097406
1753.0,0.0700165456548703
1763.0,0.0922856760056968
1769.0,0.0601756045503571
1775.0,0.0757033551907566
1776.0,0.0919485099091703
1779.0,0.1303218651924875
1780.0,0.0794379594044383
1795.0,0.1097821618910221
1800.0,0.0911060368916856
1818.0,0.0855871500713998
1823.0,0.1608203354312896
1826.0,0.0806618261948133
1832.0,0.0830656134160319
1839.0,0.1073856305840122
1857.0,0.16990981966886
1871.0,0.0825375034843727
1876.0,0.1479204426112123
