eiaid,p1_lvl_cost_per_kwh
34.0,0.174285944824014
55.0,0.1686181887996764
87.0,0.0961797040286143
97.0,0.2077558264152194
108.0,0.1786881129964639
122.0,0.0381684592044346
123.0,0.3774217681542577
150.0,1.7525231985556042
155.0,0.2926736778072125
162.0,0.1932421352665553
174.0,0.1184820917899538
182.0,0.1351056562733875
183.0,0.0573338032595676
191.0,0.903418571303678
201.0,0.1265180554737773
202.0,0.1136548974095277
213.0,0.1425563749881679
221.0,0.5284666217995279
228.0,0.1944653916466662
230.0,0.1747659619521405
232.0,0.3373334269903033
240.0,0.1897641835799076
241.0,0.1537380694116094
266.0,0.127976122386605
276.0,0.1856222136768025
282.0,0.1287916428353117
287.0,0.0785892550739722
289.0,0.0893
295.0,0.132258535309432
296.0,0.1331785101479445
298.0,0.121655215617983
305.0,0.2129191921591953
307.0,0.1370880611933025
308.0,0.1579584990440329
332.0,1.4743451930998883
366.0,0.1000395282755211
367.0,0.1442104008244402
385.0,0.1113284336563164
405.0,0.0703010998694852
406.0,0.1174022226170711
407.0,0.2786803059665126
408.0,0.0848814518963751
416.0,0.1267574759570219
432.0,0.1092615889888792
471.0,1.775357277057136
482.0,0.2391606019378983
554.0,0.1375088789952737
560.0,0.0819940305966512
562.0,0.1889701529832563
577.0,0.1542502838103736
599.0,4.823351246493519
636.0,0.0934760611933025
669.0,0.0785118816114457
682.0,0.05
691.0,0.125590687608308
694.0,0.9444907254690798
700.0,0.1520651730015944
701.0,0.0713
719.0,0.1342539619623491
723.0,0.1239460395395567
727.0,0.1552849285059353
733.0,0.0775212078185018
737.0,0.9577354725062002
750.0,0.179291508787451
752.0,0.1905855557129633
765.0,0.1271901504844746
768.0,0.0542844795512933
789.0,0.1363850764916281
803.0,0.1146979363034681
817.0,0.1275440511028366
828.0,0.1295803009689491
831.0,1.5471695761963875
887.0,0.1361785101479445
906.0,0.7056130668402713
907.0,0.4693825485314793
911.0,0.3854099364382832
918.0,1.177510550373194
944.0,0.1333231777216069
947.0,0.173663879390215
963.0,0.5277666443042491
965.0,0.0652163817096412
989.0,0.146769257572754
993.0,0.0899789534807605
995.0,0.1411785101479445
1000.0,0.0898740902906847
1002.0,0.1289832856706235
1004.0,0.1315892550739723
1009.0,1.0678732997009337
1015.0,1.2656789215358206
1024.0,0.0875832488546907
1033.0,0.135185673431963
1036.0,0.1815397040286143
1046.0,0.1787447665824104
1062.0,0.1405184218562852
1080.0,1.317709691026008
1101.0,0.1367701529832563
1119.0,0.0926360766001139
1148.0,0.1693731376849307
1167.0,0.071085554043896
1169.0,0.271910458949769
1170.0,0.1388045875003099
1172.0,0.1140486581336374
1175.0,0.1609031529832563
1176.0,0.095414306188718
1179.0,2.2998747061850247
1181.0,0.1384122006429205
1192.0,1.621236471948727
1196.0,0.124
1201.0,0.1194820917899538
1205.0,0.1052157400632771
1232.0,0.1739584990440329
1233.0,0.1414682846569818
1251.0,0.2950253252628891
1276.0,0.1310026290362552
1283.0,0.1740557776604799
1287.0,0.1217879119582188
1299.0,0.1887886581336374
1300.0,0.080190448954642
1301.0,0.103
1324.0,0.070980897909284
1343.0,0.0608702627779485
1346.0,0.1469764569132863
1353.0,0.189562392758903
1366.0,0.1723022900296552
1374.0,0.196614900204733
1386.0,0.0575
1417.0,0.2005540049975635
1434.0,0.066
1456.0,0.697845383097285
1494.0,0.2275429819802079
1512.0,0.1447854868132468
1515.0,0.0642
1519.0,0.1054243601632263
1523.0,2.48240213556577
1525.0,0.7628934465649995
1529.0,0.2819044895464203
1566.0,0.1457791356859053
1571.0,0.2068448974095277
1573.0,0.1245832856706235
1578.0,0.1824109772606748
1581.0,0.113818689230045
1582.0,0.1730765713412471
1586.0,0.5634173331775171
1591.0,1.4014004035835788
1604.0,7.977292584608704
1615.0,0.1178634336563164
1618.0,0.10481407021884
1625.0,0.0983844795512933
1640.0,0.1744280039980508
1647.0,0.1784104438089882
1648.0,0.1411740305966512
