eiaid,p3_lvl_cost_per_kwh
6022.0,0.1338621264057208
6043.0,0.1539933297260217
6052.0,0.1143407774959952
6112.0,0.0500835155417919
6132.0,0.0730312421323919
6138.0,0.096
6141.0,0.1194846046298854
6145.0,0.1399443055790985
6149.0,0.0635079218025867
6151.0,0.1731886874373531
6152.0,0.0907788510100136
6155.0,0.0928405466253757
6157.0,0.0900627171382866
6168.0,0.1162177963591098
6169.0,0.1199442513949118
6172.0,0.1360157245889668
6173.0,0.1076295777089595
6175.0,0.0671457986057837
6182.0,0.0114599839256762
6183.0,0.0336836559504508
6192.0,0.0892739188031939
6194.0,0.0844307494974527
6198.0,0.0788505466253757
6203.0,0.075812745981419
6205.0,0.0837808703157542
6206.0,0.1213528998417115
6209.0,0.1736022009970041
6210.0,0.1093231900493184
6231.0,0.1165617406315085
6234.0,0.1915344317350326
6235.0,0.1686079908965355
6258.0,0.0825538872470473
6276.0,0.0626681243343352
6297.0,0.094736535030672
6316.0,0.11419315296697
6335.0,0.1497088034851457
6369.0,0.2621515384502876
6380.0,0.1202672497337341
6390.0,0.0793370687266721
6396.0,0.12
6417.0,0.1047559948581837
6418.0,0.1080994119672383
6422.0,0.1736412571087823
6424.0,0.091699013054392
6425.0,0.0664600966786289
6452.0,0.177756123872214
6455.0,0.1180177756105964
6457.0,0.109602016001394
6472.0,0.0453674683838843
6491.0,0.1328488071141907
6496.0,0.0706013119009017
6501.0,0.0801670310835838
6509.0,0.1402505466253757
6579.0,0.0981259414370221
6580.0,0.1213313792948271
6582.0,0.0593548894335488
6609.0,0.0908886297124328
6610.0,0.0786855199147949
6612.0,0.1081323043962716
6613.0,0.1020285316036326
6615.0,0.0872505466253757
6616.0,0.1440498200381106
6617.0,0.1381571061298842
6640.0,0.1099640567831184
6641.0,0.1027863783542334
6707.0,0.0369441607801256
6708.0,0.093267249733734
6711.0,0.0718097399406398
6716.0,0.0983801776112181
6717.0,0.095134141057534
6718.0,0.0301675775579853
6722.0,0.0786024051516531
6723.0,0.1770821417877916
6735.0,0.0308258821732968
6750.0,0.1274431995306154
6753.0,0.0494971146995778
6758.0,0.0946864792312587
6759.0,0.0773367260948112
6761.0,0.1046920857461213
6775.0,0.1073008708096002
6779.0,0.115578696338499
6780.0,0.1351097879960055
6782.0,0.1373704143175535
6784.0,0.0982135858624646
6793.0,0.0703885264742994
6803.0,0.0761687408396028
6839.0,0.100793397647023
6840.0,0.1647859317079937
6848.0,0.117074781116378
6866.0,0.6739867888544798
6894.0,0.1221756729443419
6907.0,0.1245583758575356
6909.0,0.1768588167230537
6924.0,0.1026474426748033
6930.0,0.2095367812797595
6931.0,0.2232977342033013
6941.0,0.16840646734966
6949.0,0.1116427678464341
6950.0,0.1548016867518625
6957.0,0.1199561447712087
6958.0,0.002
6965.0,0.111841642358879
6993.0,0.0803287473673254
7027.0,0.1062912913020781
7048.0,0.1302288325845098
7084.0,0.0601199283180131
7095.0,0.1082528679772423
7096.0,0.159087095006208
7100.0,0.1043623739348743
7128.0,0.1326107323873094
7131.0,0.1442265553687352
7200.0,0.0784679056841849
7222.0,0.081526147913289
7249.0,0.2102523971177263
7256.0,0.0947328291566323
7257.0,0.0344175777089595
7262.0,0.0744509839256762
7264.0,0.1094794671745222
7265.0,0.1003096756289643
7269.0,0.1012505466253757
7270.0,0.0769709914285065
7287.0,0.0911252733126878
7292.0,0.1189057500959354
7294.0,0.142511945173064
7295.0,0.0873175777089595
7311.0,0.0655846087925433
7353.0,0.2903693300011
7359.0,0.1201503279752254
7368.0,0.1088140988372456
7370.0,0.0623419764210462
7374.0,0.0955
7411.0,0.1284529779837962
7419.0,0.120114750354422
7424.0,0.0853257106129884
7441.0,0.0844235185602212
7443.0,0.0616117710662173
7444.0,0.1068518585262774
7445.0,0.2044227842190624
7460.0,0.0923340621671676
7478.0,0.1175553266378989
7480.0,0.1085296677399277
7483.0,0.0977586218636856
7484.0,0.0752964801733612
7485.0,0.0807098821052311
7486.0,0.0810268179584478
7494.0,0.0983340621671676
7496.0,0.1246178194334226
7501.0,0.0702538872470474
7515.0,0.1083136751005063
7548.0,0.0891206996804809
7558.0,0.1074193354798554
7559.0,0.1506238528842853
7600.0,0.0516208788854479
7624.0,0.045791006904522
7625.0,0.1019488981795549
7626.0,0.1152876042156148
7627.0,0.1686966340638045
7630.0,0.142990726601133
7631.0,0.1019208574612137
7634.0,0.0784674252919137
7643.0,0.0881365184203462
7677.0,0.1524115613032792
7679.0,0.043340621671676
7713.0,0.0482454324547348
7715.0,0.1659980114070738
7720.0,0.0820512025758265
7723.0,0.0875592960346722
7732.0,0.1125846087925433
7743.0,0.0767552960592644
7750.0,0.0351584608792543
7752.0,0.083266155417919
7760.0,0.065
7787.0,0.1189994448049306
7801.0,0.1034952636681258
7826.0,0.0779761521981358
7827.0,0.0721049783164751
7870.0,0.0792316570155145
7891.0,0.1111127531897986
7907.0,0.0954979498549958
7908.0,0.0860288056301462
7958.0,0.0932307609906791
7969.0,0.1173340621671676
7973.0,0.1060800269339088
7977.0,0.1294039091120624
7979.0,0.0809505466253757
7996.0,0.140173
8000.0,0.1710094245511242
8022.0,0.0598
8034.0,0.1446325264322574
8055.0,0.1016676870340346
8063.0,0.0756369440643044
8083.0,0.0540864288206621
8122.0,0.0795503825178248
8131.0,0.1014122795165711
8147.0,0.192254996874137
8179.0,0.0879918910275495
8183.0,0.1428336359168958
8198.0,0.1396135593077733
8199.0,0.1047067723075932
8205.0,0.1250270310835838
8210.0,0.078052493052494
8212.0,0.0301876352194101
8214.0,0.1187837131564646
8226.0,0.1078140621671676
8240.0,0.0710918670959711
8254.0,0.1747809224512384
8279.0,0.1547371749257997
8283.0,0.179638829209985
8288.0,0.0939730958216595
8298.0,0.1356179490832502
8311.0,0.0864595652809696
8319.0,0.1052990900851789
8333.0,0.0968529681588801
8348.0,0.1378208957900183
8359.0,0.1349154919628381
8375.0,0.0794000093536164
8428.0,0.1149727439777071
8432.0,0.0998273293047575
8435.0,0.089
8447.0,0.1604533811201967
8459.0,0.0776347181176184
8490.0,0.1286692175850866
8493.0,0.1300738744302706
8497.0,0.1325171206860673
8515.0,0.0820977239774208
8532.0,0.0589175977718796
8543.0,0.1574531822356162
8548.0,0.1163046087925433
8566.0,0.1092210932507514
8571.0,0.1269160091885691
8573.0,0.0617004373003005
8574.0,0.0170995133021756
8579.0,0.1442640485763451
8599.0,0.1105764242694477
8610.0,0.0308987669894647
8620.0,0.0642427416965722
8628.0,0.0647015305510519
8631.0,0.1687240797832871
8632.0,0.093335155417919
8677.0,0.2255975404628454
8698.0,0.1464505466253757
8699.0,0.1122819561949853
8700.0,0.1470449900634693
8714.0,0.11
8715.0,0.1746994412361968
8723.0,0.0791009368716561
8733.0,0.0311432610506482
8748.0,0.109103917001099
8751.0,0.1517609388638784
8764.0,0.1668227090339966
8770.0,0.0613018629340853
8774.0,0.0911130322296138
8777.0,0.0848145510865348
8781.0,0.118
8786.0,0.1345712235574676
8795.0,0.116457611747858
8797.0,0.1454334797007985
8799.0,0.0932378522630233
8801.0,0.083
8824.0,0.0862569914303063
8846.0,0.1689391713052477
8847.0,0.1251586795294046
8871.0,0.085835155417919
8884.0,0.0430709882105231
8896.0,0.0878311555442014
8901.0,0.0952924520088962
8919.0,0.1322087640441678
8924.0,0.0566213979223948
8934.0,0.0794175777089595
8949.0,0.0356460565087105
8966.0,0.0666202015107629
8972.0,0.0829483904806381
8973.0,0.1571653607727479
9011.0,0.1171494928198075
9025.0,0.0896821549453562
9026.0,0.0830840317324588
9087.0,0.0865558860403232
9094.0,0.1839604686716513
9124.0,0.0800034641273161
9128.0,0.0841837341919421
9130.0,0.1232716879287678
9144.0,0.1735508448465494
9163.0,0.1183800833724919
9187.0,0.0899026619228317
9188.0,0.3808518585262774
9191.0,0.047932
9192.0,0.909083515541792
9200.0,0.0490004295874068
9209.0,0.0916118499565837
9230.0,0.1262840621671676
9231.0,0.1548957992906104
9275.0,0.0945675635020405
9292.0,0.1122094215694783
9324.0,0.0732845436991726
9417.0,0.0907584101072811
9418.0,0.0976503616123159
9425.0,0.0694161436284421
9442.0,0.0560668124334335
9463.0,0.0798663751331329
9472.0,0.064218771178361
9475.0,0.105258167374746
9572.0,0.0996085702043294
9573.0,0.0937818760349209
9575.0,0.0885488343866047
9576.0,0.1080603769098932
9598.0,0.0793093719799309
9599.0,0.0960664348784075
9603.0,0.1082
9605.0,0.1045670202927664
9610.0,0.1736037481679206
9612.0,0.1699571334470325
9613.0,0.1024357054957644
9616.0,0.1065102186501502
9645.0,0.0624683236022224
9650.0,0.1173841714922427
9664.0,0.0340888105901307
9667.0,0.1192811051118409
9668.0,0.0974013094154305
9682.0,0.09607
9689.0,0.0926224000070837
9697.0,0.0725749959970241
9699.0,0.1822716086755656
9726.0,0.0723773339120519
9734.0,0.0875953260531924
9776.0,0.065
9806.0,0.1758451080836992
9837.0,0.1149297399406398
9879.0,0.0652656685471694
9880.0,0.0867889081019452
9897.0,0.3
9922.0,0.0939997365037725
9928.0,0.1381979604673569
9936.0,0.0815631315131027
9964.0,0.1115481386947202
9973.0,0.08237184138689
9995.0,0.1085863428963293
9996.0,0.187877949742475
9998.0,0.0848674683838843
10000.0,0.147357393815299
10009.0,0.139566187060711
10025.0,0.0855344994674681
10040.0,0.09826006739714
10056.0,0.0836808112754462
10057.0,0.133570815460421
10063.0,0.0965367333163021
10065.0,0.1019983053413972
10066.0,0.0933794186550687
10071.0,0.4880728947531641
10089.0,0.0900801749201202
10152.0,0.1051607087323147
10153.0,0.0480668124334335
10171.0,0.062653195919271
10172.0,0.125835155417919
10179.0,0.1062505466253757
10181.0,0.1251338435170173
10210.0,0.0959962615232109
10226.0,0.1743788466075693
10229.0,0.1228541934433449
10260.0,0.0987964806063975
10265.0,0.0780693178996872
10320.0,0.0708777062585241
10326.0,0.0879800507764778
10330.0,0.1073335777089595
10331.0,0.1445034354726594
10351.0,0.078
10359.0,0.0356010932507514
10370.0,0.0870594874379233
10375.0,0.0692120877023725
10378.0,0.2389092513430814
10393.0,0.088255493764933
10421.0,0.186316014768377
10433.0,0.1482662794877857
10447.0,0.0733828591751524
10451.0,0.1832175777089595
10454.0,0.0955240627263758
10494.0,0.23195704178952
10508.0,0.1134
10533.0,0.0800726585213589
10536.0,0.094554503752315
10538.0,0.0969762031653306
10539.0,0.0925395103999757
10542.0,0.0980439048272155
10550.0,0.090794543262003
10558.0,0.1537957258261129
10559.0,0.0900652176096788
10568.0,0.0821860702464589
10570.0,0.1444236611788522
10571.0,0.1183273673076607
10579.0,0.1160824653404135
10585.0,0.1044621136591064
10586.0,0.0955204079870297
10595.0,0.1083544732502032
10596.0,0.2899872014228115
10599.0,0.0754840456356888
10606.0,0.1177723043962716
10608.0,0.1081656702500041
10609.0,0.0900783952556753
10610.0,0.0390454308382887
10616.0,0.1377148230360957
10618.0,0.1022918682896532
10620.0,0.1314500287307325
10622.0,0.0942338435170173
10629.0,0.0643006559504508
10632.0,0.065
10633.0,0.174792448193828
10649.0,0.0840021865015028
10650.0,0.0665220266787988
10656.0,0.1043054919628381
10669.0,0.1448704020577247
10681.0,0.0985063957303066
10685.0,0.147460787140541
10687.0,0.0813383984722104
10702.0,0.1730459681044014
10706.0,0.0715175777089595
10713.0,0.0806732896442903
10716.0,0.0024005466253757
10728.0,0.0962672497337341
10730.0,0.1256608660309074
10769.0,0.1435576999077893
10770.0,0.1579476393759512
10776.0,0.1394387072048384
10784.0,0.0999348578774023
10798.0,0.0624054448295228
10799.0,0.0961060385882138
10800.0,0.0641405855491144
10801.0,0.1085526542365121
10814.0,0.1355191091060947
10817.0,0.1028525904662202
10830.0,0.1472421483099007
10832.0,0.0873116800019673
10868.0,0.0430335121139144
10879.0,0.0667831571318577
10882.0,0.1322588981795549
10892.0,0.0994181331049334
10908.0,0.0604008746006011
10944.0,0.0357
10961.0,0.0694149052116221
10962.0,0.1207479735026493
10966.0,0.1989386196394859
10968.0,0.1733851015022207
10969.0,0.1223835155417919
10970.0,0.1013939747071074
10977.0,0.0974162581633991
10978.0,0.0803918670959711
10982.0,0.0245046249550232
11011.0,0.083165921374102
11014.0,0.1029647146429925
11017.0,0.1462839528420924
11019.0,0.1192839528420924
11021.0,0.0702403931294897
11022.0,0.0979415616597955
11035.0,0.1282531210439545
11040.0,0.1018505466253757
11053.0,0.1201719141224601
11055.0,0.1010172192990253
11058.0,0.1556672718337915
11083.0,0.064887084150731
11085.0,0.0835229330449457
11093.0,0.1082762522924319
11097.0,0.1241670310835838
11099.0,0.1003006559504508
11103.0,0.0458590513941749
11118.0,0.1035559368166819
11119.0,0.0058415023592189
11121.0,0.1058174228517594
11125.0,0.0859328382020014
11135.0,0.1460523075011434
11141.0,0.1003758199380635
11142.0,0.1062961536764155
11171.0,0.1244796465381213
11187.0,0.1345022655160972
11203.0,0.0596392144917068
11204.0,0.097702994385621
11205.0,0.0935649629276758
11206.0,0.1454008746006011
11207.0,0.13
11211.0,0.058343197257698
11222.0,0.193606521663597
11228.0,0.1535710492425068
11247.0,0.0978175777089595
11249.0,0.0870417308732858
11251.0,0.0818028954337329
11256.0,0.1514767586990462
11268.0,0.1827173719085159
11272.0,0.0711670310835838
11291.0,0.0808677537505176
11292.0,0.084339639605841
11296.0,0.0952923043962716
11305.0,0.1511
