county_text,VEHCLASS,county,state,lcoc_cost_per_kwh
T17067,Sedan,Hancock,IL,0.17972542352781934
T17069,Sedan,Hardin,IL,0.1828250573014512
T17071,Sedan,Henderson,IL,0.20135376119977597
T17073,Sedan,Henry,IL,0.16309512537167814
T17075,Sedan,Iroquois,IL,0.16974115814249086
T17077,Sedan,Jackson,IL,0.18655623902911891
T17079,Sedan,Jasper,IL,0.15875717463077854
T17081,Sedan,Jefferson,IL,0.188504318529119
T17083,Sedan,Jersey,IL,0.2026155220925738
T17085,Sedan,Jo Daviess,IL,0.1797968732499988
T17087,Sedan,Johnson,IL,0.18346720477911882
T17089,Sedan,Kane,IL,0.1909982761938375
T17091,Sedan,Kankakee,IL,0.1788699980516041
T17093,Sedan,Kendall,IL,0.17859910222197106
T17095,Sedan,Knox,IL,0.19266296384119133
T17097,Sedan,Lake,IL,0.1788699980516041
T17099,Sedan,LaSalle,IL,0.18008865784119132
T17101,Sedan,Lawrence,IL,0.15206409947197105
T17103,Sedan,Lee,IL,0.16709914240266133
T17105,Sedan,Livingston,IL,0.17919870897197093
T17107,Sedan,Logan,IL,0.17934446602911888
T17109,Sedan,McDonough,IL,0.19394792239977587
T17111,Sedan,McHenry,IL,0.1813667752045632
T17113,Sedan,McLean,IL,0.17934446602911888
T17115,Sedan,Macon,IL,0.19289428510259798
T17117,Sedan,Macoupin,IL,0.18285056855808612
T17119,Sedan,Madison,IL,0.18087707088062577
T17121,Sedan,Marion,IL,0.18694977630068682
T17123,Sedan,Marshall,IL,0.17859910222197106
T17125,Sedan,Mason,IL,0.172495597779119
T17127,Sedan,Massac,IL,0.17559870293823213
T17129,Sedan,Menard,IL,0.172495597779119
T17131,Sedan,Mercer,IL,0.13154269454317666
T17133,Sedan,Monroe,IL,0.18599441006407155
T17135,Sedan,Montgomery,IL,0.1832285821668236
T17137,Sedan,Morgan,IL,0.1903779958096214
T17139,Sedan,Moultrie,IL,0.1876691864506997
T17141,Sedan,Ogle,IL,0.16709914240266133
T17143,Sedan,Peoria,IL,0.18296715802911884
T17145,Sedan,Perry,IL,0.18655623902911891
T17147,Sedan,Piatt,IL,0.18399259752911895
T17149,Sedan,Pike,IL,0.15646453393780213
T17151,Sedan,Pope,IL,0.19496024805145115
T17153,Sedan,Pulaski,IL,0.18233846702911893
T17155,Sedan,Putnam,IL,0.16213221402911893
T17157,Sedan,Randolph,IL,0.18050788248459146
T17159,Sedan,Richland,IL,0.17627008997197094
T17161,Sedan,Rock Island,IL,0.11848595465427536
T17163,Sedan,St Clair,IL,0.1823103933245545
T17165,Sedan,Saline,IL,0.16264906627911893
T17167,Sedan,Sangamon,IL,0.17759009549522714
T17169,Sedan,Schuyler,IL,0.18202186645326374
T17171,Sedan,Scott,IL,0.1876974177745001
T17173,Sedan,Shelby,IL,0.18367469876140538
T17175,Sedan,Stark,IL,0.16213221402911893
T17177,Sedan,Stephenson,IL,0.18071849847674273
T17179,Sedan,Tazewell,IL,0.17934446602911888
T17181,Sedan,Union,IL,0.18655623902911891
T17183,Sedan,Vermilion,IL,0.19160154164249085
T17185,Sedan,Wabash,IL,0.15870475545456325
T17187,Sedan,Warren,IL,0.17545071184119132
T17189,Sedan,Washington,IL,0.18423884585275077
T17191,Sedan,Wayne,IL,0.19167334655129845
T17193,Sedan,White,IL,0.19071483488216093
T17195,Sedan,Whiteside,IL,0.18243850410381163
T17197,Sedan,Will,IL,0.17941073570456328
T17199,Sedan,Williamson,IL,0.18346720477911882
T17201,Sedan,Winnebago,IL,0.1813667752045632
T17203,Sedan,Woodford,IL,0.17859910222197106
T18001,Sedan,Adams,IN,0.15094178358807928
T18003,Sedan,Allen,IN,0.14156848124833918
T18005,Sedan,Bartholomew,IN,0.17059888082197103
T18007,Sedan,Benton,IN,0.17847436170922634
T18009,Sedan,Blackford,IN,0.13782134290145123
T18011,Sedan,Boone,IN,0.16290366940107545
T18013,Sedan,Brown,IN,0.14336078144021322
T18015,Sedan,Carroll,IN,0.18295787623285825
T18017,Sedan,Cass,IN,0.17501077276186403
T18019,Sedan,Clark,IN,0.1520738293983392
T18021,Sedan,Clay,IN,0.17504832098025905
T18023,Sedan,Clinton,IN,0.17124952319387327
T18025,Sedan,Crawford,IN,0.17069637807470725
T18027,Sedan,Daviess,IN,0.16572153521733654
T18029,Sedan,Dearborn,IN,0.15988046506455444
T18031,Sedan,Decatur,IN,0.18982357347197093
T18033,Sedan,DeKalb,IN,0.16894058690252778
T18035,Sedan,Delaware,IN,0.17286688751133544
T18037,Sedan,Dubois,IN,0.16804648704575578
T18039,Sedan,Elkhart,IN,0.19523270053913658
T18041,Sedan,Fayette,IN,0.1796334899032095
T18043,Sedan,Floyd,IN,0.16850652568807925
T18045,Sedan,Fountain,IN,0.15834666723421567
T18047,Sedan,Franklin,IN,0.18969091002942468
T18049,Sedan,Fulton,IN,0.1829236581991737
T18051,Sedan,Gibson,IN,0.1718269055359223
T18053,Sedan,Grant,IN,0.16406652140418748
T18055,Sedan,Greene,IN,0.17359471530729947
T18057,Sedan,Hamilton,IN,0.16669182466755947
T18059,Sedan,Hancock,IN,0.1799896145979727
T18061,Sedan,Harrison,IN,0.14799866432470732
T18063,Sedan,Hendricks,IN,0.16399780411025872
T18065,Sedan,Henry,IN,0.17350378535015173
T18067,Sedan,Howard,IN,0.17215025965905772
T18069,Sedan,Huntington,IN,0.16973534159392759
T18071,Sedan,Jackson,IN,0.17059539936171114
T18073,Sedan,Jasper,IN,0.18271473964311807
T18075,Sedan,Jay,IN,0.13782134290145123
T18077,Sedan,Jefferson,IN,0.17564736273223086
T18079,Sedan,Jennings,IN,0.18959252368223095
T18081,Sedan,Johnson,IN,0.1664978670082325
T18083,Sedan,Knox,IN,0.1701632627675594
T18085,Sedan,Kosciusko,IN,0.18001650364119132
T18087,Sedan,Lagrange,IN,0.18762779100928062
T18089,Sedan,Lake,IN,0.16785143399395613
T18091,Sedan,LaPorte,IN,0.1275062230750831
T18093,Sedan,Lawrence,IN,0.17676991189849206
T18095,Sedan,Madison,IN,0.16643036839703956
T18097,Sedan,Marion,IN,0.16712255976755946
T18099,Sedan,Marshall,IN,0.18006348239430348
T18101,Sedan,Martin,IN,0.1847837642267427
T18103,Sedan,Miami,IN,0.17493074634119132
T18105,Sedan,Monroe,IN,0.16945706254021323
T18107,Sedan,Montgomery,IN,0.16325371366740657
T18109,Sedan,Morgan,IN,0.1433331650007789
T18111,Sedan,Newton,IN,0.18477476434395612
T18113,Sedan,Noble,IN,0.1607134838542576
T18115,Sedan,Ohio,IN,0.16674690377279625
T18117,Sedan,Orange,IN,0.17152257542067142
T18119,Sedan,Owen,IN,0.17230502738025907
T18121,Sedan,Parke,IN,0.1567488265437747
T18123,Sedan,Perry,IN,0.17275822392067142
T18125,Sedan,Pike,IN,0.1731605725359223
T18127,Sedan,Porter,IN,0.18477476434395612
T18129,Sedan,Posey,IN,0.1731605725359223
T18131,Sedan,Pulaski,IN,0.18251293859166565
T18133,Sedan,Putnam,IN,0.1681220269668871
T18135,Sedan,Randolph,IN,0.16983236213496722
T18137,Sedan,Ripley,IN,0.1896282296085991
T18139,Sedan,Rush,IN,0.18911398042902594
T18141,Sedan,St Joseph,IN,0.18236024179483198
T18143,Sedan,Scott,IN,0.16197722481833907
T18145,Sedan,Shelby,IN,0.16609364277661837
T18147,Sedan,Spencer,IN,0.1803590123014513
T18149,Sedan,Starke,IN,0.18308737066620567
T18151,Sedan,Steuben,IN,0.17934006525252788
T18153,Sedan,Sullivan,IN,0.1701632627675594
T18155,Sedan,Switzerland,IN,0.1689803251646703
T18157,Sedan,Tippecanoe,IN,0.1594634849869483
T18159,Sedan,Tipton,IN,0.15212131910863064
T18161,Sedan,Union,IN,0.15166653198792637
T18163,Sedan,Vanderburgh,IN,0.2088549996964559
T18165,Sedan,Vermillion,IN,0.15693600375145123
T18167,Sedan,Vigo,IN,0.17187457446755938
T18169,Sedan,Wabash,IN,0.1690108405082233
T18171,Sedan,Warren,IN,0.17091326925145123
T18173,Sedan,Warrick,IN,0.18121176436460035
T18175,Sedan,Washington,IN,0.17009144714833915
T18177,Sedan,Wayne,IN,0.15946131175129835
T18179,Sedan,Wells,IN,0.15780997718281936
T18181,Sedan,White,IN,0.177113642295603
T18183,Sedan,Whitley,IN,0.1629056531278194
T19001,Sedan,Adair,IA,0.16705797749134418
T19003,Sedan,Adams,IA,0.13657679642210002
T19005,Sedan,Allamakee,IA,0.19842910805586284
T19007,Sedan,Appanoose,IA,0.1299949762044104
T19009,Sedan,Audubon,IA,0.16956833446056446
T19011,Sedan,Benton,IA,0.14979707200145126
T19013,Sedan,Black Hawk,IA,0.1499157397013442
T19015,Sedan,Boone,IA,0.17468854078823223
T19017,Sedan,Bremer,IA,0.16693914113700262
T19019,Sedan,Buchanan,IA,0.15100743344430334
T19021,Sedan,Buena Vista,IA,0.16624239069833907
T19023,Sedan,Butler,IA,0.1742349709809314
T19025,Sedan,Calhoun,IA,0.18651593128542576
T19027,Sedan,Carroll,IA,0.1631444710206715
T19029,Sedan,Cass,IA,0.15750518122651982
T19031,Sedan,Cedar,IA,0.1645292891779723
T19033,Sedan,Cerro Gordo,IA,0.17510592677197104
T19035,Sedan,Cherokee,IA,0.14716871924333916
T19037,Sedan,Chickasaw,IA,0.1685643931840433
T19039,Sedan,Clarke,IA,0.15685821555441035
T19041,Sedan,Clay,IA,0.14091881706197096
T19043,Sedan,Clayton,IA,0.17732666092363075
T19045,Sedan,Clinton,IA,0.17244459764119124
T19047,Sedan,Crawford,IA,0.16421539035229948
T19049,Sedan,Dallas,IA,0.1576411874646003
T19051,Sedan,Davis,IA,0.15594384853402343
T19053,Sedan,Decatur,IA,0.17408744740145124
T19055,Sedan,Delaware,IA,0.17113152254726238
T19057,Sedan,Des Moines,IA,0.17624462286467038
T19059,Sedan,Dickinson,IA,0.15985634144103836
T19061,Sedan,Dubuque,IA,0.17152973072104719
T19063,Sedan,Emmet,IA,0.16531695771171112
T19065,Sedan,Fayette,IA,0.18208658272819508
T19067,Sedan,Floyd,IA,0.17634525930570982
T19069,Sedan,Franklin,IA,0.17614494546901188
T19071,Sedan,Fremont,IA,0.1750339442290489
T19073,Sedan,Greene,IA,0.18908858899849204
T19075,Sedan,Grundy,IA,0.16661435683823206
T19077,Sedan,Guthrie,IA,0.17493441365456325
T19079,Sedan,Hamilton,IA,0.17454318524119133
T19081,Sedan,Hancock,IA,0.16407864191171107
T19083,Sedan,Hardin,IA,0.17614494546901188
T19085,Sedan,Harrison,IA,0.18439233471025873
T19087,Sedan,Henry,IA,0.17884543779789266
T19089,Sedan,Howard,IA,0.17571188842327048
T19091,Sedan,Humboldt,IA,0.17305585022812509
T19093,Sedan,Ida,IA,0.18053358268807926
T19095,Sedan,Iowa,IA,0.15413191290283362
T19097,Sedan,Jackson,IA,0.1735705777545632
T19099,Sedan,Jasper,IA,0.15241355833602882
T19101,Sedan,Jefferson,IA,0.17441036668402343
T19103,Sedan,Johnson,IA,0.13288239399849205
T19105,Sedan,Jones,IA,0.16402571957501313
T19107,Sedan,Keokuk,IA,0.17441036668402343
T19109,Sedan,Kossuth,IA,0.17134594678093135
T19111,Sedan,Lee,IA,0.17598699441097085
T19113,Sedan,Linn,IA,0.13592072686849196
T19115,Sedan,Louisa,IA,0.1783819917146703
T19117,Sedan,Lucas,IA,0.12664347840441037
T19119,Sedan,Lyon,IA,0.1460021317659314
T19121,Sedan,Madison,IA,0.18260493175729947
T19123,Sedan,Mahaska,IA,0.1693724791044104
T19125,Sedan,Marion,IA,0.12615789820441037
T19127,Sedan,Marshall,IA,0.17634168111918258
T19129,Sedan,Mills,IA,0.1490850501004774
T19131,Sedan,Mitchell,IA,0.166980186971971
T19133,Sedan,Monona,IA,0.17580651684703957
T19135,Sedan,Monroe,IA,0.12445638960745743
T19137,Sedan,Montgomery,IA,0.14076496390093132
T19139,Sedan,Muscatine,IA,0.1706626938310843
T19141,Sedan,O'Brien,IA,0.15201659149181806
T19143,Sedan,Osceola,IA,0.15274513976467027
T19145,Sedan,Page,IA,0.18191955753989178
T19147,Sedan,Palo Alto,IA,0.14627602886781935
T19149,Sedan,Plymouth,IA,0.14930289779603848
T19151,Sedan,Pocahontas,IA,0.16453884919849204
T19153,Sedan,Polk,IA,0.17474089039849205
T19155,Sedan,Pottawattamie,IA,0.18568411930145126
T19157,Sedan,Poweshiek,IA,0.1559438640704115
T19159,Sedan,Ringgold,IA,0.17770420125456327
T19161,Sedan,Sac,IA,0.16175208772781935
T19163,Sedan,Scott,IA,0.1673200207310843
T19165,Sedan,Shelby,IA,0.17560036774538001
T19167,Sedan,Sioux,IA,0.14364635656238375
T19169,Sedan,Story,IA,0.17197588018823207
T19171,Sedan,Tama,IA,0.1742489451044104
T19173,Sedan,Taylor,IA,0.16837479602363067
T19175,Sedan,Union,IA,0.1831792207044103
T19177,Sedan,Van Buren,IA,0.1805899650354258
T19179,Sedan,Wapello,IA,0.17468508308402342
T19181,Sedan,Warren,IA,0.15329649201261986
T19183,Sedan,Washington,IA,0.17624462286467038
T19185,Sedan,Wayne,IA,0.15140012525145125
T19187,Sedan,Webster,IA,0.17495343234119132
T19189,Sedan,Winnebago,IA,0.16857488084119135
T19191,Sedan,Winneshiek,IA,0.19842910805586284
T19193,Sedan,Woodbury,IA,0.15546472117051852
T19195,Sedan,Worth,IA,0.17202382502327052
T19197,Sedan,Wright,IA,0.158110977198492
T20001,Sedan,Allen,KS,0.19246956330268075
T20003,Sedan,Anderson,KS,0.1735115948039803
T20005,Sedan,Atchison,KS,0.19103730251755946
T20007,Sedan,Barber,KS,0.17571026915326368
T20009,Sedan,Barton,KS,0.18423597446041168
T20011,Sedan,Bourbon,KS,0.18727617940823899
T20013,Sedan,Brown,KS,0.1878890168809314
T20015,Sedan,Butler,KS,0.18929137969871485
T20017,Sedan,Chase,KS,0.18901026202911891
T20019,Sedan,Chautauqua,KS,0.19611603699415042
T20021,Sedan,Cherokee,KS,0.18625518672320054
T20023,Sedan,Cheyenne,KS,0.17668142634119133
T20025,Sedan,Clark,KS,0.18906194054083125
T20027,Sedan,Clay,KS,0.17644920117631263
T20029,Sedan,Cloud,KS,0.19334646768223085
T20031,Sedan,Coffey,KS,0.17871624834539562
T20033,Sedan,Comanche,KS,0.20859441798321832
T20035,Sedan,Cowley,KS,0.18376101644871495
T20037,Sedan,Crawford,KS,0.18865997360950715
T20039,Sedan,Decatur,KS,0.17674587527340777
T20041,Sedan,Dickinson,KS,0.2047015085238821
T20043,Sedan,Doniphan,KS,0.1890545898983392
T20045,Sedan,Douglas,KS,0.18222718983534297
T20047,Sedan,Edwards,KS,0.1796834980164828
T20049,Sedan,Elk,KS,0.1770035769249302
T20051,Sedan,Ellis,KS,0.1757045374604115
T20053,Sedan,Ellsworth,KS,0.20406222184119133
T20055,Sedan,Finney,KS,0.17699914228389058
T20057,Sedan,Ford,KS,0.1931930160562229
T20059,Sedan,Franklin,KS,0.15621236361171115
T20061,Sedan,Geary,KS,0.20361765764249087
T20063,Sedan,Gove,KS,0.17325430649430332
T20065,Sedan,Graham,KS,0.17740372588093142
T20067,Sedan,Grant,KS,0.1544105581249302
T20069,Sedan,Gray,KS,0.17375616323968446
T20071,Sedan,Greeley,KS,0.17412362801771225
T20073,Sedan,Greenwood,KS,0.1758702548291189
T20075,Sedan,Hamilton,KS,0.16477537780145124
T20077,Sedan,Harper,KS,0.1844615763014512
T20079,Sedan,Harvey,KS,0.1906435841249302
T20081,Sedan,Haskell,KS,0.18816392949430338
T20083,Sedan,Hodgeman,KS,0.1761700941706714
T20085,Sedan,Jackson,KS,0.1907339279220539
T20087,Sedan,Jefferson,KS,0.18889946126171114
T20089,Sedan,Jewell,KS,0.1971236202233534
T20091,Sedan,Johnson,KS,0.15714473539560292
T20093,Sedan,Kearny,KS,0.17582663280145122
T20095,Sedan,Kingman,KS,0.19621541252819508
T20097,Sedan,Kiowa,KS,0.19802508586337078
T20099,Sedan,Labette,KS,0.17553928285129836
T20101,Sedan,Lane,KS,0.17329001242067144
T20103,Sedan,Leavenworth,KS,0.15791340190527983
T20105,Sedan,Lincoln,KS,0.17813995126171117
T20107,Sedan,Linn,KS,0.1810965589245002
T20109,Sedan,Logan,KS,0.17297296628389053
T20111,Sedan,Lyon,KS,0.17946073257911888
T20113,Sedan,McPherson,KS,0.17661596796482318
T20115,Sedan,Marion,KS,0.18946411172197103
T20117,Sedan,Marshall,KS,0.199682157801757
T20119,Sedan,Meade,KS,0.1888294760562229
T20121,Sedan,Miami,KS,0.1778141073140873
T20123,Sedan,Mitchell,KS,0.17943934327927177
T20125,Sedan,Montgomery,KS,0.19661951845441034
T20127,Sedan,Morris,KS,0.20361417618223096
T20129,Sedan,Morton,KS,0.1703820388749302
T20131,Sedan,Nemaha,KS,0.17568521582067143
T20133,Sedan,Neosho,KS,0.18631261490570994
T20135,Sedan,Ness,KS,0.17325430649430332
T20137,Sedan,Norton,KS,0.17679550704081554
T20139,Sedan,Osage,KS,0.15765567587508308
T20141,Sedan,Osborne,KS,0.17814691418223097
T20143,Sedan,Ottawa,KS,0.2043217819662756
T20145,Sedan,Pawnee,KS,0.18598120503404345
T20147,Sedan,Phillips,KS,0.17669535218223095
T20149,Sedan,Pottawatomie,KS,0.18441449238677976
T20151,Sedan,Pratt,KS,0.19711048914064336
T20153,Sedan,Rawlins,KS,0.1767815811997759
T20155,Sedan,Reno,KS,0.1847777392956029
T20157,Sedan,Republic,KS,0.20671832887631264
T20159,Sedan,Rice,KS,0.17341201180145116
T20161,Sedan,Riley,KS,0.20465220468223097
T20163,Sedan,Rooks,KS,0.17813298834119135
T20165,Sedan,Rush,KS,0.17179260107363056
T20167,Sedan,Russell,KS,0.18176433599430336
T20169,Sedan,Saline,KS,0.20407614768223095
T20171,Sedan,Scott,KS,0.17297296628389053
T20173,Sedan,Sedgwick,KS,0.18755344077819508
T20175,Sedan,Seward,KS,0.1914497471249302
T20177,Sedan,Shawnee,KS,0.17494694057911897
T20179,Sedan,Sheridan,KS,0.1766744634206715
T20181,Sedan,Sherman,KS,0.17649499101771235
T20183,Sedan,Smith,KS,0.20012846023333458
T20185,Sedan,Stafford,KS,0.19594474620441035
T20187,Sedan,Stanton,KS,0.16818991124430338
T20189,Sedan,Stevens,KS,0.1936085313809314
T20191,Sedan,Sumner,KS,0.18818733306931762
T20193,Sedan,Thomas,KS,0.1723926504058756
T20195,Sedan,Trego,KS,0.1757045374604115
T20197,Sedan,Wabaunsee,KS,0.19480757454545003
T20199,Sedan,Wallace,KS,0.17731618842067148
T20201,Sedan,Washington,KS,0.18724161059242087
T20203,Sedan,Wichita,KS,0.17485885726755945
T20205,Sedan,Wilson,KS,0.16796774304119128
T20207,Sedan,Woodson,KS,0.1862986890646703
T20209,Sedan,Wyandotte,KS,0.15929583974539568
T21001,Sedan,Adair,KY,0.15360806478807926
T21003,Sedan,Allen,KY,0.16622503479067194
T21005,Sedan,Anderson,KY,0.11345254608807925
T21007,Sedan,Ballard,KY,0.14176442547607326
T21009,Sedan,Barren,KY,0.15694500138062567
T21011,Sedan,Bath,KY,0.1132578590714424
T21013,Sedan,Bell,KY,0.11296788001148822
T21015,Sedan,Boone,KY,0.13315790065457747
T21017,Sedan,Bourbon,KY,0.11579178686102962
T21019,Sedan,Boyd,KY,0.1224469384483391
T21021,Sedan,Boyle,KY,0.13894288148713618
T21023,Sedan,Bracken,KY,0.11266124903170222
T21025,Sedan,Breathitt,KY,0.14294272256171114
T21027,Sedan,Breckinridge,KY,0.17119134680175702
T21029,Sedan,Bullitt,KY,0.11963444634864492
T21031,Sedan,Butler,KY,0.1662288180747166
T21033,Sedan,Caldwell,KY,0.1734306553411914
T21035,Sedan,Calloway,KY,0.1748874965406718
T21037,Sedan,Campbell,KY,0.12011990710268068
T21039,Sedan,Carlisle,KY,0.16945948041605277
T21041,Sedan,Carroll,KY,0.12026233479849198
T21043,Sedan,Carter,KY,0.12649874014864496
T21045,Sedan,Casey,KY,0.13370008044538
T21047,Sedan,Christian,KY,0.1630281848643037
T21049,Sedan,Clark,KY,0.1165283216714424
T21051,Sedan,Clay,KY,0.11788033585875188
T21053,Sedan,Clinton,KY,0.1602028769094335
T21055,Sedan,Crittenden,KY,0.1432527802747073
T21057,Sedan,Cumberland,KY,0.1539385662044104
T21059,Sedan,Daviess,KY,0.1720125115747074
T21061,Sedan,Edmonson,KY,0.1546645169144474
T21063,Sedan,Elliott,KY,0.12427432719849206
T21065,Sedan,Estill,KY,0.11744994689818632
T21067,Sedan,Fayette,KY,0.11362028533762064
T21069,Sedan,Fleming,KY,0.11289891426552405
T21071,Sedan,Floyd,KY,0.1207750179885721
T21073,Sedan,Franklin,KY,0.13562520017781934
T21075,Sedan,Fulton,KY,0.17088562473845506
T21077,Sedan,Gallatin,KY,0.12011990710268068
T21079,Sedan,Garrard,KY,0.1391712296158998
T21081,Sedan,Grant,KY,0.13388814690509726
T21083,Sedan,Graves,KY,0.17423937071134457
T21085,Sedan,Grayson,KY,0.15681776501771233
T21087,Sedan,Green,KY,0.1346623127913441
T21089,Sedan,Greenup,KY,0.12542018136620547
T21091,Sedan,Hancock,KY,0.17223525128404346
T21093,Sedan,Hardin,KY,0.14185278067501308
T21095,Sedan,Harlan,KY,0.13837821769538
T21097,Sedan,Harrison,KY,0.11280825853170229
T21099,Sedan,Hart,KY,0.1346623127913441
T21101,Sedan,Henderson,KY,0.14066407445470733
T21103,Sedan,Henry,KY,0.11965358120268073
T21105,Sedan,Hickman,KY,0.17096891745025022
T21107,Sedan,Hopkins,KY,0.16731742139833924
T21109,Sedan,Jackson,KY,0.13939228026885891
T21111,Sedan,Jefferson,KY,0.1251095006281251
T21113,Sedan,Jessamine,KY,0.11263519507144239
T21115,Sedan,Johnson,KY,0.1207750179885721
T21117,Sedan,Kenton,KY,0.13315790065457747
T21119,Sedan,Knott,KY,0.1207750179885721
T21121,Sedan,Knox,KY,0.12960461502729956
T21123,Sedan,Larue,KY,0.1554639283516041
T21125,Sedan,Laurel,KY,0.13389793448807927
T21127,Sedan,Lawrence,KY,0.12351296504725884
T21129,Sedan,Lee,KY,0.16418398426171116
T21131,Sedan,Leslie,KY,0.12169449794119123
T21133,Sedan,Letcher,KY,0.11737385855745233
T21135,Sedan,Lewis,KY,0.12514407478512002
T21137,Sedan,Lincoln,KY,0.15936461730875198
T21139,Sedan,Livingston,KY,0.1708114623014513
T21141,Sedan,Logan,KY,0.15741903448321823
T21143,Sedan,Lyon,KY,0.1432527802747073
T21145,Sedan,McCracken,KY,0.16989060725245791
T21147,Sedan,McCreary,KY,0.1136834589851201
T21149,Sedan,McLean,KY,0.1432527802747073
T21151,Sedan,Madison,KY,0.13236419836522714
T21153,Sedan,Magoffin,KY,0.12205450477954531
T21155,Sedan,Marion,KY,0.11151257741781928
T21157,Sedan,Marshall,KY,0.17400202529067188
T21159,Sedan,Martin,KY,0.1207750179885721
T21161,Sedan,Mason,KY,0.11261015476552395
T21163,Sedan,Meade,KY,0.15886787296786523
T21165,Sedan,Menifee,KY,0.14252538225456324
T21167,Sedan,Mercer,KY,0.11355041135548703
T21169,Sedan,Metcalfe,KY,0.15531156503404345
T21171,Sedan,Monroe,KY,0.16622503479067194
T21173,Sedan,Montgomery,KY,0.1165283216714424
T21175,Sedan,Morgan,KY,0.12200301317954532
T21177,Sedan,Muhlenberg,KY,0.1692966114148232
T21179,Sedan,Nelson,KY,0.11338082935548703
T21181,Sedan,Nicholas,KY,0.11268382153170231
T21183,Sedan,Ohio,KY,0.16414566460875196
T21185,Sedan,Oldham,KY,0.1250761269925737
T21187,Sedan,Owen,KY,0.12026233479849198
T21189,Sedan,Owsley,KY,0.14379400966171113
T21191,Sedan,Pendleton,KY,0.12048233336885893
T21193,Sedan,Perry,KY,0.1224469384483391
T21195,Sedan,Pike,KY,0.1224469384483391
T21197,Sedan,Powell,KY,0.14306967456171105
T21199,Sedan,Pulaski,KY,0.15393293758807927
T21201,Sedan,Robertson,KY,0.11268382153170231
T21203,Sedan,Rockcastle,KY,0.15936461730875198
T21205,Sedan,Rowan,KY,0.12094592563496714
T21207,Sedan,Russell,KY,0.11353786497766649
T21209,Sedan,Scott,KY,0.114358733368859
T21211,Sedan,Shelby,KY,0.11972799967797225
T21213,Sedan,Simpson,KY,0.1596221276706714
T21215,Sedan,Spencer,KY,0.11395926239553289
T21217,Sedan,Taylor,KY,0.13623760930890486
T21219,Sedan,Todd,KY,0.17169109957471654
T21221,Sedan,Trigg,KY,0.17169109957471654
T21223,Sedan,Trimble,KY,0.1250761269925737
T21225,Sedan,Union,KY,0.1432527802747073
T21227,Sedan,Warren,KY,0.15947663808041193
T21229,Sedan,Washington,KY,0.11355041135548703
T21231,Sedan,Wayne,KY,0.1539385662044104
T21233,Sedan,Webster,KY,0.17197680564833925
T21235,Sedan,Whitley,KY,0.12998947268029573
T21237,Sedan,Wolfe,KY,0.16467864480145114
T21239,Sedan,Woodford,KY,0.11407560289818632
T22001,Sedan,Acadia,LA,0.1407313825967097
T22003,Sedan,Allen,LA,0.15137933097247516
T22005,Sedan,Ascension,LA,0.1251343559013811
T22007,Sedan,Assumption,LA,0.1434694444513812
T22009,Sedan,Avoyelles,LA,0.14609789946670976
T22011,Sedan,Beauregard,LA,0.14674385250363473
T22013,Sedan,Bienville,LA,0.1448442198513811
T22015,Sedan,Bossier,LA,0.15150590485138118
T22017,Sedan,Caddo,LA,0.14782401193084488
T22019,Sedan,Calcasieu,LA,0.14625308420247526
T22021,Sedan,Caldwell,LA,0.14907234586516319
T22023,Sedan,Cameron,LA,0.14503716115622298
T22025,Sedan,Catahoula,LA,0.1505252163547073
T22027,Sedan,Claiborne,LA,0.1444159707763811
T22029,Sedan,Concordia,LA,0.15537421570628931
T22031,Sedan,DeSoto,LA,0.14216227915538687
T22033,Sedan,East Baton Rouge,LA,0.1251343559013811
T22035,Sedan,East Carroll,LA,0.13957755198519006
T22037,Sedan,East Feliciana,LA,0.1251343559013811
T22039,Sedan,Evangeline,LA,0.14725529622363473
T22041,Sedan,Franklin,LA,0.14325333928706913
T22043,Sedan,Grant,LA,0.1513397777464792
T22045,Sedan,Iberia,LA,0.14609789946670976
T22047,Sedan,Iberville,LA,0.1553264370913442
T22049,Sedan,Jackson,LA,0.14398772170138127
T22051,Sedan,Jefferson,LA,0.14398772170138127
T22053,Sedan,Jefferson Davis,LA,0.1452835401571926
T22055,Sedan,Lafayette,LA,0.14398772170138127
T22057,Sedan,Lafourche,LA,0.1434694444513812
T22059,Sedan,La Salle,LA,0.14648289552647928
T22061,Sedan,Lincoln,LA,0.14065585839979167
T22063,Sedan,Livingston,LA,0.1251343559013811
T22065,Sedan,Madison,LA,0.13957755198519006
T22067,Sedan,Morehouse,LA,0.1425078402851902
T22069,Sedan,Natchitoches,LA,0.14042827370856065
T22071,Sedan,Orleans,LA,0.1492809051013812
T22073,Sedan,Ouachita,LA,0.1444159707763811
T22075,Sedan,Plaquemines,LA,0.14398772170138127
T22077,Sedan,Pointe Coupee,LA,0.14514490129404353
T22079,Sedan,Rapides,LA,0.15055960755800923
T22081,Sedan,Red River,LA,0.14822538734670976
T22083,Sedan,Richland,LA,0.13957755198519006
T22085,Sedan,Sabine,LA,0.14822538734670976
T22087,Sedan,St Bernard,LA,0.14398772170138127
T22089,Sedan,St Charles,LA,0.14398772170138127
T22091,Sedan,St  Helena,LA,0.1251343559013811
T22093,Sedan,St James,LA,0.14398772170138127
T22095,Sedan,St John The Baptist,LA,0.14398772170138127
T22097,Sedan,St Landry,LA,0.14609789946670976
T22099,Sedan,St Martin,LA,0.14404281984725895
T22101,Sedan,St Mary,LA,0.14725650699592238
T22103,Sedan,St Tammany,LA,0.1458360791667097
