state,county,p1_lcoc,p2_lcoc,p3_lcoc,p4_lcoc,comb_lcoc
GA,Carroll,0.99,0.21,0.18,0.1,0.15906673672967303
GA,Catoosa,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Charlton,1.1,0.19,0.17,0.14,0.16713540896060539
GA,Chatham,0.93,0.18,0.15,0.13,0.15039453746917886
GA,Chattahoochee,1.02,0.25,0.17,0.14,0.17086308648319617
GA,Chattooga,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Cherokee,1.02,0.23,0.17,0.15,0.1730242974876542
GA,Clarke,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Clay,1.0,0.24,0.2,0.17,0.19765846634775452
GA,Clayton,1.16,0.24,0.18,0.15,0.18034002909604704
GA,Clinch,1.21,0.16,0.16,0.11,0.1493638262498913
GA,Cobb,0.98,0.23,0.22,0.18,0.21164814588569036
GA,Coffee,0.99,0.25,0.22,0.19,0.2167354602047973
GA,Colquitt,0.95,0.21,0.2,0.17,0.19516796473967557
GA,Columbia,1.03,0.21,0.17,0.14,0.16807624157894357
GA,Cook,1.08,0.21,0.18,0.13,0.17046174375400674
GA,Coweta,1.02,0.25,0.19,0.16,0.18929559101807442
GA,Crawford,0.99,0.24,0.19,0.15,0.18478313681593383
GA,Crisp,0.91,0.16,0.12,0.11,0.12476773326092312
GA,Dade,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Dawson,1.02,0.23,0.17,0.15,0.1730242974876542
GA,DeKalb,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Decatur,0.97,0.21,0.18,0.16,0.18046416667437704
GA,Dodge,0.99,0.21,0.18,0.15,0.17701397702559
GA,Dooly,0.96,0.19,0.13,0.1,0.12929559101807442
GA,Dougherty,1.01,0.25,0.17,0.13,0.16720400921881462
GA,Douglas,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Early,0.95,0.21,0.19,0.17,0.1895411605314198
GA,Echols,1.06,0.17,0.17,0.13,0.16183920702590393
GA,Effingham,0.97,0.2,0.17,0.14,0.16694434782039183
GA,Elbert,0.98,0.22,0.17,0.15,0.1720316621394988
GA,Emanuel,0.97,0.21,0.18,0.14,0.17328527055601026
GA,Evans,0.95,0.2,0.17,0.14,0.16680508940999547
GA,Fannin,1.0,0.23,0.2,0.19,0.2041232439387586
GA,Fayette,1.07,0.25,0.19,0.16,0.18964373704406529
GA,Floyd,0.99,0.21,0.18,0.1,0.15906673672967303
GA,Forsyth,1.01,0.23,0.17,0.15,0.172954668282456
GA,Franklin,0.96,0.19,0.15,0.13,0.15131754361213606
GA,Fulton,1.07,0.25,0.19,0.15,0.1860542889848819
GA,Gilmer,1.01,0.24,0.25,0.18,0.22945156465341476
GA,Glascock,1.01,0.21,0.19,0.16,0.18636948770342546
GA,Glynn,0.98,0.22,0.18,0.17,0.18483736246612129
GA,Gordon,1.21,0.24,0.18,0.15,0.18068817512203791
GA,Grady,1.13,0.23,0.19,0.13,0.1778649310429788
GA,Greene,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Gwinnett,0.97,0.19,0.16,0.12,0.1534245289664066
GA,Habersham,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Hall,0.96,0.22,0.18,0.14,0.17392975987817477
GA,Hancock,0.98,0.21,0.21,0.18,0.2045931046227092
GA,Haralson,0.99,0.21,0.18,0.1,0.15906673672967303
GA,Harris,1.06,0.26,0.21,0.18,0.2087207309011081
GA,Hart,0.96,0.19,0.15,0.13,0.15131754361213606
GA,Heard,1.06,0.25,0.2,0.16,0.19520091204712287
GA,Henry,1.06,0.19,0.15,0.12,0.14842438760493443
GA,Houston,1.01,0.23,0.13,0.1,0.1325002111535161
GA,Irwin,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Jackson,0.92,0.2,0.18,0.16,0.17940190212102347
GA,Jasper,1.13,0.25,0.19,0.15,0.18647206421607096
GA,Jeff Davis,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Jefferson,1.01,0.21,0.19,0.16,0.18636948770342546
GA,Jenkins,0.97,0.21,0.17,0.14,0.16765846634775453
GA,Johnson,1.03,0.21,0.2,0.17,0.19572499838126095
GA,Jones,1.27,0.27,0.21,0.16,0.20371816661926564
GA,Lamar,0.99,0.22,0.14,0.11,0.14086308648319618
GA,Lanier,1.06,0.17,0.17,0.13,0.16183920702590393
GA,Laurens,0.99,0.21,0.18,0.16,0.18060342508477337
GA,Lee,1.01,0.25,0.17,0.13,0.16720400921881462
GA,Liberty,0.93,0.18,0.15,0.13,0.15039453746917886
GA,Lincoln,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Long,0.93,0.18,0.15,0.13,0.15039453746917886
GA,Lowndes,1.06,0.17,0.17,0.13,0.16183920702590393
GA,Lumpkin,1.02,0.23,0.17,0.15,0.1730242974876542
GA,Macon,1.01,0.23,0.13,0.1,0.1325002111535161
GA,Madison,0.96,0.19,0.15,0.13,0.15131754361213606
GA,Marion,1.02,0.25,0.17,0.14,0.17086308648319617
GA,McDuffie,1.03,0.21,0.17,0.14,0.16807624157894357
GA,McIntosh,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Meriwether,1.02,0.24,0.19,0.16,0.18858147249071172
GA,Miller,0.95,0.21,0.19,0.17,0.1895411605314198
GA,Mitchell,1.0,0.21,0.2,0.16,0.19192666270648304
GA,Monroe,1.0,0.21,0.18,0.14,0.17349415817160477
GA,Montgomery,1.04,0.23,0.19,0.17,0.1915960604329288
GA,Morgan,1.27,0.27,0.21,0.16,0.20371816661926564
GA,Murray,1.02,0.23,0.17,0.15,0.1730242974876542
GA,Muscogee,1.06,0.26,0.21,0.18,0.2087207309011081
GA,Newton,1.34,0.58,0.55,0.53,0.550464166674377
GA,Oconee,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Oglethorpe,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Paulding,0.99,0.21,0.18,0.1,0.15906673672967303
GA,Peach,1.01,0.26,0.22,0.16,0.20682049296500618
GA,Pickens,1.02,0.23,0.17,0.15,0.1730242974876542
GA,Pierce,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Pike,0.98,0.2,0.13,0.11,0.13373841601501685
GA,Polk,0.99,0.21,0.18,0.1,0.15906673672967303
GA,Pulaski,1.0,0.2,0.14,0.11,0.13950447863366894
GA,Putnam,1.27,0.27,0.21,0.16,0.20371816661926564
GA,Quitman,1.04,0.26,0.19,0.16,0.19014896795583347
GA,Rabun,1.31,0.19,0.17,0.11,0.15782927809221686
GA,Randolph,1.04,0.26,0.19,0.16,0.19014896795583347
GA,Richmond,0.96,0.19,0.16,0.13,0.15694434782039182
GA,Rockdale,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Schley,1.01,0.25,0.19,0.15,0.18563651375369286
GA,Screven,0.95,0.19,0.15,0.13,0.1512479144069379
GA,Seminole,0.95,0.21,0.19,0.17,0.1895411605314198
GA,Spalding,1.03,0.21,0.15,0.12,0.1496437370440653
GA,Stephens,0.96,0.19,0.15,0.13,0.15131754361213606
GA,Stewart,1.04,0.26,0.19,0.16,0.19014896795583347
GA,Sumter,1.02,0.25,0.17,0.14,0.17086308648319617
GA,Talbot,0.97,0.21,0.16,0.13,0.1584422140803154
GA,Taliaferro,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Tattnall,0.97,0.21,0.19,0.15,0.1825015228234494
GA,Taylor,0.97,0.21,0.16,0.13,0.1584422140803154
GA,Telfair,0.97,0.19,0.16,0.14,0.16060342508477338
GA,Terrell,1.04,0.26,0.19,0.16,0.19014896795583347
GA,Thomas,1.11,0.2,0.19,0.14,0.17917276510967772
GA,Tift,1.08,0.21,0.18,0.13,0.17046174375400674
GA,Toombs,1.03,0.21,0.18,0.15,0.17729249384638268
GA,Towns,1.0,0.24,0.33,0.22,0.2887541613509961
GA,Treutlen,1.12,0.24,0.2,0.17,0.19849401681013262
GA,Troup,1.05,0.25,0.2,0.16,0.19513128284192469
GA,Turner,0.96,0.19,0.13,0.1,0.12929559101807442
GA,Twiggs,1.14,0.25,0.19,0.16,0.19013114148045251
GA,Union,1.0,0.24,0.33,0.22,0.2887541613509961
GA,Upson,0.97,0.21,0.16,0.13,0.1584422140803154
GA,Walker,0.98,0.22,0.19,0.16,0.18687471861519364
GA,Walton,1.0,0.21,0.21,0.15,0.1939640188555554
GA,Ware,1.1,0.19,0.17,0.14,0.16713540896060539
GA,Warren,1.01,0.21,0.19,0.16,0.18636948770342546
GA,Washington,0.98,0.21,0.17,0.14,0.1677280955529527
GA,Wayne,0.98,0.22,0.18,0.17,0.18483736246612129
GA,Webster,1.02,0.25,0.17,0.14,0.17086308648319617
GA,Wheeler,0.96,0.21,0.18,0.16,0.18039453746917886
GA,White,1.0,0.21,0.18,0.15,0.17708360623078817
GA,Whitfield,1.03,0.26,0.16,0.12,0.1588411338891345
GA,Wilcox,0.96,0.19,0.13,0.1,0.12929559101807442
GA,Wilkes,1.04,0.27,0.19,0.17,0.19445253454237957
GA,Wilkinson,1.0,0.24,0.21,0.16,0.19969582249682685
GA,Worth,0.91,0.17,0.19,0.14,0.17563782542362616
HI,Hawaii,2.69,0.08,0.63,0.52,0.5655831686148582
HI,Honolulu,2.69,0.08,0.55,0.41,0.48108480629779493
HI,Kalawao,2.69,0.08,0.63,0.52,0.5655831686148582
HI,Kauai,2.69,0.08,0.65,0.57,0.5947840173272866
HI,Maui,2.69,0.08,0.63,0.52,0.5655831686148582
IA,Adair,0.94,0.19,0.16,0.13,0.1568050894099955
IA,Adams,0.93,0.19,0.16,0.14,0.1603249082639807
IA,Allamakee,1.03,0.21,0.19,0.16,0.18650874611382182
IA,Appanoose,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Audubon,0.88,0.16,0.13,0.11,0.13018564985358433
IA,Benton,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Black Hawk,0.94,0.18,0.15,0.12,0.14687471861519363
IA,Boone,0.95,0.19,0.16,0.13,0.15687471861519364
IA,Bremer,0.92,0.19,0.16,0.14,0.1602552790587825
IA,Buchanan,0.93,0.19,0.16,0.14,0.1603249082639807
IA,Buena Vista,0.96,0.18,0.14,0.12,0.14138717281733426
IA,Butler,0.94,0.18,0.15,0.13,0.150464166674377
IA,Calhoun,0.96,0.2,0.18,0.13,0.16891207476426598
IA,Carroll,0.92,0.18,0.15,0.13,0.1503249082639807
IA,Cass,0.89,0.17,0.13,0.1,0.12737994952696183
IA,Cedar,0.98,0.22,0.19,0.16,0.18687471861519364
IA,Cerro Gordo,0.98,0.19,0.16,0.14,0.16067305428997156
IA,Cherokee,0.96,0.18,0.14,0.12,0.14138717281733426
IA,Chickasaw,0.93,0.19,0.17,0.15,0.16954116053141982
IA,Clarke,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Clay,0.98,0.18,0.15,0.13,0.15074268349516973
IA,Clayton,0.93,0.19,0.16,0.14,0.1603249082639807
IA,Clinton,0.96,0.2,0.17,0.15,0.17046416667437705
IA,Crawford,0.92,0.18,0.14,0.12,0.14110865599654157
IA,Dallas,0.93,0.19,0.14,0.1,0.13471350761073564
IA,Davis,1.72,0.26,0.2,0.15,0.19692111005838164
IA,Decatur,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Delaware,0.94,0.2,0.17,0.15,0.1703249082639807
IA,Des Moines,0.98,0.21,0.17,0.15,0.1713175436121361
IA,Dickinson,0.97,0.19,0.15,0.13,0.15138717281733427
IA,Dubuque,0.96,0.21,0.21,0.18,0.20445384621231288
IA,Emmet,0.97,0.19,0.16,0.14,0.16060342508477338
IA,Fayette,0.96,0.19,0.18,0.15,0.17537685235527006
IA,Floyd,1.01,0.19,0.16,0.14,0.1608819419055661
IA,Franklin,0.98,0.19,0.16,0.13,0.15708360623078815
IA,Fremont,1.03,0.24,0.19,0.15,0.18506165363672653
IA,Greene,0.96,0.19,0.16,0.13,0.15694434782039182
IA,Grundy,0.96,0.19,0.16,0.12,0.15335489976120842
IA,Guthrie,0.94,0.17,0.14,0.13,0.14412324393875858
IA,Hamilton,0.96,0.2,0.16,0.14,0.16124791440693792
IA,Hancock,0.98,0.2,0.17,0.15,0.17060342508477339
IA,Hardin,0.98,0.19,0.16,0.13,0.15708360623078815
IA,Harrison,0.92,0.18,0.14,0.12,0.14110865599654157
IA,Henry,1.51,0.26,0.2,0.16,0.1990483448084034
IA,Howard,1.05,0.22,0.18,0.16,0.1817353188433251
IA,Humboldt,0.94,0.2,0.18,0.14,0.17236226441305302
IA,Ida,0.95,0.18,0.14,0.12,0.14131754361213608
IA,Iowa,1.02,0.23,0.19,0.14,0.18068845784498225
IA,Jackson,0.96,0.2,0.18,0.16,0.17968041894181616
IA,Jasper,0.93,0.19,0.14,0.1,0.13471350761073564
IA,Jefferson,1.72,0.26,0.2,0.15,0.19692111005838164
IA,Johnson,0.97,0.2,0.17,0.14,0.16694434782039183
IA,Jones,0.98,0.22,0.19,0.15,0.18328527055601027
IA,Keokuk,1.72,0.26,0.2,0.15,0.19692111005838164
IA,Kossuth,0.94,0.19,0.16,0.13,0.1568050894099955
IA,Lee,2.0,0.29,0.23,0.16,0.22148294406996918
IA,Linn,0.97,0.2,0.17,0.14,0.16694434782039183
IA,Louisa,0.98,0.21,0.17,0.15,0.1713175436121361
IA,Lucas,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Lyon,0.93,0.18,0.15,0.12,0.14680508940999548
IA,Madison,0.9,0.16,0.12,0.09,0.11751920793735818
IA,Mahaska,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Marion,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Marshall,2.09,0.26,0.18,0.14,0.1846543341750192
IA,Mills,1.03,0.24,0.19,0.15,0.18506165363672653
IA,Mitchell,1.0,0.21,0.18,0.16,0.18067305428997155
IA,Monona,0.91,0.18,0.13,0.12,0.13541222258308766
IA,Monroe,0.93,0.19,0.14,0.1,0.13471350761073564
IA,Montgomery,0.94,0.19,0.16,0.14,0.16039453746917887
IA,Muscatine,0.94,0.2,0.18,0.15,0.17595171247223643
IA,O'Brien,0.99,0.19,0.15,0.13,0.1515264312277306
IA,Osceola,0.96,0.18,0.15,0.13,0.15060342508477337
IA,Page,0.93,0.22,0.18,0.17,0.18448921644013044
IA,Palo Alto,0.94,0.18,0.14,0.12,0.1412479144069379
IA,Plymouth,0.95,0.18,0.14,0.12,0.14131754361213608
IA,Pocahontas,0.96,0.19,0.16,0.13,0.15694434782039182
IA,Polk,0.96,0.19,0.16,0.13,0.15694434782039182
IA,Pottawattamie,0.98,0.2,0.17,0.15,0.17060342508477339
IA,Poweshiek,0.94,0.2,0.17,0.15,0.1703249082639807
IA,Ringgold,0.96,0.21,0.17,0.15,0.17117828520173975
IA,Sac,0.94,0.18,0.14,0.12,0.1412479144069379
IA,Scott,0.94,0.2,0.17,0.15,0.1703249082639807
IA,Shelby,0.98,0.19,0.15,0.12,0.14786735396334905
IA,Sioux,0.98,0.19,0.17,0.14,0.16629985849822732
IA,Story,0.96,0.21,0.17,0.14,0.16758883714255635
IA,Tama,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Taylor,0.93,0.19,0.16,0.14,0.1603249082639807
IA,Union,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Van Buren,0.98,0.23,0.21,0.16,0.1988424455590678
IA,Wapello,1.72,0.26,0.2,0.15,0.19692111005838164
IA,Warren,0.96,0.2,0.16,0.14,0.16124791440693792
IA,Washington,0.98,0.21,0.17,0.15,0.1713175436121361
IA,Wayne,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Webster,0.96,0.19,0.16,0.14,0.16053379587957523
IA,Winnebago,0.97,0.21,0.18,0.15,0.17687471861519363
IA,Winneshiek,1.03,0.21,0.19,0.16,0.18650874611382182
IA,Woodbury,0.94,0.19,0.15,0.13,0.15117828520173973
IA,Worth,1.05,0.22,0.18,0.16,0.1817353188433251
IA,Wright,0.97,0.19,0.16,0.13,0.15701397702559
ID,Ada,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Adams,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Bannock,0.9,0.16,0.1,0.07,0.09908670340247991
ID,Bear Lake,0.95,0.19,0.08,0.05,0.08314470047568061
ID,Benewah,0.94,0.16,0.17,0.13,0.16028953803616314
ID,Bingham,0.9,0.16,0.1,0.07,0.09908670340247991
ID,Blaine,0.9,0.14,0.11,0.09,0.11046416667437703
ID,Boise,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Bonner,1.45,0.22,0.19,0.15,0.18655784320032442
ID,Bonneville,1.25,0.2,0.12,0.08,0.11922325616956164
ID,Boundary,1.43,0.21,0.16,0.13,0.16164515751943137
ID,Butte,0.92,0.17,0.1,0.08,0.10352952839942235
ID,Camas,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Canyon,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Caribou,0.95,0.19,0.08,0.05,0.08314470047568061
ID,Cassia,0.9,0.15,0.13,0.11,0.129610789736618
ID,Clark,1.22,0.19,0.14,0.1,0.13673275456148268
ID,Clearwater,0.94,0.16,0.18,0.12,0.16232689418523547
ID,Custer,0.94,0.15,0.12,0.1,0.12067305428997155
ID,Elmore,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Franklin,0.95,0.19,0.08,0.05,0.08314470047568061
ID,Fremont,1.35,0.21,0.14,0.1,0.13906617128378435
ID,Gem,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Gooding,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Idaho,0.94,0.16,0.14,0.12,0.1398196773522125
ID,Jefferson,1.35,0.21,0.14,0.1,0.13906617128378435
ID,Jerome,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Kootenai,1.45,0.22,0.19,0.15,0.18655784320032442
ID,Latah,0.94,0.16,0.18,0.12,0.16232689418523547
ID,Lemhi,0.92,0.14,0.11,0.09,0.11060342508477339
ID,Lewis,0.94,0.16,0.18,0.12,0.16232689418523547
ID,Lincoln,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Madison,1.35,0.21,0.14,0.1,0.13906617128378435
ID,Minidoka,0.9,0.15,0.12,0.11,0.12398398552836226
ID,Nez Perce,0.94,0.16,0.18,0.12,0.16232689418523547
ID,Oneida,0.91,0.18,0.11,0.09,0.11339026998902599
ID,Owyhee,0.88,0.16,0.13,0.11,0.13018564985358433
ID,Payette,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Power,0.91,0.18,0.11,0.09,0.11339026998902599
ID,Shoshone,0.94,0.16,0.18,0.12,0.16232689418523547
ID,Teton,1.35,0.21,0.14,0.1,0.13906617128378435
ID,Twin Falls,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Valley,0.84,0.14,0.11,0.09,0.11004639144318801
ID,Washington,0.87,0.14,0.1,0.08,0.10103902679134338
IL,Adams,1.03,0.22,0.16,0.12,0.15598465977968373
IL,Alexander,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Bond,0.94,0.17,0.13,0.12,0.13490699167131948
IL,Boone,0.91,0.16,0.13,0.11,0.13039453746917884
IL,Brown,1.04,0.21,0.16,0.11,0.1517507223983358
IL,Bureau,0.9,0.11,0.08,0.05,0.07708360623078817
IL,Calhoun,1.02,0.16,0.12,0.08,0.11476531034055286
IL,Carroll,0.94,0.17,0.08,0.06,0.08523628227494044
IL,Cass,1.02,0.16,0.12,0.08,0.11476531034055286
IL,Champaign,0.93,0.16,0.12,0.1,0.12131754361213609
IL,Christian,1.08,0.24,0.17,0.14,0.17056674318702253
IL,Clark,0.93,0.17,0.14,0.12,0.14046416667437706
IL,Clay,0.96,0.21,0.17,0.16,0.17476773326092312
IL,Clinton,0.93,0.18,0.13,0.12,0.135551480993484
IL,Coles,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Cook,0.87,0.11,0.08,0.06,0.08046416667437703
IL,Crawford,0.94,0.15,0.12,0.1,0.12067305428997155
IL,Cumberland,0.96,0.2,0.17,0.15,0.17046416667437705
IL,DeKalb,0.87,0.11,0.08,0.06,0.08046416667437703
IL,DeWitt,0.95,0.15,0.11,0.09,0.1115264312277306
IL,Douglas,0.93,0.11,0.07,0.04,0.06807624157894356
IL,DuPage,0.87,0.11,0.08,0.06,0.08046416667437703
IL,Edgar,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Edwards,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Effingham,0.96,0.2,0.17,0.15,0.17046416667437705
IL,Fayette,1.02,0.2,0.16,0.14,0.16166568963812697
IL,Ford,0.9,0.11,0.08,0.05,0.07708360623078817
IL,Franklin,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Fulton,0.92,0.16,0.13,0.11,0.13046416667437705
IL,Gallatin,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Greene,0.96,0.2,0.16,0.12,0.1540690182885711
IL,Grundy,0.87,0.11,0.08,0.06,0.08046416667437703
IL,Hamilton,0.97,0.25,0.22,0.2,0.22018564985358435
IL,Hancock,0.97,0.22,0.17,0.15,0.17196203293430062
IL,Hardin,0.93,0.16,0.12,0.09,0.11772809555295269
IL,Henderson,0.93,0.21,0.15,0.13,0.15253689305126694
IL,Henry,0.93,0.18,0.12,0.07,0.1119774364893113
IL,Iroquois,0.97,0.17,0.13,0.11,0.1315264312277306
IL,Jackson,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Jasper,0.96,0.2,0.16,0.14,0.16124791440693792
IL,Jefferson,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Jersey,0.96,0.19,0.16,0.11,0.14976545170202504
IL,Jo Daviess,0.87,0.14,0.1,0.08,0.10103902679134338
IL,Johnson,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Kane,1.79,0.35,0.26,0.18,0.2483647506681177
IL,Kankakee,0.87,0.11,0.08,0.06,0.08046416667437703
IL,Kendall,0.9,0.11,0.08,0.05,0.07708360623078817
IL,Knox,0.92,0.16,0.13,0.11,0.13046416667437705
IL,LaSalle,0.9,0.14,0.11,0.09,0.11046416667437703
IL,Lake,0.87,0.11,0.08,0.06,0.08046416667437703
IL,Lawrence,0.94,0.15,0.12,0.1,0.12067305428997155
IL,Lee,0.87,0.11,0.17,0.12,0.15264209290377903
IL,Livingston,0.9,0.11,0.08,0.05,0.07708360623078817
IL,Logan,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Macon,1.0,0.17,0.13,0.11,0.13173531884332512
IL,Macoupin,1.11,0.21,0.16,0.14,0.16300647101227322
IL,Madison,0.96,0.19,0.14,0.14,0.14928018746306373
IL,Marion,1.02,0.2,0.12,0.14,0.13915847280510402
IL,Marshall,0.9,0.11,0.08,0.05,0.07708360623078817
IL,Mason,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Massac,0.9,0.14,0.1,0.08,0.10124791440693791
IL,McDonough,0.93,0.21,0.15,0.13,0.15253689305126694
IL,McHenry,0.91,0.16,0.13,0.11,0.13039453746917884
IL,McLean,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Menard,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Mercer,0.92,0.14,0.09,0.05,0.08499202443152834
IL,Monroe,0.96,0.22,0.13,0.11,0.13502739465934593
IL,Montgomery,1.08,0.24,0.16,0.14,0.1649399389787668
IL,Morgan,1.11,0.21,0.16,0.11,0.15223812683472304
IL,Moultrie,0.94,0.19,0.1,0.08,0.10509702386454409
IL,Ogle,0.87,0.11,0.17,0.12,0.15264209290377903
IL,Peoria,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Perry,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Piatt,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Pike,1.04,0.21,0.16,0.11,0.1517507223983358
IL,Pope,0.93,0.16,0.12,0.09,0.11772809555295269
IL,Pulaski,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Putnam,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Randolph,0.96,0.19,0.11,0.09,0.11445253454237955
IL,Richland,0.94,0.15,0.12,0.1,0.12067305428997155
IL,Rock Island,0.91,0.18,0.12,0.07,0.11183817807891495
IL,Saline,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Sangamon,1.02,0.23,0.18,0.16,0.1822405497550933
IL,Schuyler,0.93,0.21,0.19,0.17,0.18940190212102348
IL,Scott,1.02,0.16,0.12,0.08,0.11476531034055286
IL,Shelby,1.02,0.22,0.17,0.17,0.17948907507865827
IL,St Clair,0.97,0.19,0.13,0.12,0.13654411634163938
IL,Stark,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Stephenson,0.87,0.14,0.12,0.1,0.11947153132622165
IL,Tazewell,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Union,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Vermilion,0.97,0.17,0.13,0.11,0.1315264312277306
IL,Wabash,0.94,0.18,0.15,0.14,0.1540536147335604
IL,Warren,0.92,0.16,0.13,0.11,0.13046416667437705
IL,Washington,0.97,0.16,0.12,0.09,0.11800661237374538
IL,Wayne,0.95,0.17,0.13,0.11,0.13138717281733425
IL,White,0.94,0.17,0.13,0.09,0.1241386474937693
IL,Whiteside,0.97,0.22,0.14,0.12,0.14431327613198322
IL,Will,0.87,0.1,0.07,0.05,0.07053379587957521
IL,Williamson,0.93,0.11,0.07,0.04,0.06807624157894356
IL,Winnebago,0.91,0.16,0.13,0.11,0.13039453746917884
IL,Woodford,0.9,0.11,0.08,0.05,0.07708360623078817
IN,Adams,0.97,0.19,0.15,0.13,0.15138717281733427
IN,Allen,0.98,0.2,0.16,0.14,0.16138717281733425
IN,Bartholomew,1.0,0.21,0.18,0.16,0.18067305428997155
IN,Benton,1.08,0.22,0.25,0.18,0.2285107320350766
IN,Blackford,0.94,0.17,0.14,0.12,0.1405337958795752
IN,Boone,0.97,0.21,0.14,0.13,0.14718860566380393
IN,Brown,1.01,0.21,0.22,0.17,0.20683934838737608
IN,Carroll,1.08,0.21,0.25,0.18,0.2277966135077139
IN,Cass,0.98,0.21,0.19,0.16,0.18616060008783095
IN,Clark,0.99,0.21,0.17,0.15,0.17138717281733426
IN,Clay,0.99,0.22,0.26,0.19,0.23710032145573215
IN,Clinton,1.03,0.21,0.18,0.13,0.17011359772801588
IN,Crawford,0.98,0.21,0.16,0.14,0.16210129134469695
IN,Daviess,0.91,0.18,0.12,0.08,0.11542762613809834
IN,DeKalb,1.05,0.25,0.2,0.16,0.19513128284192469
IN,Dearborn,0.99,0.21,0.14,0.13,0.14732786407420026
IN,Decatur,1.0,0.22,0.18,0.16,0.18138717281733424
IN,Delaware,0.97,0.2,0.14,0.12,0.14288503907725783
IN,Dubois,0.97,0.18,0.17,0.13,0.16192666270648304
IN,Elkhart,0.95,0.18,0.22,0.18,0.20786866563328232
IN,Fayette,1.0,0.21,0.21,0.15,0.1939640188555554
IN,Floyd,0.99,0.21,0.16,0.14,0.16217092054989513
IN,Fountain,0.97,0.21,0.1,0.08,0.106734148534864
IN,Franklin,1.01,0.21,0.19,0.14,0.17919059158505868
IN,Fulton,0.98,0.22,0.24,0.18,0.22218763577483913
IN,Gibson,1.28,0.24,0.21,0.17,0.20523488830155912
IN,Grant,0.95,0.2,0.15,0.12,0.1483725848751172
IN,Greene,0.97,0.22,0.18,0.16,0.18117828520173973
IN,Hamilton,0.94,0.18,0.14,0.12,0.1412479144069379
IN,Hancock,0.99,0.21,0.26,0.16,0.22561785875081927
IN,Harrison,0.98,0.21,0.16,0.14,0.16210129134469695
IN,Hendricks,0.95,0.21,0.17,0.15,0.17110865599654157
IN,Henry,0.9,0.18,0.15,0.13,0.15018564985358435
IN,Howard,0.97,0.21,0.2,0.15,0.18812832703170515
IN,Huntington,0.96,0.22,0.17,0.14,0.16830295566991904
