state,county,p1_lcoc,p2_lcoc,p3_lcoc,p4_lcoc,comb_lcoc
AK,Aleutians East,2.6,0.56,0.49,0.4,0.47738555945570305
AK,Aleutians West,3.0,1.0,0.96,1.04,1.0057764164433454
AK,Anchorage,5.0,0.62,0.5,0.34,0.4824713957205963
AK,Bethel,2.94,0.88,0.83,0.76,0.8231362185193444
AK,Bristol Bay,2.47,0.37,0.31,0.24,0.304198483072698
AK,Denali,2.55,0.5,0.53,0.4,0.49525991909855893
AK,Dillingham,2.89,0.83,0.78,0.71,0.7731362185193444
AK,Fairbanks North Star,2.82,0.77,0.77,0.67,0.7483795064737917
AK,Haines,4.62,1.07,0.98,0.85,0.9651092726690154
AK,Hoonah-Angoon,4.62,1.07,0.98,0.85,0.9651092726690154
AK,Juneau,2.39,0.34,0.3,0.23,0.29228284158158535
AK,Kenai Peninsula,5.0,0.63,0.51,0.34,0.4888123184562147
AK,Ketchikan Gateway,2.37,0.34,0.3,0.23,0.292143583171189
AK,Kodiak Island,2.6,0.57,0.53,0.46,0.522143583171189
AK,Kusilvak,2.87,0.75,0.69,0.62,0.6843377414830943
AK,Lake and Peninsula,3.34,1.33,1.29,1.22,1.2820043247607926
AK,Matanuska Susitna,3.13,0.45,0.39,0.3,0.3810580808558253
AK,Nome,2.92,0.86,0.81,0.74,0.8031362185193445
AK,North Slope,2.46,0.52,0.32,0.23,0.3168779879270126
AK,Northwest Arctic,2.69,0.6,0.55,0.48,0.543345106134939
AK,Not Applicable,2.84,0.61,0.53,0.43,0.5159028140278459
AK,Petersburg,2.38,0.35,0.27,0.2,0.2652785741014325
AK,Prince of Wales-Hyder,3.21,0.42,0.36,0.26,0.34823455405382175
AK,Sitka,2.84,0.61,0.53,0.43,0.5159028140278459
AK,Skagway,3.64,0.86,0.79,0.69,0.7789486725811845
AK,Southeast Fairbanks,2.55,0.5,0.53,0.4,0.49525991909855893
AK,Valdez Cordova,2.55,0.47,0.42,0.34,0.4096860288705574
AK,Wrangell,2.4,0.36,0.32,0.25,0.3122132123763872
AK,Yakutat,2.87,0.75,0.69,0.62,0.6843377414830943
AK,Yukon Koyukuk,2.71,0.75,0.69,0.62,0.6832236741999236
AL,Autauga,2.36,0.36,0.31,0.23,0.29912899522897196
AL,Baldwin,2.4,0.35,0.34,0.24,0.3191632542063526
AL,Barbour,2.77,0.38,0.33,0.23,0.314665638113334
AL,Bibb,2.36,0.36,0.33,0.26,0.32115094782303366
AL,Blount,2.4,0.35,0.31,0.23,0.298693393522402
AL,Bullock,2.4,0.35,0.31,0.23,0.298693393522402
AL,Butler,2.4,0.35,0.29,0.2,0.27667144092834034
AL,Calhoun,2.43,0.35,0.3,0.23,0.29327547692974076
AL,Chambers,2.44,0.38,0.33,0.24,0.3159573224009776
AL,Cherokee,2.43,0.35,0.3,0.23,0.29327547692974076
AL,Chilton,2.36,0.36,0.33,0.26,0.32115094782303366
AL,Choctaw,2.36,0.33,0.28,0.21,0.2729273309037499
AL,Clarke,2.36,0.33,0.28,0.21,0.2729273309037499
AL,Clay,2.6,0.37,0.33,0.23,0.3127678230976023
AL,Cleburne,2.77,0.38,0.33,0.23,0.314665638113334
AL,Coffee,2.38,0.35,0.3,0.21,0.2857484347853831
AL,Colbert,2.44,0.35,0.34,0.24,0.3194417710271453
AL,Conecuh,2.98,0.4,0.3,0.21,0.293496779734087
AL,Coosa,2.36,0.36,0.33,0.26,0.32115094782303366
AL,Covington,2.45,0.38,0.31,0.23,0.30118389513048094
AL,Crenshaw,2.37,0.35,0.29,0.21,0.2800520013719292
AL,Cullman,2.44,0.36,0.4,0.27,0.3646850589815926
AL,Dale,2.4,0.35,0.31,0.23,0.298693393522402
AL,Dallas,2.36,0.34,0.29,0.21,0.2792682536393683
AL,DeKalb,2.42,0.35,0.31,0.24,0.30242209999198166
AL,Elmore,2.36,0.36,0.33,0.26,0.32115094782303366
AL,Escambia,2.4,0.35,0.31,0.23,0.298693393522402
AL,Etowah,2.43,0.35,0.35,0.25,0.3285883940893862
AL,Fayette,2.4,0.35,0.31,0.23,0.298693393522402
AL,Franklin,2.45,0.36,0.35,0.24,0.32585232296796185
AL,Geneva,2.4,0.35,0.31,0.23,0.298693393522402
AL,Greene,2.36,0.33,0.28,0.21,0.2729273309037499
AL,Hale,2.36,0.33,0.28,0.21,0.2729273309037499
AL,Henry,2.4,0.35,0.31,0.23,0.298693393522402
AL,Houston,2.4,0.35,0.31,0.23,0.298693393522402
AL,Jackson,2.39,0.35,0.31,0.24,0.3022132123763872
AL,Jefferson,2.44,0.36,0.4,0.27,0.3646850589815926
AL,Lamar,2.4,0.35,0.31,0.23,0.298693393522402
AL,Lauderdale,2.42,0.35,0.39,0.26,0.3546154297763944
AL,Lawrence,2.46,0.31,0.27,0.19,0.2593896855743837
AL,Lee,2.95,0.39,0.3,0.21,0.2925737735911298
AL,Limestone,2.38,0.35,0.27,0.19,0.26168912604224914
AL,Lowndes,2.36,0.36,0.31,0.23,0.29912899522897196
AL,Macon,2.42,0.37,0.32,0.25,0.3130665893141462
AL,Madison,2.4,0.35,0.4,0.27,0.3636924236334372
AL,Marengo,2.36,0.33,0.28,0.21,0.2729273309037499
AL,Marion,2.4,0.35,0.31,0.23,0.298693393522402
AL,Marshall,2.41,0.35,0.31,0.24,0.3023524707867835
AL,Mobile,3.58,0.44,0.37,0.23,0.3470975317315852
AL,Monroe,2.4,0.35,0.29,0.2,0.27667144092834034
AL,Montgomery,2.4,0.35,0.31,0.23,0.298693393522402
AL,Morgan,2.39,0.35,0.31,0.24,0.3022132123763872
AL,Perry,2.36,0.34,0.31,0.24,0.30129020623342995
AL,Pickens,2.36,0.33,0.28,0.21,0.2729273309037499
AL,Pike,2.4,0.35,0.31,0.23,0.298693393522402
AL,Randolph,2.77,0.38,0.33,0.23,0.314665638113334
AL,Russell,2.77,0.38,0.33,0.23,0.314665638113334
AL,Shelby,2.43,0.35,0.31,0.23,0.2989022811379965
AL,St Clair,2.43,0.35,0.31,0.23,0.2989022811379965
AL,Sumter,2.36,0.33,0.28,0.21,0.2729273309037499
AL,Talladega,2.37,0.35,0.32,0.25,0.31129020623342996
AL,Tallapoosa,2.36,0.36,0.33,0.23,0.3103826036454835
AL,Tuscaloosa,2.36,0.33,0.28,0.21,0.2729273309037499
AL,Walker,2.4,0.35,0.31,0.23,0.298693393522402
AL,Washington,2.97,0.38,0.33,0.21,0.30887932609893065
AL,Wilcox,2.36,0.33,0.29,0.2,0.27496468705282223
AL,Winston,2.4,0.35,0.31,0.23,0.298693393522402
AR,Arkansas,2.42,0.34,0.3,0.19,0.2781339369604463
AR,Ashley,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Baxter,3.3,0.39,0.33,0.22,0.3154806564570165
AR,Benton,2.38,0.33,0.3,0.2,0.2807307496714743
AR,Boone,2.38,0.31,0.27,0.2,0.26242209999198174
AR,Bradley,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Calhoun,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Carroll,2.38,0.31,0.27,0.2,0.26242209999198174
AR,Chicot,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Clark,4.02,0.44,0.34,0.21,0.3261019080171708
AR,Clay,2.54,0.37,0.32,0.24,0.31031269171734094
AR,Cleburne,2.4,0.33,0.27,0.18,0.2568106993387367
AR,Cleveland,2.42,0.34,0.3,0.19,0.2781339369604463
AR,Columbia,3.1,0.37,0.31,0.21,0.2978167788226327
AR,Conway,2.4,0.33,0.27,0.18,0.2568106993387367
AR,Craighead,2.38,0.33,0.27,0.19,0.26026088898752375
AR,Crawford,2.38,0.32,0.28,0.2,0.26876302272760016
AR,Crittenden,2.37,0.32,0.27,0.2,0.2630665893141462
AR,Cross,3.17,0.38,0.31,0.2,0.29542885372719924
AR,Dallas,3.22,0.39,0.3,0.2,0.29086431407229707
AR,Desha,2.42,0.34,0.3,0.19,0.2781339369604463
AR,Drew,2.42,0.34,0.3,0.19,0.2781339369604463
AR,Faulkner,2.4,0.33,0.27,0.18,0.2568106993387367
AR,Franklin,2.38,0.32,0.28,0.2,0.26876302272760016
AR,Fulton,3.3,0.39,0.33,0.22,0.3154806564570165
AR,Garland,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Grant,2.42,0.34,0.3,0.19,0.2781339369604463
AR,Greene,2.39,0.34,0.29,0.21,0.2794771412549628
AR,Hempstead,3.1,0.37,0.32,0.21,0.3034435830308885
AR,Hot Spring,4.02,0.44,0.34,0.21,0.3261019080171708
AR,Howard,3.39,0.38,0.31,0.21,0.30055014430074245
AR,Independence,2.42,0.34,0.31,0.21,0.29093963728706884
AR,Izard,3.3,0.39,0.33,0.22,0.3154806564570165
AR,Jackson,3.6,0.41,0.33,0.21,0.3154083216085037
AR,Jefferson,2.42,0.34,0.3,0.19,0.2781339369604463
AR,Johnson,2.39,0.32,0.28,0.21,0.27242209999198175
AR,Lafayette,3.1,0.37,0.31,0.21,0.2978167788226327
AR,Lawrence,2.84,0.36,0.31,0.22,0.29888174901930087
AR,Lee,3.17,0.38,0.31,0.2,0.29542885372719924
AR,Lincoln,2.42,0.34,0.3,0.19,0.2781339369604463
AR,Little River,3.1,0.37,0.31,0.21,0.2978167788226327
AR,Logan,2.38,0.32,0.27,0.2,0.26313621851934443
AR,Lonoke,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Madison,2.38,0.31,0.27,0.2,0.26242209999198174
AR,Marion,2.85,0.35,0.3,0.2,0.28543155937051384
AR,Miller,3.1,0.37,0.31,0.21,0.2978167788226327
AR,Mississippi,2.4,0.34,0.3,0.2,0.2815841266092334
AR,Monroe,2.79,0.36,0.31,0.2,0.29135470687494325
AR,Montgomery,3.7,0.41,0.32,0.21,0.3104778094522297
AR,Nevada,2.42,0.35,0.3,0.21,0.28602695160617575
AR,Newton,2.38,0.31,0.27,0.2,0.26242209999198174
AR,Ouachita,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Perry,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Phillips,3.17,0.38,0.31,0.2,0.29542885372719924
AR,Pike,3.56,0.41,0.32,0.21,0.30950300057945523
AR,Poinsett,2.99,0.37,0.31,0.21,0.2970508575654528
AR,Polk,3.24,0.38,0.31,0.2,0.29591625816358647
AR,Pope,2.38,0.31,0.27,0.2,0.26242209999198174
AR,Prairie,2.79,0.36,0.31,0.2,0.29135470687494325
AR,Pulaski,3.13,0.39,0.35,0.24,0.3327294645035258
AR,Randolph,2.39,0.34,0.29,0.21,0.2794771412549628
AR,Saline,2.39,0.33,0.27,0.2,0.2639199662519053
AR,Scott,2.38,0.32,0.27,0.2,0.26313621851934443
AR,Searcy,2.39,0.31,0.27,0.18,0.2553128330788131
AR,Sebastian,2.39,0.32,0.28,0.21,0.27242209999198175
AR,Sevier,3.24,0.38,0.31,0.2,0.29591625816358647
AR,Sharp,2.41,0.34,0.29,0.21,0.27961639966535917
AR,St Francis,3.17,0.38,0.31,0.2,0.29542885372719924
AR,Stone,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Union,2.42,0.34,0.3,0.2,0.2817233850196297
AR,Van Buren,2.39,0.31,0.27,0.18,0.2553128330788131
AR,Washington,2.38,0.31,0.28,0.2,0.26804890420023747
AR,White,3.01,0.37,0.33,0.21,0.3084437243923607
AR,Woodruff,3.17,0.38,0.31,0.2,0.29542885372719924
AR,Yell,2.4,0.33,0.27,0.2,0.2639895954571035
AZ,Apache,2.41,0.36,0.32,0.23,0.3051039454632186
AZ,Cochise,2.45,0.36,0.32,0.23,0.3053824622840113
AZ,Coconino,2.36,0.36,0.29,0.19,0.2735175945757269
AZ,Gila,2.41,0.36,0.32,0.2,0.29433560128566844
AZ,Graham,2.37,0.35,0.3,0.23,0.2928577016985517
AZ,Greenlee,2.37,0.33,0.29,0.2,0.2750343162580204
AZ,La Paz,3.18,0.37,0.3,0.2,0.289157560196779
AZ,Maricopa,2.82,0.36,0.3,0.21,0.2895262383414654
AZ,Mohave,3.0,0.36,0.32,0.23,0.30921206856991085
AZ,Navajo,2.41,0.36,0.32,0.23,0.3051039454632186
AZ,Pima,2.63,0.37,0.32,0.23,0.3073499065049411
AZ,Pinal,2.77,0.37,0.34,0.23,0.319578323794227
AZ,Santa Cruz,2.74,0.4,0.33,0.23,0.31588498755246486
AZ,Yavapai,2.68,0.36,0.3,0.21,0.288551429468691
AZ,Yuma,2.39,0.36,0.31,0.23,0.29933788284456647
CA,Alameda,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Alpine,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Amador,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Butte,2.46,0.44,0.38,0.32,0.377230897490296
CA,Calaveras,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Colusa,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Contra Costa,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Del Norte,2.38,0.33,0.21,0.12,0.20137392732370554
CA,El Dorado,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Fresno,3.55,0.59,0.32,0.36,0.37612922575453656
CA,Glenn,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Humboldt,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Imperial,4.47,0.58,0.32,0.3,0.36028430575030546
CA,Inyo,3.45,0.47,0.31,0.27,0.32893167463329614
CA,Kern,3.55,0.59,0.32,0.36,0.37612922575453656
CA,Kings,3.55,0.59,0.32,0.36,0.37612922575453656
CA,Lake,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Lassen,2.67,0.51,0.36,0.34,0.3796172281928518
CA,Los Angeles,3.03,0.44,0.36,0.28,0.35558836153334683
CA,Madera,3.55,0.59,0.32,0.36,0.37612922575453656
CA,Marin,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Mariposa,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Mendocino,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Merced,2.62,0.52,0.32,0.34,0.3574759838612007
CA,Modoc,2.5,0.46,0.21,0.27,0.26533473952954956
CA,Mono,3.45,0.47,0.31,0.27,0.32893167463329614
CA,Monterey,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Napa,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Nevada,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Orange,4.47,0.58,0.32,0.3,0.36028430575030546
CA,Placer,3.17,0.46,0.32,0.33,0.3534314309237407
CA,Plumas,2.67,0.51,0.36,0.34,0.3796172281928518
CA,Riverside,3.79,0.54,0.32,0.3,0.35269304568737886
CA,Sacramento,3.0,0.52,0.32,0.33,0.35653244559954794
CA,San Benito,2.62,0.59,0.32,0.41,0.3876009499670233
CA,San Bernardino,2.62,0.58,0.37,0.3,0.37553692382992204
CA,San Diego,3.55,0.59,0.32,0.36,0.37612922575453656
CA,San Francisco,2.56,0.53,0.32,0.35,0.36136177521655777
CA,San Joaquin,2.62,0.59,0.32,0.41,0.3876009499670233
CA,San Luis Obispo,2.62,0.59,0.32,0.41,0.3876009499670233
CA,San Mateo,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Santa Barbara,3.55,0.59,0.32,0.36,0.37612922575453656
CA,Santa Clara,2.5,0.48,0.34,0.33,0.36144811964669993
CA,Santa Cruz,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Shasta,2.62,0.53,0.28,0.28,0.31414619720044007
CA,Sierra,2.67,0.51,0.36,0.34,0.3796172281928518
CA,Siskiyou,2.5,0.46,0.21,0.27,0.26533473952954956
CA,Solano,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Sonoma,2.53,0.49,0.35,0.33,0.36799792999791286
CA,Stanislaus,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Sutter,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Tehama,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Trinity,2.45,0.43,0.24,0.29,0.2869035466646046
CA,Tulare,3.55,0.59,0.32,0.36,0.37612922575453656
CA,Tuolumne,2.62,0.58,0.28,0.3,0.32489568595562035
CA,Ventura,4.47,0.58,0.32,0.3,0.36028430575030546
CA,Yolo,2.62,0.59,0.32,0.41,0.3876009499670233
CA,Yuba,2.62,0.59,0.32,0.41,0.3876009499670233
CO,Adams,3.48,0.43,0.32,0.23,0.31755310011096205
CO,Alamosa,3.48,0.45,0.33,0.24,0.3281975894331266
CO,Arapahoe,3.48,0.43,0.32,0.23,0.31755310011096205
CO,Archuleta,3.46,0.43,0.32,0.23,0.3174138417005657
CO,Baca,3.46,0.45,0.34,0.25,0.33727458329016935
CO,Bent,3.45,0.45,0.34,0.26,0.3407944021441546
CO,Boulder,3.45,0.47,0.34,0.23,0.33145429502132984
CO,Broomfield,3.44,0.43,0.33,0.23,0.3229013874984251
CO,Chaffee,5.55,0.64,0.44,0.27,0.4288422773974031
CO,Cheyenne,2.4,0.33,0.27,0.2,0.2639895954571035
CO,Clear Creek,4.5,0.52,0.34,0.25,0.34951485032231827
CO,Conejos,3.48,0.45,0.33,0.24,0.3281975894331266
CO,Costilla,3.48,0.45,0.33,0.24,0.3281975894331266
CO,Crowley,4.5,0.52,0.34,0.23,0.3423359542039515
CO,Custer,5.55,0.64,0.44,0.27,0.4288422773974031
CO,Delta,2.41,0.34,0.29,0.22,0.2832058477245426
CO,Denver,4.5,0.52,0.34,0.23,0.3423359542039515
CO,Dolores,2.48,0.38,0.34,0.24,0.3218626434300261
CO,Douglas,4.5,0.52,0.34,0.25,0.34951485032231827
CO,Eagle,3.58,0.44,0.32,0.22,0.3153740626311231
CO,El Paso,3.44,0.43,0.34,0.23,0.32852819170668085
CO,Elbert,4.5,0.52,0.34,0.25,0.34951485032231827
CO,Fremont,5.55,0.64,0.44,0.27,0.4288422773974031
CO,Garfield,2.35,0.34,0.31,0.23,0.2976311289690484
CO,Gilpin,4.5,0.52,0.34,0.23,0.3423359542039515
CO,Grand,3.15,0.4,0.33,0.23,0.31873978496558997
CO,Gunnison,2.43,0.35,0.31,0.22,0.29531283307881306
CO,Hinsdale,2.46,0.37,0.32,0.24,0.30975565807575556
CO,Huerfano,4.5,0.52,0.34,0.23,0.3423359542039515
CO,Jackson,3.15,0.4,0.33,0.24,0.32232923302477334
CO,Jefferson,4.5,0.52,0.34,0.25,0.34951485032231827
CO,Kiowa,2.45,0.34,0.29,0.22,0.2834843645453353
CO,Kit Carson,2.45,0.34,0.29,0.22,0.2834843645453353
CO,La Plata,3.46,0.43,0.32,0.23,0.3174138417005657
CO,Lake,5.55,0.64,0.44,0.27,0.4288422773974031
CO,Larimer,2.79,0.4,0.34,0.24,0.3254493858458949
CO,Las Animas,3.46,0.43,0.32,0.23,0.3174138417005657
CO,Lincoln,2.45,0.34,0.29,0.22,0.2834843645453353
CO,Logan,2.44,0.35,0.3,0.23,0.2933451061349389
CO,Mesa,3.49,0.45,0.34,0.23,0.3303045747873971
CO,Mineral,2.47,0.37,0.32,0.23,0.30623583922177033
CO,Moffat,2.51,0.35,0.3,0.23,0.29383251057132614
CO,Montezuma,3.45,0.44,0.33,0.23,0.32368513523098597
CO,Montrose,2.48,0.38,0.34,0.23,0.3182731953708427
CO,Morgan,2.46,0.35,0.3,0.23,0.2934843645453353
CO,Otero,3.43,0.43,0.32,0.22,0.3136155060257878
CO,Ouray,2.48,0.38,0.34,0.23,0.3182731953708427
CO,Park,4.5,0.52,0.34,0.25,0.34951485032231827
CO,Phillips,2.4,0.33,0.28,0.21,0.2732058477245426
CO,Pitkin,4.08,0.49,0.36,0.23,0.34852278042005164
CO,Prowers,2.44,0.38,0.34,0.25,0.3251735746684168
CO,Pueblo,4.5,0.52,0.34,0.23,0.3423359542039515
CO,Rio Blanco,2.51,0.35,0.3,0.23,0.29383251057132614
CO,Rio Grande,2.47,0.37,0.32,0.23,0.30623583922177033
CO,Routt,2.91,0.38,0.32,0.23,0.31001364277785265
CO,Saguache,2.47,0.37,0.32,0.25,0.3134147353401371
CO,San Juan,2.45,0.36,0.31,0.24,0.3033451061349389
CO,San Miguel,2.48,0.38,0.34,0.24,0.3218626434300261
CO,Sedgwick,3.88,0.44,0.35,0.23,0.3379327994710189
CO,Summit,3.82,0.46,0.34,0.23,0.3333164570862996
CO,Teller,3.44,0.43,0.34,0.23,0.32852819170668085
CO,Washington,3.12,0.41,0.34,0.23,0.3248718200856139
CO,Weld,2.46,0.35,0.32,0.23,0.3047379729618468
CO,Yuma,2.74,0.38,0.32,0.23,0.30882994628948374
CT,Fairfield,3.55,0.5,0.36,0.28,0.363493791367828
CT,Hartford,4.57,0.5,0.33,0.23,0.33576831737735763
CT,Litchfield,4.57,0.5,0.33,0.23,0.33576831737735763
CT,Middlesex,4.57,0.5,0.33,0.23,0.33576831737735763
CT,New Haven,3.94,0.48,0.33,0.23,0.3299534403951473
CT,New London,3.51,0.42,0.29,0.22,0.2965780085152433
CT,Tolland,4.57,0.5,0.33,0.23,0.33576831737735763
CT,Windham,4.57,0.5,0.33,0.23,0.33576831737735763
DC,District of Columbia,2.58,0.28,0.23,0.19,0.23557566362165075
DE,Kent,2.41,0.44,0.38,0.26,0.3553460631092048
DE,New Castle,2.41,0.48,0.39,0.26,0.36382934142691126
DE,Sussex,2.41,0.39,0.37,0.25,0.3425592182049521
FL,Alachua,2.41,0.37,0.34,0.24,0.32066112046627615
FL,Baker,2.64,0.36,0.35,0.25,0.33076472592591055
FL,Bay,2.64,0.37,0.31,0.22,0.29820328344270014
FL,Bradford,2.61,0.35,0.34,0.24,0.32062546751551424
FL,Brevard,2.46,0.37,0.32,0.24,0.30975565807575556
FL,Broward,2.86,0.37,0.4,0.25,0.3611447080089118
FL,Calhoun,2.42,0.37,0.31,0.24,0.3038503370467071
FL,Charlotte,2.86,0.37,0.4,0.25,0.3611447080089118
FL,Citrus,2.44,0.38,0.32,0.23,0.3067410701335385
FL,Clay,2.86,0.37,0.4,0.25,0.3611447080089118
FL,Collier,2.86,0.37,0.4,0.25,0.3611447080089118
FL,Columbia,2.63,0.37,0.36,0.24,0.3334465713971474
FL,DeSoto,2.66,0.38,0.36,0.24,0.33436957754010466
FL,Dixie,2.41,0.37,0.32,0.22,0.30222861593139794
FL,Duval,2.61,0.36,0.35,0.25,0.33055583831031604
FL,Escambia,2.65,0.36,0.3,0.22,0.29193198991227987
FL,Flagler,2.63,0.37,0.36,0.24,0.3334465713971474
FL,Franklin,2.41,0.37,0.32,0.22,0.30222861593139794
FL,Gadsden,2.38,0.35,0.31,0.23,0.2985541351120056
FL,Gilchrist,2.41,0.37,0.34,0.24,0.32066112046627615
FL,Glades,2.62,0.36,0.31,0.22,0.2973499065049411
FL,Gulf,2.41,0.37,0.32,0.22,0.30222861593139794
FL,Hamilton,2.41,0.37,0.32,0.22,0.30222861593139794
FL,Hardee,2.66,0.38,0.36,0.24,0.33436957754010466
FL,Hendry,2.85,0.36,0.31,0.22,0.29895137822449913
FL,Hernando,2.44,0.38,0.32,0.23,0.3067410701335385
FL,Highlands,2.54,0.37,0.32,0.23,0.30672324365815756
FL,Hillsborough,2.46,0.39,0.32,0.24,0.31118389513048095
FL,Holmes,2.64,0.36,0.31,0.21,0.293899716856154
FL,Indian River,2.66,0.38,0.36,0.24,0.33436957754010466
FL,Jackson,2.83,0.37,0.31,0.23,0.30311568640064884
FL,Jefferson,2.4,0.35,0.31,0.22,0.2951039454632186
FL,Lafayette,2.41,0.37,0.34,0.24,0.32066112046627615
FL,Lake,2.38,0.32,0.28,0.19,0.26517357466841673
FL,Lee,2.86,0.37,0.4,0.25,0.3611447080089118
FL,Leon,2.41,0.37,0.33,0.24,0.3150343162580204
FL,Levy,2.41,0.37,0.32,0.23,0.3058180639905813
FL,Liberty,2.62,0.37,0.32,0.24,0.3108697253589263
FL,Madison,2.4,0.35,0.31,0.22,0.2951039454632186
FL,Manatee,2.66,0.38,0.36,0.24,0.33436957754010466
FL,Marion,2.42,0.38,0.33,0.23,0.3122286159313979
FL,Martin,2.86,0.37,0.4,0.25,0.3611447080089118
FL,Miami Dade,2.62,0.37,0.36,0.25,0.3369663902511326
FL,Monroe,3.11,0.43,0.39,0.27,0.3687222412131534
FL,Nassau,2.83,0.37,0.31,0.24,0.3067051344598322
FL,Okaloosa,2.87,0.37,0.3,0.2,0.2869990548356356
FL,Okeechobee,2.74,0.37,0.35,0.24,0.3285856884460716
FL,Orange,2.42,0.37,0.36,0.24,0.33198435808798576
FL,Osceola,2.43,0.37,0.34,0.24,0.3208003788766725
FL,Palm Beach,2.65,0.37,0.37,0.26,0.34639153013416635
FL,Pasco,2.46,0.38,0.33,0.23,0.3125071327521906
FL,Pinellas,3.3,0.42,0.34,0.23,0.32683926430654375
FL,Polk,2.41,0.37,0.32,0.22,0.30222861593139794
FL,Putnam,2.86,0.37,0.4,0.25,0.3611447080089118
FL,Santa Rosa,2.65,0.36,0.3,0.21,0.2883425418530965
FL,Sarasota,2.66,0.38,0.36,0.24,0.33436957754010466
FL,Seminole,2.63,0.37,0.36,0.24,0.3334465713971474
FL,St Johns,2.61,0.36,0.35,0.25,0.33055583831031604
FL,St Lucie,3.07,0.4,0.37,0.25,0.34786886427539426
FL,Sumter,2.39,0.36,0.31,0.23,0.29933788284456647
FL,Suwannee,2.63,0.37,0.36,0.24,0.3334465713971474
FL,Taylor,2.4,0.35,0.31,0.22,0.2951039454632186
FL,Union,2.86,0.37,0.4,0.25,0.3611447080089118
FL,Volusia,2.41,0.37,0.32,0.22,0.30222861593139794
FL,Wakulla,2.41,0.37,0.33,0.24,0.3150343162580204
FL,Walton,2.87,0.37,0.3,0.2,0.2869990548356356
FL,Washington,2.64,0.36,0.31,0.23,0.3010786129745208
GA,Appling,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Atkinson,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Bacon,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Baker,2.39,0.35,0.31,0.24,0.3022132123763872
GA,Baldwin,2.44,0.38,0.34,0.23,0.31799467855005
GA,Banks,2.39,0.33,0.27,0.2,0.2639199662519053
GA,Barrow,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Bartow,2.41,0.37,0.31,0.24,0.3037807078415089
GA,Ben Hill,2.43,0.37,0.29,0.22,0.285487461717027
GA,Berrien,2.49,0.31,0.3,0.2,0.2800684338739288
GA,Bibb,2.57,0.39,0.32,0.23,0.30836036832847746
GA,Bleckley,2.43,0.35,0.29,0.22,0.2840592246623016
GA,Brantley,2.42,0.36,0.31,0.24,0.3031362185193444
GA,Brooks,2.34,0.31,0.29,0.2,0.2733971915877005
GA,Bryan,2.39,0.34,0.3,0.22,0.288693393522402
GA,Bulloch,2.4,0.33,0.28,0.21,0.2732058477245426
GA,Burke,2.43,0.34,0.28,0.21,0.2741288538674998
GA,Butts,2.47,0.39,0.29,0.21,0.2836047675333617
GA,Calhoun,2.49,0.4,0.33,0.25,0.32132315354087726
GA,Camden,2.42,0.36,0.31,0.24,0.3031362185193444
GA,Candler,2.41,0.35,0.32,0.23,0.3043898269358559
GA,Carroll,2.43,0.35,0.31,0.18,0.2809550408420795
GA,Catoosa,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Charlton,2.53,0.33,0.3,0.21,0.2853646358086303
GA,Chatham,2.37,0.32,0.28,0.21,0.27228284158158533
GA,Chattahoochee,2.46,0.39,0.3,0.22,0.2927513905956027
GA,Chattooga,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Cherokee,2.45,0.37,0.3,0.22,0.2912535243356791
GA,Clarke,2.44,0.35,0.31,0.22,0.29538246228401127
GA,Clay,2.44,0.38,0.32,0.25,0.31391996625190527
GA,Clayton,2.6,0.38,0.31,0.22,0.2986388851492702
