state,county,p1_lcoc,p2_lcoc,p3_lcoc,p4_lcoc,comb_lcoc
UT,Carbon,3.3,0.4,0.32,0.21,0.30697852271694004
UT,Daggett,3.22,0.37,0.3,0.2,0.2894360770175717
UT,Davis,3.15,0.36,0.3,0.2,0.28823455405382176
UT,Duchesne,2.36,0.31,0.23,0.15,0.22182838445264547
UT,Emery,2.38,0.33,0.21,0.12,0.20137392732370554
UT,Garfield,2.8,0.36,0.27,0.17,0.25814877506956835
UT,Grand,2.38,0.33,0.21,0.12,0.20137392732370554
UT,Iron,2.39,0.33,0.27,0.2,0.2639199662519053
UT,Juab,2.37,0.32,0.26,0.19,0.2538503370467071
UT,Kane,3.23,0.39,0.32,0.23,0.3129558958715569
UT,Millard,2.38,0.35,0.29,0.2,0.276532182517944
UT,Morgan,2.74,0.36,0.27,0.17,0.2577309998383793
UT,Piute,2.8,0.36,0.27,0.17,0.25814877506956835
UT,Rich,2.38,0.33,0.21,0.12,0.20137392732370554
UT,Salt Lake,3.14,0.39,0.28,0.18,0.2718747758958334
UT,San Juan,2.55,0.36,0.32,0.24,0.3096682023951764
UT,Sanpete,2.37,0.34,0.29,0.22,0.2829273309037499
UT,Sevier,2.38,0.33,0.27,0.2,0.26385033704670713
UT,Summit,3.24,0.39,0.28,0.17,0.2689816198886318
UT,Tooele,2.37,0.32,0.23,0.19,0.2369699244219399
UT,Uintah,2.36,0.31,0.23,0.15,0.22182838445264547
UT,Utah,2.38,0.35,0.31,0.21,0.2913752389936388
UT,Wasatch,2.36,0.31,0.23,0.15,0.22182838445264547
UT,Washington,2.76,0.36,0.31,0.23,0.3019141634368989
UT,Wayne,3.23,0.39,0.32,0.23,0.3129558958715569
UT,Weber,2.38,0.33,0.21,0.12,0.20137392732370554
VA,Accomack,2.43,0.31,0.28,0.17,0.25762870604867816
VA,Albemarle,2.37,0.29,0.24,0.21,0.24763326916647432
VA,Alexandria City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Alleghany,2.41,0.31,0.3,0.2,0.27951140023234344
VA,Amelia,2.37,0.28,0.23,0.15,0.21975565807575556
VA,Amherst,2.37,0.29,0.24,0.21,0.24763326916647432
VA,Appomattox,2.32,0.28,0.24,0.17,0.2322132123763872
VA,Arlington,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Augusta,2.41,0.31,0.3,0.2,0.27951140023234344
VA,Bath,2.41,0.31,0.3,0.2,0.27951140023234344
VA,Bedford,2.37,0.29,0.24,0.21,0.24763326916647432
VA,Bland,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Botetourt,2.37,0.29,0.24,0.21,0.24763326916647432
VA,Bristol City,2.4,0.36,0.4,0.27,0.3644065421607999
VA,Brunswick,2.43,0.31,0.23,0.15,0.2223157888890327
VA,Buchanan,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Buckingham,2.32,0.28,0.24,0.17,0.2322132123763872
VA,Buena Vista City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Campbell,2.32,0.28,0.24,0.17,0.2322132123763872
VA,Caroline,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Carroll,2.37,0.29,0.24,0.21,0.24763326916647432
VA,Charles City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Charlotte,2.43,0.31,0.23,0.15,0.2223157888890327
VA,Charlottesville City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Chesapeake City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Chesterfield,2.37,0.28,0.23,0.15,0.21975565807575556
VA,Clarke,2.43,0.34,0.31,0.25,0.30536705872900055
VA,Colonial Heights City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Covington City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Craig,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Culpeper,2.51,0.32,0.32,0.21,0.2957648672873827
VA,Cumberland,2.37,0.28,0.23,0.15,0.21975565807575556
VA,Danville City,3.54,0.45,0.24,0.26,0.28515302290838074
VA,Dickenson,2.37,0.31,0.25,0.21,0.25468831042945544
VA,Dinwiddie,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Emporia City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Essex,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Fairfax,2.43,0.34,0.28,0.21,0.2741288538674998
VA,Fairfax City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Falls Church City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Fauquier,2.43,0.34,0.28,0.21,0.2741288538674998
VA,Floyd,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Fluvanna,2.37,0.29,0.24,0.21,0.24763326916647432
VA,Franklin,2.37,0.29,0.24,0.21,0.24763326916647432
VA,Franklin City,3.25,0.41,0.24,0.26,0.2802773018481829
VA,Frederick,2.43,0.31,0.41,0.25,0.35949274522946983
VA,Fredericksburg City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Galax City,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Giles,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Gloucester,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Goochland,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Grayson,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Greene,2.43,0.31,0.33,0.21,0.30012051932669037
VA,Greensville,2.62,0.35,0.24,0.17,0.23930091822387128
VA,Halifax,2.81,0.39,0.24,0.21,0.25783813946882095
VA,Hampton City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Hanover,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Harrisonburg City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Henrico,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Henry,2.74,0.36,0.24,0.25,0.2695661716870792
VA,Highland,2.39,0.32,0.38,0.24,0.33945848625208924
VA,Hopewell City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Isle of Wight,2.84,0.36,0.33,0.22,0.31013535743581244
VA,James City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,King George,2.43,0.31,0.24,0.17,0.2351214892156552
VA,King William,2.43,0.31,0.24,0.17,0.2351214892156552
VA,King and Queen,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Lancaster,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Lee,2.41,0.35,0.33,0.22,0.3064271830849282
VA,Lexington City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Loudoun,2.43,0.34,0.28,0.21,0.2741288538674998
VA,Louisa,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Lunenburg,2.43,0.31,0.23,0.15,0.2223157888890327
VA,Lynchburg City,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Madison,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Manassas City,3.13,0.38,0.31,0.2,0.2951503369064066
VA,Manassas Park City,2.43,0.36,0.31,0.25,0.30679529578372594
VA,Martinsville City,3.04,0.4,0.24,0.17,0.24579593747900808
VA,Mathews,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Mecklenburg,2.43,0.31,0.23,0.15,0.2223157888890327
VA,Middlesex,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Montgomery,2.73,0.34,0.32,0.26,0.31667218715238493
VA,Nelson,2.37,0.29,0.24,0.25,0.2619910614032079
VA,New Kent,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Newport News City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Norfolk City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Northampton,2.43,0.31,0.32,0.17,0.2801359228817011
VA,Northumberland,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Norton city,2.42,0.34,0.25,0.17,0.24282101980080084
VA,Nottoway,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Orange,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Page,2.43,0.31,0.33,0.21,0.30012051932669037
VA,Patrick,2.93,0.36,0.24,0.25,0.2708891265858445
VA,Petersburg City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Pittsylvania,2.43,0.31,0.24,0.21,0.24947928145238876
VA,Poquoson City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Portsmouth City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Powhatan,2.37,0.28,0.23,0.15,0.21975565807575556
VA,Prince Edward,2.37,0.28,0.23,0.15,0.21975565807575556
VA,Prince George,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Prince William,2.43,0.34,0.28,0.21,0.2741288538674998
VA,Pulaski,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Radford City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Rappahannock,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Richmond,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Richmond City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Roanoke,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Roanoke City,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Rockbridge,2.41,0.31,0.35,0.23,0.3184137654511723
VA,Rockingham,2.43,0.34,0.31,0.21,0.291009266492267
VA,Russell,2.37,0.31,0.25,0.21,0.25468831042945544
VA,Salem City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Scott,2.4,0.35,0.33,0.26,0.3207153461164636
VA,Shenandoah,2.43,0.31,0.33,0.21,0.30012051932669037
VA,Smyth,2.32,0.28,0.24,0.25,0.2609287968498543
VA,Southampton,2.81,0.39,0.33,0.22,0.31206882540230596
VA,Spotsylvania,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Stafford,2.43,0.34,0.28,0.21,0.2741288538674998
VA,Staunton City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Suffolk City,2.43,0.31,0.3,0.22,0.2868295547611066
VA,Surry,2.43,0.31,0.33,0.22,0.3037099673858738
VA,Sussex,2.42,0.33,0.28,0.21,0.2733451061349389
VA,Tazewell,2.37,0.29,0.24,0.21,0.24763326916647432
VA,Virginia Beach City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Warren,2.41,0.31,0.27,0.2,0.26263098760757625
VA,Washington,2.36,0.32,0.32,0.26,0.3126676695053271
VA,Waynesboro City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Westmoreland,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Williamsburg City,2.43,0.31,0.24,0.17,0.2351214892156552
VA,Winchester City,2.43,0.31,0.41,0.25,0.35949274522946983
VA,Wise,2.4,0.34,0.25,0.25,0.2713973458638716
VA,Wythe,2.32,0.28,0.24,0.25,0.2609287968498543
VA,York,2.43,0.31,0.24,0.17,0.2351214892156552
VT,Addison,2.48,0.42,0.38,0.29,0.3651735746684167
VT,Bennington,2.49,0.43,0.38,0.29,0.3659573224009776
VT,Caledonia,2.47,0.42,0.38,0.29,0.36510394546321856
VT,Chittenden,2.48,0.42,0.5,0.33,0.4470530174042192
VT,Essex,2.48,0.41,0.36,0.3,0.356795295783726
VT,Franklin,2.48,0.41,0.31,0.22,0.2999456902689801
VT,Grand Isle,2.48,0.41,0.38,0.29,0.364459456141054
VT,Lamoille,2.49,0.43,0.39,0.32,0.3823524707867835
VT,Orange,2.47,0.43,0.39,0.29,0.37144486819883704
VT,Orleans,2.45,0.42,0.37,0.29,0.35933788284456647
VT,Rutland,2.49,0.43,0.38,0.29,0.3659573224009776
VT,Washington,2.47,0.43,0.39,0.29,0.37144486819883704
VT,Windham,2.47,0.43,0.39,0.32,0.3822132123763872
VT,Windsor,2.45,0.42,0.36,0.28,0.35012163057712736
WA,Adams,2.34,0.29,0.29,0.21,0.27555840259215847
WA,Asotin,2.37,0.3,0.31,0.21,0.2877350171516272
WA,Benton,2.36,0.31,0.26,0.17,0.24588769319577944
WA,Chelan,2.3,0.25,0.21,0.15,0.20587228964076876
WA,Clallam,2.36,0.3,0.26,0.19,0.2523524707867835
WA,Clark,2.64,0.35,0.28,0.2,0.27271573764484075
WA,Columbia,2.37,0.32,0.26,0.17,0.2466714409283403
WA,Cowlitz,2.38,0.33,0.22,0.15,0.21776907570951146
WA,Douglas,2.35,0.29,0.25,0.17,0.23876302272760014
WA,Ferry,2.7,0.33,0.29,0.2,0.2773320800295601
WA,Franklin,2.36,0.3,0.3,0.19,0.2748596876198065
WA,Garfield,2.38,0.3,0.3,0.2,0.27858839408938624
WA,Grant,2.33,0.28,0.25,0.18,0.24149909384902446
WA,Grays Harbor,2.39,0.32,0.3,0.2,0.2800862603493098
WA,Island,2.38,0.31,0.28,0.2,0.26804890420023747
WA,Jefferson,2.4,0.33,0.28,0.21,0.2732058477245426
WA,King,2.35,0.32,0.29,0.2,0.2741809393202614
WA,Kitsap,2.39,0.32,0.29,0.2,0.27445945614105405
WA,Kittitas,2.35,0.3,0.26,0.19,0.2522828415815853
WA,Klickitat,2.41,0.33,0.29,0.19,0.27172338501962967
WA,Lewis,2.34,0.3,0.24,0.16,0.23019125978232555
WA,Lincoln,2.34,0.29,0.29,0.21,0.27555840259215847
WA,Mason,2.42,0.32,0.3,0.21,0.28388459602408767
WA,Okanogan,2.4,0.32,0.28,0.19,0.26531283307881315
WA,Pacific,2.37,0.31,0.29,0.2,0.273606079203295
WA,Pend Oreille,2.87,0.34,0.28,0.19,0.27001364277785267
WA,Pierce,2.39,0.31,0.26,0.19,0.25327547692974073
WA,San Juan,2.4,0.31,0.27,0.2,0.2625613584023781
WA,Skagit,2.38,0.31,0.28,0.2,0.26804890420023747
WA,Skamania,2.38,0.32,0.28,0.2,0.26876302272760016
WA,Snohomish,2.38,0.31,0.28,0.2,0.26804890420023747
WA,Spokane,2.36,0.3,0.28,0.21,0.2707849753216618
WA,Stevens,2.58,0.33,0.3,0.21,0.2857127818346212
WA,Thurston,2.39,0.33,0.29,0.22,0.28235247078678355
WA,Wahkiakum,2.47,0.32,0.3,0.21,0.28423274205007854
WA,Walla Walla,2.37,0.32,0.26,0.17,0.2466714409283403
WA,Whatcom,2.3,0.28,0.27,0.19,0.25613326270912484
WA,Whitman,2.36,0.3,0.3,0.2,0.2784491356789899
WA,Yakima,2.38,0.33,0.24,0.16,0.23261213218520632
WI,Adams,2.4,0.35,0.28,0.21,0.274634084779268
WI,Ashland,2.41,0.35,0.28,0.2,0.27111426592528276
WI,Barron,2.43,0.35,0.29,0.23,0.28764867272148503
WI,Bayfield,2.41,0.37,0.28,0.21,0.2761319510391915
WI,Brown,3.65,0.42,0.25,0.16,0.2535089121998944
WI,Buffalo,2.43,0.36,0.28,0.2,0.2719676428630418
WI,Burnett,2.58,0.35,0.29,0.22,0.2851036627402742
WI,Calumet,2.42,0.36,0.27,0.16,0.2519134172128544
WI,Chippewa,2.52,0.36,0.3,0.23,0.294616258303887
WI,Clark,2.96,0.39,0.28,0.2,0.2778003463206331
WI,Columbia,2.4,0.35,0.28,0.2,0.2710446367200846
WI,Crawford,2.39,0.35,0.28,0.2,0.2709750075148864
WI,Dane,2.39,0.34,0.28,0.2,0.2702608889875237
WI,Dodge,2.38,0.35,0.28,0.2,0.27090537830968825
WI,Door,2.42,0.35,0.27,0.19,0.2619676428630418
WI,Douglas,2.43,0.39,0.29,0.22,0.2869156987717524
WI,Dunn,2.58,0.37,0.31,0.23,0.3013749562706945
WI,Eau Claire,2.36,0.3,0.2,0.12,0.19346550912296537
WI,Florence,2.42,0.36,0.25,0.18,0.2478387049147096
WI,Fond Du Lac,2.41,0.35,0.26,0.18,0.2526817613904045
WI,Forest,3.65,0.42,0.25,0.16,0.2535089121998944
WI,Grant,2.38,0.34,0.28,0.2,0.27019125978232555
WI,Green,2.38,0.34,0.28,0.21,0.27378070784150893
WI,Green Lake,2.44,0.35,0.3,0.2,0.28257676195738873
WI,Iowa,2.38,0.34,0.27,0.19,0.26097500751488645
WI,Iron,2.41,0.35,0.27,0.19,0.2618980136578436
WI,Jackson,2.38,0.35,0.28,0.2,0.27090537830968825
WI,Jefferson,2.44,0.35,0.27,0.19,0.26210690127343816
WI,Juneau,2.41,0.35,0.33,0.23,0.31001663114411165
WI,Kenosha,4.88,0.48,0.24,0.14,0.2535523152768234
WI,Kewaunee,2.4,0.35,0.27,0.19,0.26182838445264545
WI,La Crosse,2.35,0.3,0.24,0.16,0.2302608889875237
WI,Lafayette,2.37,0.34,0.27,0.19,0.26090537830968824
WI,Langlade,2.42,0.35,0.25,0.18,0.2471245863873469
WI,Lincoln,2.42,0.35,0.28,0.2,0.2711838951304809
WI,Manitowoc,2.42,0.36,0.25,0.18,0.2478387049147096
WI,Marathon,2.41,0.35,0.28,0.21,0.27470371398446614
WI,Marinette,3.65,0.42,0.25,0.16,0.2535089121998944
WI,Marquette,2.4,0.35,0.28,0.2,0.2710446367200846
WI,Menominee,2.42,0.35,0.28,0.2,0.2711838951304809
WI,Milwaukee,4.88,0.48,0.24,0.14,0.2535523152768234
WI,Monroe,2.39,0.35,0.28,0.2,0.2709750075148864
WI,Oconto,3.65,0.35,0.25,0.18,0.2556889786267223
WI,Oneida,2.41,0.35,0.27,0.19,0.2618980136578436
WI,Outagamie,2.4,0.36,0.25,0.18,0.2476994465043133
WI,Ozaukee,3.63,0.42,0.28,0.19,0.2810184105918154
WI,Pepin,2.47,0.37,0.3,0.22,0.2913927827460755
WI,Pierce,2.43,0.36,0.3,0.22,0.2904001473979201
WI,Polk,2.58,0.35,0.28,0.2,0.27229796241365173
WI,Portage,2.4,0.34,0.28,0.2,0.2703305181927219
WI,Price,2.37,0.34,0.29,0.21,0.2793378828445665
WI,Racine,4.88,0.48,0.24,0.14,0.2535523152768234
WI,Richland,2.38,0.34,0.28,0.2,0.27019125978232555
WI,Rock,2.39,0.34,0.3,0.23,0.29228284158158535
WI,Rusk,2.43,0.35,0.29,0.23,0.28764867272148503
WI,Sauk,2.43,0.35,0.29,0.21,0.2804697766031182
WI,Sawyer,2.41,0.35,0.29,0.21,0.28033051819272187
WI,Shawano,2.84,0.37,0.26,0.18,0.25710405426865135
WI,Sheboygan,3.61,0.4,0.26,0.18,0.26460785865099884
WI,St Croix,2.39,0.35,0.29,0.2,0.27660181172314213
WI,Taylor,2.42,0.35,0.3,0.23,0.29320584772454256
WI,Trempealeau,2.38,0.35,0.28,0.2,0.27090537830968825
WI,Vernon,2.39,0.35,0.28,0.2,0.2709750075148864
WI,Vilas,2.42,0.35,0.25,0.18,0.2471245863873469
WI,Walworth,3.63,0.41,0.27,0.18,0.2710880397970136
WI,Washburn,2.43,0.35,0.28,0.2,0.2712535243356791
WI,Washington,3.61,0.4,0.23,0.15,0.23695910184868146
WI,Waukesha,3.63,0.42,0.26,0.17,0.26258590605693716
WI,Waupaca,2.41,0.34,0.27,0.19,0.2611838951304809
WI,Waushara,2.42,0.35,0.27,0.19,0.2619676428630418
WI,Winnebago,2.42,0.35,0.26,0.18,0.25275139059560264
WI,Wood,2.4,0.35,0.31,0.23,0.298693393522402
WV,Barbour,2.32,0.28,0.31,0.22,0.2895480821300943
WV,Berkeley,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Boone,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Braxton,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Brooke,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Cabell,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Calhoun,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Clay,2.61,0.33,0.24,0.25,0.26651863643741486
WV,Doddridge,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Fayette,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Gilmer,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Grant,2.43,0.31,0.24,0.17,0.2351214892156552
WV,Greenbrier,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Hampshire,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Hancock,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Hardy,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Harrison,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Jackson,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Jefferson,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Kanawha,2.61,0.33,0.24,0.25,0.26651863643741486
WV,Lewis,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Lincoln,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Logan,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Marion,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Marshall,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Mason,2.32,0.28,0.24,0.25,0.2609287968498543
WV,McDowell,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Mercer,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Mineral,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Mingo,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Monongalia,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Monroe,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Morgan,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Nicholas,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Ohio,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Pendleton,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Pleasants,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Pocahontas,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Preston,2.43,0.31,0.24,0.17,0.2351214892156552
WV,Putnam,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Raleigh,2.61,0.33,0.24,0.25,0.26651863643741486
WV,Randolph,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Ritchie,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Roane,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Summers,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Taylor,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Tucker,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Tyler,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Upshur,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Wayne,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Webster,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Wetzel,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Wirt,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Wood,2.32,0.28,0.24,0.25,0.2609287968498543
WV,Wyoming,2.61,0.33,0.24,0.25,0.26651863643741486
WY,Albany,2.42,0.33,0.24,0.21,0.250837889301916
WY,Big Horn,2.44,0.4,0.33,0.24,0.317385559455703
WY,Campbell,2.41,0.32,0.28,0.21,0.27256135840237805
WY,Carbon,2.44,0.36,0.29,0.22,0.2848429723948625
WY,Converse,2.38,0.34,0.26,0.18,0.2517587552474473
WY,Crook,2.43,0.33,0.29,0.21,0.27904153954839284
WY,Fremont,2.41,0.34,0.26,0.17,0.24837819480385842
WY,Goshen,2.4,0.35,0.31,0.24,0.30228284158158536
WY,Hot Springs,2.41,0.34,0.26,0.17,0.24837819480385842
WY,Johnson,2.38,0.34,0.28,0.2,0.27019125978232555
WY,Laramie,2.48,0.37,0.33,0.26,0.3227006168127744
WY,Lincoln,3.24,0.39,0.28,0.17,0.2689816198886318
WY,Natrona,2.41,0.34,0.26,0.17,0.24837819480385842
WY,Niobrara,2.43,0.34,0.28,0.21,0.2741288538674998
WY,Park,2.44,0.37,0.32,0.23,0.3060269516061758
WY,Platte,2.43,0.36,0.32,0.25,0.3124220999919817
WY,Sheridan,2.38,0.37,0.33,0.23,0.3112359805832425
WY,Sublette,2.38,0.33,0.21,0.12,0.20137392732370554
WY,Sweetwater,3.24,0.39,0.28,0.17,0.2689816198886318
WY,Teton,2.74,0.33,0.28,0.19,0.26839434458291367
WY,Uinta,3.24,0.39,0.28,0.17,0.2689816198886318
WY,Washakie,2.41,0.36,0.31,0.22,0.29588769319577946
WY,Weston,2.38,0.35,0.3,0.21,0.2857484347853831
US,US,2.84,0.41,0.31,0.25,0.3132206858336646
