state,county,p1_lcoc,p2_lcoc,p3_lcoc,p4_lcoc,comb_lcoc
MN,Freeborn,1.78,0.29,0.25,0.19,0.24197305414967102
MN,Goodhue,1.67,0.28,0.23,0.2,0.23282885400780035
MN,Grant,1.68,0.28,0.23,0.19,0.22930903515381512
MN,Hennepin,1.65,0.27,0.21,0.17,0.20995352447597965
MN,Houston,1.68,0.3,0.24,0.2,0.23995352447597962
MN,Hubbard,1.71,0.28,0.22,0.18,0.22030167050197053
MN,Isanti,1.67,0.28,0.22,0.18,0.2200231536811778
MN,Itasca,1.73,0.26,0.21,0.17,0.20979643959020233
MN,Jackson,1.65,0.26,0.21,0.18,0.21282885400780033
MN,Kanabec,1.65,0.26,0.22,0.18,0.21845565821605606
MN,Kandiyohi,1.68,0.29,0.23,0.2,0.2336126017403612
MN,Kittson,1.64,0.23,0.19,0.15,0.18859491662645242
MN,Koochiching,1.94,0.3,0.24,0.2,0.24176388381113217
MN,Lac Qui Parle,1.63,0.25,0.2,0.17,0.20275922480260217
MN,Lake,1.67,0.26,0.21,0.16,0.20578921629982988
MN,Lake of The Woods,2.18,0.34,0.28,0.22,0.2759775717967289
MN,Le Sueur,1.68,0.29,0.24,0.19,0.23564995788943355
MN,Lincoln,1.66,0.28,0.21,0.18,0.21432672026772387
MN,Lyon,1.69,0.28,0.25,0.2,0.24422172083470817
MN,Mahnomen,2.14,0.26,0.2,0.14,0.19625608861752153
MN,Marshall,1.69,0.27,0.22,0.19,0.22303774162339488
MN,Martin,1.63,0.25,0.21,0.17,0.2083860290108579
MN,McLeod,1.66,0.28,0.23,0.18,0.2255803286842354
MN,Meeker,1.76,0.29,0.23,0.2,0.23416963538194663
MN,Mille Lacs,1.74,0.3,0.25,0.23,0.2567664480929746
MN,Morrison,1.63,0.25,0.23,0.17,0.2196396374273694
MN,Mower,1.81,0.3,0.24,0.2,0.24085870414355592
MN,Murray,1.65,0.27,0.2,0.18,0.2079161683269073
MN,Nicollet,1.66,0.29,0.21,0.18,0.21504083879508656
MN,Nobles,1.65,0.28,0.21,0.18,0.21425709106252572
MN,Norman,1.66,0.29,0.2,0.18,0.20941403458683083
MN,Olmsted,1.77,0.3,0.23,0.19,0.23136393505532407
MN,Otter Tail,1.7,0.28,0.23,0.19,0.22944829356421148
MN,Pennington,1.69,0.27,0.22,0.19,0.22303774162339488
MN,Pine,1.76,0.28,0.2,0.17,0.2058067600522665
MN,Pipestone,1.66,0.29,0.27,0.2,0.2559805601629878
MN,Polk,1.69,0.28,0.22,0.18,0.22016241209157417
MN,Pope,1.68,0.29,0.23,0.2,0.2336126017403612
MN,Ramsey,1.66,0.29,0.21,0.19,0.21863028685426997
MN,Red Lake,1.63,0.23,0.18,0.15,0.1828984832129985
MN,Redwood,1.66,0.28,0.21,0.18,0.21432672026772387
MN,Renville,1.66,0.28,0.22,0.18,0.21995352447597966
MN,Rice,1.66,0.25,0.21,0.18,0.21218436468563578
MN,Rock,1.61,0.25,0.18,0.16,0.18777690991651094
MN,Roseau,1.62,0.25,0.21,0.17,0.20831639980565972
MN,Scott,1.67,0.28,0.2,0.18,0.20876954526466635
MN,Sherburne,1.66,0.29,0.21,0.18,0.21504083879508656
MN,Sibley,1.65,0.26,0.21,0.18,0.21282885400780033
MN,St Louis,1.66,0.26,0.21,0.17,0.2093090351538151
MN,Stearns,1.71,0.29,0.24,0.2,0.2394482935642115
MN,Steele,1.74,0.29,0.24,0.19,0.2360677331206226
MN,Stevens,1.7,0.29,0.24,0.2,0.23937866435901328
MN,Swift,1.75,0.31,0.26,0.19,0.24881920779705763
MN,Todd,1.68,0.28,0.23,0.19,0.22930903515381512
MN,Traverse,1.57,0.18,0.14,0.1,0.13845565821605607
MN,Wabasha,1.68,0.29,0.23,0.19,0.23002315368117782
MN,Wadena,1.73,0.29,0.23,0.19,0.2303712997071687
MN,Waseca,1.68,0.29,0.25,0.2,0.24486621015687265
MN,Washington,1.66,0.29,0.21,0.19,0.21863028685426997
MN,Watonwan,1.64,0.26,0.21,0.18,0.21275922480260218
MN,Wilkin,1.66,0.28,0.2,0.18,0.20869991605946814
MN,Winona,1.74,0.3,0.25,0.2,0.24599810391542443
MN,Wright,1.66,0.29,0.21,0.17,0.2114513907359032
MN,Yellow Medicine,1.66,0.27,0.21,0.19,0.21720204979954458
MO,Adair,1.72,0.27,0.23,0.18,0.2252839853880617
MO,Andrew,1.64,0.29,0.24,0.2,0.23896088912782426
MO,Atchison,1.64,0.29,0.24,0.2,0.23896088912782426
MO,Audrain,1.69,0.26,0.23,0.18,0.2243609792451045
MO,Barry,1.66,0.25,0.2,0.16,0.19937866435901327
MO,Barton,1.72,0.27,0.23,0.19,0.22887343344724512
MO,Bates,1.66,0.29,0.25,0.2,0.24472695174647635
MO,Benton,1.72,0.27,0.21,0.17,0.21044092891236685
MO,Bollinger,1.67,0.26,0.23,0.18,0.22422172083470815
MO,Boone,1.67,0.26,0.21,0.17,0.20937866435901328
MO,Buchanan,1.69,0.28,0.24,0.2,0.23859491662645244
MO,Butler,1.65,0.24,0.21,0.17,0.20781116889389156
MO,Caldwell,1.7,0.25,0.23,0.18,0.22371648992293997
MO,Callaway,1.69,0.26,0.21,0.17,0.20951792276940964
MO,Camden,1.67,0.27,0.22,0.18,0.2193090351538151
MO,Cape Girardeau,1.67,0.27,0.23,0.18,0.22493583936207084
MO,Carroll,1.83,0.33,0.26,0.21,0.2579833746117352
MO,Carter,1.67,0.26,0.22,0.18,0.21859491662645242
MO,Cass,1.81,0.32,0.26,0.21,0.25712999767397615
MO,Cedar,1.68,0.27,0.23,0.19,0.22859491662645243
MO,Chariton,1.68,0.26,0.24,0.2,0.23709705036652884
MO,Christian,1.66,0.27,0.21,0.16,0.2064337056219944
MO,Clark,1.69,0.27,0.23,0.18,0.2250750977724672
MO,Clay,1.74,0.27,0.26,0.2,0.24948255254159207
MO,Clinton,1.65,0.27,0.24,0.2,0.23760228127829702
MO,Cole,1.66,0.25,0.22,0.18,0.21781116889389157
MO,Cooper,1.66,0.25,0.22,0.18,0.21781116889389157
MO,Crawford,1.66,0.25,0.22,0.18,0.21781116889389157
MO,Dade,1.66,0.27,0.22,0.19,0.22282885400780034
MO,Dallas,1.81,0.27,0.2,0.15,0.1982618914325279
MO,Daviess,1.66,0.27,0.23,0.19,0.2284556582160561
MO,DeKalb,1.65,0.27,0.24,0.2,0.23760228127829702
MO,Dent,1.67,0.25,0.22,0.16,0.21070190198072294
MO,Douglas,1.65,0.24,0.2,0.16,0.19859491662645243
MO,Dunklin,1.72,0.29,0.23,0.18,0.2267122224427871
MO,Franklin,1.66,0.25,0.22,0.18,0.21781116889389157
MO,Gasconade,1.66,0.24,0.23,0.18,0.2227238545747846
MO,Gentry,1.67,0.29,0.24,0.2,0.23916977674341877
MO,Greene,1.66,0.27,0.21,0.16,0.2064337056219944
MO,Grundy,1.64,0.26,0.21,0.16,0.20558032868423537
MO,Harrison,1.65,0.27,0.22,0.18,0.21916977674341875
MO,Henry,1.72,0.27,0.21,0.17,0.21044092891236685
MO,Hickory,1.85,0.27,0.21,0.17,0.21134610857994313
MO,Holt,1.64,0.29,0.24,0.2,0.23896088912782426
MO,Howard,1.71,0.28,0.24,0.2,0.2387341750368488
MO,Howell,1.64,0.25,0.2,0.16,0.19923940594861694
MO,Iron,1.66,0.24,0.22,0.17,0.21350760230734547
MO,Jackson,1.84,0.35,0.29,0.21,0.276361653496426
MO,Jasper,1.66,0.27,0.22,0.18,0.21923940594861696
MO,Jefferson,1.66,0.25,0.23,0.18,0.2234379731021473
MO,Johnson,1.95,0.35,0.28,0.22,0.27509021860453353
MO,Knox,1.72,0.27,0.23,0.18,0.2252839853880617
MO,Laclede,1.66,0.27,0.21,0.17,0.2100231536811778
MO,Lafayette,1.71,0.29,0.24,0.21,0.24303774162339487
MO,Lawrence,1.67,0.27,0.21,0.16,0.20650333482719258
MO,Lewis,2.12,0.28,0.24,0.18,0.2344100763316071
MO,Lincoln,1.61,0.23,0.2,0.16,0.19760228127829702
MO,Linn,1.69,0.26,0.21,0.18,0.21310737082859305
MO,Livingston,1.81,0.27,0.23,0.18,0.2259106482348453
MO,Macon,1.71,0.28,0.23,0.19,0.22951792276940966
MO,Madison,1.65,0.25,0.23,0.18,0.2233683438969491
MO,Maries,1.65,0.24,0.23,0.18,0.2226542253695864
MO,Marion,1.7,0.28,0.23,0.18,0.2258588455050281
MO,McDonald,1.65,0.26,0.2,0.14,0.19284425756281104
MO,Mercer,1.67,0.25,0.2,0.17,0.20303774162339486
MO,Miller,1.66,0.25,0.22,0.18,0.21781116889389157
MO,Mississippi,1.67,0.25,0.23,0.18,0.22350760230734545
MO,Moniteau,1.67,0.26,0.21,0.18,0.2129681124181967
MO,Monroe,1.7,0.25,0.21,0.17,0.20887343344724513
MO,Montgomery,1.65,0.24,0.2,0.16,0.19859491662645243
MO,Morgan,1.66,0.25,0.22,0.18,0.21781116889389157
MO,New Madrid,1.65,0.24,0.22,0.18,0.21702742116133067
MO,Newton,1.66,0.27,0.21,0.15,0.20284425756281102
MO,Nodaway,1.64,0.29,0.24,0.2,0.23896088912782426
MO,Oregon,1.67,0.26,0.21,0.17,0.20937866435901328
MO,Osage,1.65,0.24,0.23,0.18,0.2226542253695864
MO,Ozark,1.68,0.26,0.21,0.17,0.20944829356421146
MO,Pemiscot,1.7,0.26,0.23,0.19,0.2280200565094861
MO,Perry,1.68,0.26,0.23,0.19,0.22788079809908973
MO,Pettis,1.68,0.26,0.23,0.18,0.22429135003990636
MO,Phelps,1.66,0.25,0.22,0.18,0.21781116889389157
MO,Pike,1.61,0.23,0.23,0.18,0.22166159002143104
MO,Platte,1.74,0.29,0.26,0.21,0.25450023765550084
MO,Polk,1.72,0.27,0.21,0.18,0.21403037697155025
MO,Pulaski,1.66,0.27,0.23,0.19,0.2284556582160561
MO,Putnam,1.72,0.29,0.23,0.19,0.2303016705019705
MO,Ralls,1.67,0.27,0.23,0.19,0.22852528742125425
MO,Randolph,1.7,0.26,0.22,0.18,0.21880380424204693
MO,Ray,1.7,0.25,0.23,0.18,0.22371648992293997
MO,Reynolds,1.66,0.24,0.22,0.17,0.21350760230734547
MO,Ripley,1.68,0.27,0.21,0.17,0.21016241209157416
MO,Saline,1.95,0.3,0.23,0.18,0.22902781268970784
MO,Schuyler,1.69,0.26,0.23,0.19,0.2279504273042879
MO,Scotland,1.73,0.29,0.23,0.18,0.2267818516479853
MO,Scott,1.65,0.24,0.22,0.18,0.21702742116133067
MO,Shannon,1.67,0.25,0.2,0.16,0.19944829356421145
MO,Shelby,1.7,0.27,0.21,0.18,0.2138911185611539
MO,St Charles,1.61,0.23,0.2,0.16,0.19760228127829702
MO,St Clair,1.99,0.27,0.2,0.16,0.20310466518527842
MO,St Francois,1.67,0.26,0.23,0.18,0.22422172083470815
MO,St Louis,1.65,0.24,0.23,0.18,0.2226542253695864
MO,St Louis City,1.62,0.25,0.22,0.18,0.21753265207309885
MO,Ste Genevieve,1.68,0.26,0.23,0.19,0.22788079809908973
MO,Stoddard,1.67,0.25,0.23,0.18,0.22350760230734545
MO,Stone,1.68,0.27,0.21,0.18,0.21375186015075753
MO,Sullivan,1.67,0.26,0.21,0.18,0.2129681124181967
MO,Taney,1.66,0.26,0.2,0.16,0.20009278288637597
MO,Texas,1.64,0.24,0.2,0.15,0.19493583936207087
MO,Vernon,1.67,0.27,0.22,0.18,0.2193090351538151
MO,Warren,1.65,0.24,0.2,0.16,0.19859491662645243
MO,Washington,1.66,0.24,0.23,0.17,0.2191344065156012
MO,Wayne,1.67,0.25,0.2,0.16,0.19944829356421145
MO,Webster,1.99,0.28,0.23,0.17,0.22428864439659174
MO,Worth,1.64,0.29,0.24,0.2,0.23896088912782426
MO,Wright,1.63,0.23,0.19,0.15,0.18852528742125424
MS,Adams,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Alcorn,1.72,0.29,0.31,0.22,0.28608444834556657
MS,Amite,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Attala,1.66,0.26,0.21,0.16,0.2057195870946317
MS,Benton,1.69,0.28,0.24,0.2,0.23859491662645244
MS,Bolivar,1.68,0.27,0.22,0.17,0.21578921629982992
MS,Calhoun,1.68,0.29,0.32,0.23,0.295022183792213
MS,Carroll,1.68,0.27,0.22,0.16,0.2121997682406465
MS,Chickasaw,1.68,0.29,0.3,0.23,0.28376857537570155
MS,Choctaw,1.67,0.26,0.23,0.16,0.21704282471634137
MS,Claiborne,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Clarke,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Clay,1.67,0.27,0.22,0.16,0.21213013903544833
MS,Coahoma,1.75,0.26,0.2,0.16,0.20071944573315956
MS,Copiah,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Covington,1.64,0.29,0.24,0.17,0.22819254495027408
MS,DeSoto,1.67,0.28,0.31,0.2,0.27784328767384625
MS,Forrest,3.86,0.45,0.2,0.15,0.22539001199068207
MS,Franklin,1.7,0.29,0.24,0.16,0.22502087212227972
MS,George,2.85,0.37,0.24,0.15,0.23515173087978788
MS,Greene,4.46,0.53,0.27,0.17,0.281847238097631
MS,Grenada,1.68,0.27,0.22,0.17,0.21578921629982992
MS,Hancock,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Harrison,4.46,0.53,0.27,0.17,0.281847238097631
MS,Hinds,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Holmes,1.65,0.24,0.2,0.16,0.19859491662645243
MS,Humphreys,2.25,0.31,0.24,0.17,0.23386816352208806
MS,Issaquena,2.81,0.36,0.26,0.17,0.2525916000665107
MS,Itawamba,1.7,0.29,0.24,0.17,0.22861032018146313
MS,Jackson,2.85,0.37,0.24,0.15,0.23515173087978788
MS,Jasper,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Jefferson,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Jefferson Davis,3.86,0.45,0.2,0.16,0.22897946004986544
MS,Jones,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Kemper,1.7,0.29,0.24,0.17,0.22861032018146313
MS,Lafayette,1.7,0.29,0.2,0.16,0.20251365528925677
MS,Lamar,3.86,0.45,0.2,0.15,0.22539001199068207
MS,Lauderdale,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Lawrence,1.64,0.21,0.17,0.14,0.17232362309603216
MS,Leake,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Lee,1.65,0.27,0.29,0.2,0.26573630231957573
MS,Leflore,1.68,0.27,0.22,0.16,0.2121997682406465
MS,Lincoln,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Lowndes,1.67,0.28,0.23,0.18,0.22564995788943354
MS,Madison,1.64,0.27,0.22,0.17,0.21551069947903723
MS,Marion,3.86,0.45,0.2,0.15,0.22539001199068207
MS,Marshall,1.71,0.29,0.24,0.2,0.2394482935642115
MS,Monroe,1.67,0.29,0.24,0.18,0.23199088062505197
MS,Montgomery,1.68,0.27,0.22,0.17,0.21578921629982992
MS,Neshoba,3.84,0.48,0.23,0.18,0.2550418659646912
MS,Newton,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Noxubee,1.67,0.26,0.23,0.18,0.22422172083470815
MS,Oktibbeha,1.67,0.26,0.26,0.18,0.24110213345947534
MS,Panola,1.7,0.29,0.24,0.18,0.23219976824064653
MS,Pearl River,3.86,0.45,0.2,0.15,0.22539001199068207
MS,Perry,2.85,0.37,0.24,0.15,0.23515173087978788
MS,Pike,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Pontotoc,1.72,0.29,0.26,0.19,0.2471820831267377
MS,Prentiss,1.7,0.29,0.26,0.2,0.25063227277552474
MS,Quitman,1.67,0.28,0.24,0.18,0.23127676209768927
MS,Rankin,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Scott,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Sharkey,2.81,0.36,0.26,0.17,0.2525916000665107
MS,Simpson,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Smith,6.07,0.69,0.24,0.17,0.2876030239475729
MS,Stone,2.85,0.37,0.24,0.15,0.23515173087978788
MS,Sunflower,1.68,0.28,0.24,0.18,0.23134639130288748
MS,Tallahatchie,1.68,0.28,0.23,0.19,0.22930903515381512
MS,Tate,1.7,0.29,0.24,0.18,0.23219976824064653
MS,Tippah,1.69,0.29,0.33,0.23,0.30071861720566695
MS,Tishomingo,1.7,0.29,0.24,0.2,0.23937866435901328
MS,Tunica,1.67,0.28,0.24,0.18,0.23127676209768927
MS,Union,1.74,0.29,0.2,0.15,0.1992027240508661
MS,Walthall,1.64,0.21,0.17,0.14,0.17232362309603216
MS,Warren,2.81,0.36,0.26,0.17,0.2525916000665107
MS,Washington,1.78,0.3,0.23,0.18,0.22784411620133888
MS,Wayne,4.46,0.53,0.27,0.17,0.281847238097631
MS,Webster,1.68,0.27,0.23,0.17,0.22141602050808565
MS,Wilkinson,1.7,0.29,0.24,0.16,0.22502087212227972
MS,Winston,1.68,0.27,0.22,0.19,0.2229681124181967
MS,Yalobusha,1.69,0.29,0.24,0.2,0.23930903515381513
MS,Yazoo,1.57,0.22,0.18,0.15,0.18176658945444676
MT,Beaverhead,1.75,0.23,0.18,0.12,0.1729656894978264
MT,Big Horn,1.71,0.29,0.24,0.18,0.23226939744584468
MT,Blaine,1.75,0.27,0.22,0.18,0.2198660687954005
MT,Broadwater,1.75,0.23,0.18,0.12,0.1729656894978264
MT,Carbon,1.7,0.3,0.26,0.21,0.25493583936207087
MT,Carter,1.72,0.27,0.22,0.16,0.2124782850614392
MT,Cascade,2.44,0.32,0.25,0.19,0.2487109372748386
MT,Chouteau,2.09,0.3,0.23,0.18,0.23000262156248225
MT,Custer,1.72,0.27,0.22,0.18,0.21965718117980598
MT,Daniels,1.68,0.27,0.23,0.19,0.22859491662645243
MT,Dawson,1.66,0.25,0.19,0.15,0.19016241209157417
MT,Deer Lodge,1.75,0.23,0.18,0.12,0.1729656894978264
MT,Fallon,1.72,0.27,0.22,0.18,0.21965718117980598
MT,Fergus,1.75,0.27,0.22,0.18,0.2198660687954005
MT,Flathead,1.66,0.23,0.19,0.16,0.19232362309603215
MT,Gallatin,1.81,0.25,0.19,0.14,0.18761740211036337
MT,Garfield,1.71,0.27,0.19,0.16,0.1955282432314738
MT,Glacier,1.62,0.23,0.18,0.14,0.17923940594861693
MT,Golden Valley,2.44,0.32,0.25,0.18,0.24512148921565519
MT,Granite,1.62,0.22,0.18,0.14,0.17852528742125423
MT,Hill,1.66,0.24,0.19,0.15,0.18944829356421147
MT,Jefferson,1.75,0.23,0.18,0.12,0.1729656894978264
MT,Judith Basin,2.44,0.32,0.25,0.19,0.2487109372748386
MT,Lake,1.64,0.23,0.19,0.14,0.18500546856726902
MT,Lewis and Clark,1.93,0.24,0.19,0.15,0.19132828210456215
MT,Liberty,1.94,0.28,0.23,0.18,0.22752994642978425
MT,Lincoln,1.66,0.23,0.22,0.15,0.205614587661616
MT,Madison,1.75,0.23,0.18,0.12,0.1729656894978264
MT,McCone,1.71,0.28,0.22,0.18,0.22030167050197053
MT,Meagher,1.81,0.25,0.19,0.14,0.18761740211036337
MT,Mineral,1.62,0.22,0.18,0.14,0.17852528742125423
MT,Missoula,1.64,0.24,0.19,0.15,0.18930903515381511
MT,Musselshell,3.12,0.4,0.3,0.21,0.2944715886068614
MT,Park,1.66,0.23,0.17,0.13,0.17030167050197054
MT,Petroleum,2.51,0.35,0.26,0.2,0.260556949560753
MT,Phillips,1.64,0.25,0.2,0.16,0.19923940594861694
MT,Pondera,1.89,0.26,0.21,0.16,0.2073210588141897
MT,Powder River,1.72,0.27,0.22,0.16,0.2124782850614392
MT,Powell,1.62,0.22,0.18,0.14,0.17852528742125423
MT,Prairie,1.71,0.27,0.19,0.16,0.1955282432314738
MT,Ravalli,1.66,0.23,0.19,0.15,0.18873417503684878
MT,Richland,1.66,0.25,0.19,0.15,0.19016241209157417
MT,Roosevelt,1.68,0.26,0.2,0.17,0.20382148935595573
MT,Rosebud,1.71,0.27,0.19,0.16,0.1955282432314738
MT,Sanders,1.64,0.23,0.19,0.14,0.18500546856726902
MT,Sheridan,1.65,0.26,0.21,0.18,0.21282885400780033
MT,Silver Bow,1.75,0.23,0.18,0.12,0.1729656894978264
MT,Stillwater,2.43,0.35,0.28,0.21,0.2748429723948625
MT,Sweet Grass,1.71,0.28,0.22,0.18,0.22030167050197053
MT,Teton,2.0,0.27,0.21,0.15,0.20521165053954896
MT,Toole,2.13,0.28,0.23,0.17,0.22526345326936617
MT,Treasure,2.44,0.35,0.26,0.19,0.2564800970651824
MT,Valley,1.64,0.25,0.2,0.16,0.19923940594861694
MT,Wheatland,2.44,0.32,0.25,0.18,0.24512148921565519
MT,Wibaux,1.72,0.26,0.2,0.16,0.20051055811756502
MT,Yellowstone,2.44,0.35,0.26,0.19,0.2564800970651824
NC,Alamance,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Alexander,2.07,0.31,0.21,0.16,0.2121449771445703
NC,Alleghany,2.46,0.34,0.27,0.2,0.2651214892156552
NC,Anson,1.9,0.3,0.2,0.16,0.20462035792058295
NC,Ashe,2.46,0.34,0.27,0.2,0.2651214892156552
NC,Avery,2.05,0.29,0.28,0.19,0.260733455314789
NC,Beaufort,1.81,0.33,0.24,0.2,0.243001059725644
NC,Bertie,1.7,0.24,0.21,0.15,0.20098041880151563
NC,Bladen,1.95,0.3,0.25,0.19,0.24387086916540268
NC,Brunswick,1.7,0.3,0.25,0.19,0.24213013903544833
NC,Buncombe,1.71,0.27,0.22,0.15,0.20881920779705765
NC,Burke,1.78,0.29,0.24,0.17,0.2291673538230485
NC,Cabarrus,1.7,0.25,0.17,0.13,0.1720084243774886
NC,Caldwell,1.91,0.3,0.25,0.17,0.2364134562262432
NC,Camden,1.71,0.25,0.2,0.14,0.19254791426663737
NC,Carteret,1.77,0.29,0.22,0.17,0.21784411620133887
NC,Caswell,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Catawba,1.78,0.29,0.24,0.17,0.2291673538230485
NC,Chatham,1.73,0.28,0.19,0.16,0.19638162016923286
NC,Cherokee,1.7,0.29,0.29,0.23,0.2782810295778422
NC,Chowan,1.71,0.25,0.2,0.14,0.19254791426663737
NC,Clay,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Cleveland,1.74,0.28,0.23,0.17,0.2225479142666374
NC,Columbus,1.95,0.3,0.25,0.19,0.24387086916540268
NC,Craven,1.95,0.3,0.26,0.19,0.2494976733736584
NC,Cumberland,1.7,0.26,0.2,0.15,0.1967818516479853
NC,Currituck,1.71,0.25,0.2,0.14,0.19254791426663737
NC,Dare,1.91,0.29,0.22,0.16,0.2152294770149299
NC,Davidson,1.79,0.31,0.26,0.18,0.24550827655866692
NC,Davie,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Duplin,1.7,0.29,0.24,0.19,0.2357892162998299
NC,Durham,1.89,0.3,0.15,0.13,0.1656483634965559
NC,Edgecombe,1.81,0.34,0.25,0.19,0.24575253440207903
NC,Forsyth,1.7,0.28,0.2,0.16,0.20179953676189408
NC,Franklin,1.91,0.35,0.29,0.23,0.28402795405118
NC,Gaston,1.82,0.3,0.23,0.17,0.22453318496294816
NC,Gates,1.7,0.24,0.17,0.13,0.1712943058501259
NC,Graham,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Granville,1.89,0.3,0.16,0.13,0.17127516770481166
NC,Greene,2.46,0.34,0.25,0.19,0.2502784327399603
NC,Guilford,1.74,0.29,0.2,0.15,0.1992027240508661
NC,Halifax,2.61,0.44,0.39,0.28,0.36954434753979076
NC,Harnett,1.77,0.29,0.24,0.2,0.2398660687954005
NC,Haywood,1.84,0.25,0.21,0.15,0.20266934620165278
NC,Henderson,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Hertford,1.7,0.24,0.17,0.13,0.1712943058501259
NC,Hoke,1.69,0.26,0.2,0.15,0.19671222244278713
NC,Hyde,1.91,0.29,0.22,0.16,0.2152294770149299
NC,Iredell,2.32,0.32,0.21,0.16,0.21459982580188736
NC,Jackson,2.02,0.27,0.22,0.15,0.21097771315820105
NC,Johnston,1.92,0.33,0.26,0.2,0.25502058939933536
NC,Jones,1.78,0.29,0.26,0.19,0.24759985835792675
NC,Lee,1.77,0.29,0.24,0.2,0.2398660687954005
NC,Lenoir,2.1,0.3,0.24,0.19,0.23928850303511953
NC,Lincoln,1.78,0.29,0.24,0.17,0.2291673538230485
NC,Macon,2.02,0.27,0.22,0.15,0.21097771315820105
NC,Madison,1.87,0.28,0.22,0.17,0.2178262897259579
NC,Martin,1.7,0.32,0.23,0.22,0.24307311185121244
NC,McDowell,1.71,0.29,0.22,0.17,0.21742634097014982
NC,Mecklenburg,1.84,0.28,0.21,0.15,0.20481170178374086
NC,Mitchell,1.75,0.29,0.23,0.18,0.22692111005838167
NC,Montgomery,2.1,0.32,0.25,0.19,0.24634354429810068
NC,Moore,1.77,0.29,0.24,0.19,0.2362766207362171
NC,Nash,1.9,0.31,0.23,0.19,0.23298323325026304
NC,New Hanover,1.77,0.29,0.22,0.17,0.21784411620133887
NC,Northampton,1.89,0.28,0.17,0.13,0.175473734858342
NC,Onslow,1.7,0.29,0.24,0.19,0.2357892162998299
NC,Orange,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Pamlico,2.12,0.33,0.26,0.2,0.25641317350329884
NC,Pasquotank,1.72,0.27,0.24,0.16,0.22373189347795067
NC,Pender,1.7,0.29,0.24,0.19,0.2357892162998299
NC,Perquimans,1.71,0.25,0.2,0.14,0.19254791426663737
NC,Person,1.7,0.27,0.16,0.13,0.16780985722395825
NC,Pitt,1.86,0.33,0.24,0.19,0.23975975769245148
NC,Polk,1.69,0.27,0.23,0.17,0.22148564971328383
NC,Randolph,1.77,0.29,0.24,0.18,0.2326871726770337
NC,Richmond,2.1,0.32,0.25,0.19,0.24634354429810068
NC,Robeson,1.73,0.32,0.25,0.2,0.24735671176495166
NC,Rockingham,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Rowan,1.71,0.31,0.21,0.18,0.21681722187580288
NC,Rutherford,1.69,0.29,0.23,0.17,0.22291388676800922
NC,Sampson,1.7,0.28,0.24,0.17,0.22789620165410043
NC,Scotland,2.1,0.32,0.25,0.19,0.24634354429810068
NC,Stanly,1.9,0.3,0.22,0.16,0.2158739663370944
NC,Stokes,1.7,0.27,0.17,0.15,0.18061555755058079
NC,Surry,1.7,0.27,0.17,0.15,0.18061555755058079
NC,Swain,1.69,0.27,0.15,0.13,0.16211342381050434
NC,Transylvania,1.86,0.26,0.18,0.14,0.18305286245546118
NC,Tyrrell,1.7,0.24,0.17,0.13,0.1712943058501259
NC,Union,1.92,0.3,0.2,0.19,0.21552796050852946
NC,Vance,2.08,0.33,0.22,0.17,0.22285909567193304
NC,Wake,1.89,0.32,0.22,0.16,0.21723257418662165
NC,Warren,1.89,0.28,0.17,0.13,0.175473734858342
NC,Washington,1.91,0.29,0.22,0.16,0.2152294770149299
NC,Watauga,1.64,0.25,0.27,0.19,0.2493953795839573
NC,Wayne,1.98,0.31,0.24,0.19,0.23916707110010416
NC,Wilkes,1.7,0.28,0.2,0.16,0.20179953676189408
NC,Wilson,1.69,0.28,0.23,0.19,0.2293786643590133
NC,Yadkin,1.7,0.27,0.17,0.15,0.18061555755058079
NC,Yancey,1.71,0.29,0.22,0.19,0.2246052370885166
ND,Adams,1.64,0.24,0.18,0.15,0.18368223094555938
ND,Barnes,1.78,0.27,0.24,0.17,0.22773911676832312
ND,Benson,1.7,0.25,0.19,0.15,0.19044092891236686
ND,Billings,1.64,0.24,0.18,0.15,0.18368223094555938
ND,Bottineau,1.57,0.18,0.14,0.1,0.13845565821605607
