state,county,p1_lcoc,p2_lcoc,p3_lcoc,p4_lcoc,comb_lcoc
KS,Franklin,1.68,0.26,0.21,0.17,0.20944829356421146
KS,Geary,1.72,0.27,0.22,0.18,0.21965718117980598
KS,Gove,1.66,0.27,0.23,0.19,0.2284556582160561
KS,Graham,1.67,0.28,0.23,0.19,0.22923940594861694
KS,Grant,1.69,0.26,0.21,0.18,0.21310737082859305
KS,Gray,1.69,0.25,0.21,0.15,0.20162490812368017
KS,Greeley,1.64,0.26,0.21,0.16,0.20558032868423537
KS,Greenwood,1.72,0.27,0.21,0.17,0.21044092891236685
KS,Hamilton,1.66,0.25,0.2,0.16,0.19937866435901327
KS,Harper,1.65,0.24,0.19,0.15,0.1893786643590133
KS,Harvey,1.72,0.29,0.24,0.21,0.24310737082859302
KS,Haskell,1.66,0.27,0.23,0.19,0.2284556582160561
KS,Hodgeman,1.66,0.28,0.23,0.19,0.2291697767434188
KS,Jackson,1.69,0.3,0.25,0.18,0.23847106177106675
KS,Jefferson,1.7,0.28,0.23,0.19,0.22944829356421148
KS,Jewell,1.72,0.28,0.23,0.16,0.21881920779705763
KS,Johnson,1.72,0.28,0.24,0.2,0.23880380424204695
KS,Kearny,1.66,0.25,0.2,0.16,0.19937866435901327
KS,Kingman,1.68,0.27,0.24,0.2,0.23781116889389153
KS,Kiowa,1.66,0.29,0.24,0.21,0.242689595597404
KS,Labette,1.68,0.26,0.2,0.17,0.20382148935595573
KS,Lane,1.66,0.28,0.23,0.19,0.2291697767434188
KS,Leavenworth,1.84,0.31,0.25,0.19,0.24381906643558546
KS,Lincoln,1.7,0.28,0.23,0.19,0.22944829356421148
KS,Linn,1.85,0.35,0.29,0.23,0.28361017881999095
KS,Logan,1.66,0.27,0.22,0.19,0.22282885400780034
KS,Lyon,1.72,0.27,0.21,0.17,0.21044092891236685
KS,Marion,1.7,0.27,0.22,0.18,0.21951792276940962
KS,Marshall,1.68,0.29,0.26,0.2,0.2504930143651284
KS,McPherson,1.68,0.27,0.23,0.19,0.22859491662645243
KS,Meade,1.63,0.28,0.24,0.21,0.24176658945444676
KS,Miami,1.81,0.31,0.24,0.19,0.23798337461173522
KS,Mitchell,1.72,0.28,0.23,0.18,0.2259981039154244
KS,Montgomery,1.72,0.31,0.26,0.23,0.2629681124181967
KS,Morris,1.71,0.27,0.22,0.18,0.21958755197460783
KS,Morton,1.69,0.26,0.21,0.18,0.21310737082859305
KS,Nemaha,1.64,0.26,0.21,0.17,0.20916977674341877
KS,Neosho,1.74,0.28,0.23,0.2,0.23331625844418757
KS,Ness,1.66,0.27,0.23,0.19,0.2284556582160561
KS,Norton,1.7,0.31,0.23,0.19,0.23159064914629957
KS,Osage,1.7,0.28,0.24,0.2,0.2386645458316506
KS,Osborne,1.72,0.28,0.23,0.19,0.2295875519746078
KS,Ottawa,1.72,0.27,0.24,0.19,0.23450023765550085
KS,Pawnee,1.65,0.27,0.23,0.19,0.22838602901085792
KS,Phillips,1.72,0.28,0.23,0.19,0.2295875519746078
KS,Pottawatomie,1.63,0.27,0.21,0.17,0.2098142660655833
KS,Pratt,1.59,0.22,0.23,0.19,0.2243976611428554
KS,Rawlins,1.66,0.31,0.23,0.19,0.23131213232550688
KS,Reno,1.72,0.28,0.24,0.2,0.23880380424204695
KS,Republic,1.72,0.28,0.23,0.17,0.22240865585624103
KS,Rice,1.68,0.27,0.22,0.18,0.21937866435901332
KS,Riley,1.73,0.29,0.24,0.2,0.2395875519746078
KS,Rooks,1.68,0.28,0.23,0.19,0.22930903515381512
KS,Rush,1.65,0.27,0.22,0.19,0.22275922480260216
KS,Russell,1.67,0.28,0.24,0.2,0.23845565821605608
KS,Saline,1.72,0.28,0.23,0.19,0.2295875519746078
KS,Scott,1.66,0.27,0.22,0.19,0.22282885400780034
KS,Sedgwick,1.68,0.27,0.24,0.2,0.23781116889389153
KS,Seward,1.69,0.26,0.21,0.18,0.21310737082859305
KS,Shawnee,1.72,0.27,0.21,0.17,0.21044092891236685
KS,Sheridan,1.66,0.28,0.23,0.19,0.2291697767434188
KS,Sherman,1.66,0.28,0.23,0.18,0.2255803286842354
KS,Smith,2.84,0.31,0.3,0.19,0.2789160079966815
KS,Stafford,1.7,0.29,0.24,0.21,0.24296811241819669
KS,Stanton,1.63,0.24,0.2,0.16,0.19845565821605607
KS,Stevens,1.67,0.28,0.23,0.19,0.22923940594861694
KS,Sumner,1.68,0.27,0.24,0.17,0.22704282471634138
KS,Thomas,1.66,0.28,0.23,0.14,0.21122253644750183
KS,Trego,1.65,0.28,0.23,0.19,0.2291001475382206
KS,Wabaunsee,1.72,0.27,0.22,0.19,0.22324662923898939
KS,Wallace,1.66,0.28,0.23,0.19,0.2291697767434188
KS,Washington,1.72,0.3,0.24,0.18,0.23305314517840553
KS,Wichita,1.63,0.24,0.18,0.14,0.1800231536811778
KS,Wilson,1.65,0.25,0.2,0.16,0.19930903515381512
KS,Woodson,1.7,0.28,0.23,0.2,0.23303774162339486
KS,Wyandotte,1.84,0.31,0.28,0.22,0.27146782323790286
KY,Adair,1.68,0.27,0.21,0.17,0.21016241209157416
KY,Allen,1.69,0.28,0.31,0.21,0.28157199414342593
KY,Anderson,1.67,0.26,0.2,0.16,0.20016241209157415
KY,Ballard,2.11,0.29,0.21,0.15,0.20740580885145424
KY,Barren,1.68,0.27,0.2,0.18,0.2081250559425018
KY,Bath,1.7,0.27,0.18,0.15,0.18624236175883652
KY,Bell,1.67,0.27,0.2,0.15,0.19728708255975347
KY,Boone,1.69,0.27,0.24,0.17,0.22711245392153956
KY,Bourbon,1.7,0.27,0.17,0.15,0.18061555755058079
KY,Boyd,1.69,0.27,0.21,0.17,0.21023204129677234
KY,Boyle,1.88,0.29,0.21,0.14,0.20221488907271284
KY,Bracken,1.71,0.27,0.18,0.15,0.1863119909640347
KY,Breathitt,1.68,0.26,0.21,0.17,0.20944829356421146
KY,Breckinridge,1.65,0.26,0.23,0.17,0.22049301436512844
KY,Bullitt,1.65,0.25,0.21,0.15,0.20134639130288748
KY,Butler,1.69,0.27,0.32,0.21,0.286484679824319
KY,Caldwell,1.69,0.29,0.24,0.2,0.23930903515381513
KY,Calloway,1.7,0.29,0.32,0.22,0.291571994143426
KY,Campbell,1.7,0.27,0.21,0.15,0.20312277438360374
KY,Carlisle,1.7,0.27,0.22,0.16,0.21233902665104284
KY,Carroll,1.67,0.26,0.21,0.16,0.20578921629982988
KY,Carter,1.68,0.28,0.24,0.18,0.23134639130288748
KY,Casey,1.69,0.27,0.21,0.16,0.20664259323758893
KY,Christian,1.69,0.27,0.31,0.21,0.28085787561606324
KY,Clark,1.7,0.27,0.18,0.15,0.18624236175883652
KY,Clay,1.68,0.26,0.21,0.16,0.20585884550502806
KY,Clinton,1.68,0.27,0.27,0.2,0.2546915815186588
KY,Crittenden,1.69,0.28,0.21,0.17,0.21094615982413503
KY,Cumberland,1.68,0.27,0.22,0.19,0.2229681124181967
KY,Daviess,1.69,0.28,0.21,0.17,0.21094615982413503
KY,Edmonson,1.66,0.26,0.19,0.15,0.19087653061893686
KY,Elliott,1.68,0.27,0.22,0.17,0.21578921629982992
KY,Estill,1.7,0.27,0.2,0.17,0.20467486629371479
KY,Fayette,1.71,0.27,0.18,0.17,0.19349088708240147
KY,Fleming,1.7,0.27,0.18,0.13,0.1790634656404697
KY,Floyd,2.35,0.32,0.24,0.17,0.2352785741014325
KY,Franklin,1.67,0.27,0.21,0.17,0.21009278288637598
KY,Fulton,1.7,0.28,0.25,0.21,0.24788079809908972
KY,Gallatin,1.7,0.27,0.21,0.15,0.20312277438360374
KY,Garrard,1.71,0.27,0.21,0.16,0.20678185164798527
KY,Grant,1.71,0.27,0.24,0.17,0.22725171233193592
KY,Graves,1.71,0.29,0.33,0.22,0.2972684275568799
KY,Grayson,1.64,0.26,0.21,0.16,0.20558032868423537
KY,Green,1.64,0.25,0.21,0.16,0.20486621015687267
KY,Greenup,1.7,0.28,0.24,0.17,0.22789620165410043
KY,Hancock,1.65,0.27,0.23,0.19,0.22838602901085792
KY,Hardin,1.65,0.26,0.21,0.15,0.20206050983025017
KY,Harlan,1.69,0.27,0.21,0.16,0.20664259323758893
KY,Harrison,1.71,0.27,0.18,0.15,0.1863119909640347
KY,Hart,1.64,0.25,0.21,0.16,0.20486621015687267
KY,Henderson,1.69,0.28,0.21,0.17,0.21094615982413503
KY,Henry,1.7,0.27,0.21,0.15,0.20312277438360374
KY,Hickman,1.7,0.27,0.25,0.17,0.23280888733499347
KY,Hopkins,1.69,0.27,0.21,0.17,0.21023204129677234
KY,Jackson,1.71,0.27,0.21,0.17,0.21037129970716867
KY,Jefferson,1.63,0.25,0.21,0.15,0.20120713289249112
KY,Jessamine,1.7,0.27,0.18,0.15,0.18624236175883652
KY,Johnson,2.35,0.32,0.24,0.17,0.2352785741014325
KY,Kenton,1.69,0.27,0.24,0.17,0.22711245392153956
KY,Knott,2.35,0.32,0.24,0.17,0.2352785741014325
KY,Knox,1.64,0.26,0.2,0.16,0.19995352447597964
KY,Larue,1.65,0.25,0.21,0.16,0.20493583936207085
KY,Laurel,1.68,0.27,0.21,0.17,0.21016241209157416
KY,Lawrence,2.02,0.3,0.24,0.17,0.23155257327516737
KY,Lee,1.68,0.26,0.21,0.17,0.20944829356421146
KY,Leslie,1.66,0.26,0.21,0.17,0.2093090351538151
KY,Letcher,1.63,0.26,0.21,0.16,0.2055106994790372
KY,Lewis,1.7,0.29,0.23,0.18,0.2265729640323908
KY,Lincoln,1.69,0.27,0.22,0.17,0.2158588455050281
KY,Livingston,1.7,0.29,0.24,0.2,0.23937866435901328
KY,Logan,1.63,0.22,0.24,0.16,0.21953463799435363
KY,Lyon,1.69,0.28,0.21,0.17,0.21094615982413503
KY,Madison,1.7,0.27,0.2,0.16,0.20108541823453138
KY,Magoffin,2.0,0.29,0.22,0.17,0.21944558792089686
KY,Marion,1.66,0.26,0.2,0.16,0.20009278288637597
KY,Marshall,1.7,0.29,0.32,0.22,0.291571994143426
KY,Martin,2.35,0.32,0.24,0.17,0.2352785741014325
KY,Mason,1.7,0.27,0.18,0.13,0.1790634656404697
KY,McCracken,1.72,0.31,0.23,0.16,0.22096156337914571
KY,McCreary,1.68,0.27,0.21,0.16,0.20657296403239075
KY,McLean,1.69,0.28,0.21,0.17,0.21094615982413503
KY,Meade,1.63,0.26,0.22,0.16,0.21113750368729292
KY,Menifee,1.65,0.25,0.21,0.17,0.20852528742125426
KY,Mercer,1.71,0.27,0.2,0.16,0.20115504743972953
KY,Metcalfe,1.63,0.25,0.21,0.17,0.2083860290108579
KY,Monroe,1.69,0.28,0.31,0.21,0.28157199414342593
KY,Montgomery,1.7,0.27,0.18,0.15,0.18624236175883652
KY,Morgan,2.0,0.29,0.22,0.17,0.21944558792089686
KY,Muhlenberg,1.69,0.28,0.24,0.2,0.23859491662645244
KY,Nelson,1.71,0.27,0.2,0.16,0.20115504743972953
KY,Nicholas,1.71,0.27,0.18,0.15,0.1863119909640347
KY,Ohio,1.69,0.27,0.22,0.17,0.2158588455050281
KY,Oldham,1.67,0.26,0.21,0.14,0.1986103201814631
KY,Owen,1.67,0.26,0.21,0.16,0.20578921629982988
KY,Owsley,1.68,0.26,0.21,0.17,0.20944829356421146
KY,Pendleton,1.71,0.27,0.21,0.17,0.21037129970716867
KY,Perry,1.69,0.27,0.21,0.17,0.21023204129677234
KY,Pike,1.69,0.27,0.21,0.17,0.21023204129677234
KY,Powell,1.68,0.26,0.21,0.17,0.20944829356421146
KY,Pulaski,1.68,0.27,0.21,0.17,0.21016241209157416
KY,Robertson,1.71,0.27,0.18,0.15,0.1863119909640347
KY,Rockcastle,1.69,0.27,0.22,0.17,0.2158588455050281
KY,Rowan,1.7,0.28,0.21,0.17,0.2110157890293332
KY,Russell,1.68,0.27,0.2,0.17,0.20453560788331843
KY,Scott,1.71,0.27,0.21,0.17,0.21037129970716867
KY,Shelby,1.65,0.26,0.21,0.16,0.20564995788943355
KY,Simpson,1.57,0.19,0.14,0.1,0.13916977674341877
KY,Spencer,1.67,0.26,0.21,0.15,0.2021997682406465
KY,Taylor,1.67,0.26,0.22,0.16,0.21141602050808564
KY,Todd,1.69,0.27,0.32,0.21,0.286484679824319
KY,Trigg,1.69,0.27,0.32,0.21,0.286484679824319
KY,Trimble,1.67,0.26,0.21,0.14,0.1986103201814631
KY,Union,1.69,0.28,0.21,0.17,0.21094615982413503
KY,Warren,1.67,0.27,0.3,0.2,0.27150236493822777
KY,Washington,1.71,0.27,0.2,0.16,0.20115504743972953
KY,Wayne,1.68,0.27,0.22,0.19,0.2229681124181967
KY,Webster,1.69,0.27,0.21,0.17,0.21023204129677234
KY,Whitley,1.64,0.27,0.19,0.15,0.1914513907359032
KY,Wolfe,1.67,0.26,0.21,0.17,0.20937866435901328
KY,Woodford,1.7,0.27,0.2,0.17,0.20467486629371479
LA,Acadia,1.66,0.33,0.26,0.2,0.25321023006418286
LA,Allen,1.64,0.3,0.22,0.19,0.2248319511794921
LA,Ascension,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Assumption,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Avoyelles,1.66,0.33,0.26,0.2,0.25321023006418286
LA,Beauregard,1.66,0.33,0.23,0.16,0.22197202520268208
LA,Bienville,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Bossier,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Caddo,2.02,0.26,0.19,0.14,0.1897937339468877
LA,Calcasieu,1.64,0.3,0.22,0.19,0.2248319511794921
LA,Caldwell,2.32,0.28,0.21,0.15,0.2081539036332532
LA,Cameron,1.61,0.26,0.22,0.19,0.22176658945444677
LA,Catahoula,1.69,0.28,0.21,0.17,0.21094615982413503
LA,Claiborne,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Concordia,1.99,0.28,0.23,0.18,0.22787809245577512
LA,DeSoto,1.84,0.29,0.22,0.17,0.2183315206377261
LA,East Baton Rouge,1.66,0.28,0.22,0.16,0.21277462835761285
LA,East Carroll,1.67,0.23,0.18,0.15,0.1831770000337912
LA,East Feliciana,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Evangeline,1.66,0.33,0.23,0.16,0.22197202520268208
LA,Franklin,1.99,0.25,0.2,0.15,0.19808698007136963
LA,Grant,1.99,0.3,0.24,0.17,0.23134368565957286
LA,Iberia,1.66,0.33,0.26,0.2,0.25321023006418286
LA,Iberville,1.62,0.23,0.19,0.14,0.18486621015687266
LA,Jackson,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Jefferson,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Jefferson Davis,1.62,0.26,0.21,0.16,0.205441070273839
LA,La Salle,1.99,0.3,0.24,0.17,0.23134368565957286
LA,Lafayette,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Lafourche,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Lincoln,1.66,0.2,0.15,0.1,0.14613736232582075
LA,Livingston,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Madison,1.67,0.23,0.18,0.15,0.1831770000337912
LA,Morehouse,1.67,0.23,0.18,0.15,0.1831770000337912
LA,Natchitoches,1.61,0.26,0.2,0.15,0.19615518880120172
LA,Orleans,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Ouachita,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Plaquemines,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Pointe Coupee,1.62,0.24,0.2,0.16,0.1983860290108579
LA,Rapides,1.65,0.27,0.2,0.14,0.19355837609017373
LA,Red River,1.66,0.33,0.26,0.2,0.25321023006418286
LA,Richland,1.67,0.23,0.18,0.15,0.1831770000337912
LA,Sabine,1.66,0.33,0.26,0.2,0.25321023006418286
LA,St  Helena,1.66,0.28,0.22,0.16,0.21277462835761285
LA,St Bernard,1.66,0.28,0.22,0.16,0.21277462835761285
LA,St Charles,1.66,0.28,0.22,0.16,0.21277462835761285
LA,St James,1.66,0.28,0.22,0.16,0.21277462835761285
LA,St John The Baptist,1.66,0.28,0.22,0.16,0.21277462835761285
LA,St Landry,1.66,0.33,0.26,0.2,0.25321023006418286
LA,St Martin,2.02,0.3,0.24,0.17,0.23155257327516737
LA,St Mary,1.97,0.29,0.25,0.19,0.24329600904843632
LA,St Tammany,1.66,0.33,0.26,0.2,0.25321023006418286
LA,Tangipahoa,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Tensas,1.99,0.25,0.2,0.15,0.19808698007136963
LA,Terrebonne,1.56,0.2,0.16,0.12,0.15824677060046155
LA,Union,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Vermilion,1.62,0.26,0.22,0.19,0.22183621865964495
LA,Vernon,1.66,0.33,0.23,0.16,0.22197202520268208
LA,Washington,1.66,0.33,0.26,0.2,0.25321023006418286
LA,Webster,1.58,0.2,0.15,0.1,0.14558032868423537
LA,West Baton Rouge,1.62,0.23,0.19,0.14,0.18486621015687266
LA,West Carroll,1.67,0.23,0.18,0.15,0.1831770000337912
LA,West Feliciana,1.66,0.28,0.22,0.16,0.21277462835761285
LA,Winn,1.55,0.18,0.14,0.11,0.14190584786484312
MA,Barnstable,3.26,0.38,0.23,0.17,0.24027273873038676
MA,Berkshire,2.48,0.33,0.23,0.18,0.23486051614729914
MA,Bristol,3.26,0.41,0.29,0.21,0.2905337117987428
MA,Dukes,3.26,0.38,0.23,0.17,0.24027273873038676
MA,Essex,2.36,0.32,0.25,0.18,0.2445644555740698
MA,Franklin,3.26,0.38,0.23,0.17,0.24027273873038676
MA,Hampden,1.68,0.29,0.23,0.17,0.22284425756281104
MA,Hampshire,3.26,0.38,0.23,0.17,0.24027273873038676
MA,Middlesex,2.57,0.38,0.31,0.25,0.3091983417112258
MA,Nantucket,2.57,0.38,0.23,0.18,0.23905777163089614
MA,Norfolk,2.48,0.35,0.25,0.2,0.25472125773690274
MA,Plymouth,2.48,0.38,0.28,0.24,0.28810181818049163
MA,Suffolk,3.26,0.38,0.23,0.17,0.24027273873038676
MA,Worcester,1.71,0.34,0.29,0.23,0.2819212514198538
MD,Allegany,1.64,0.29,0.22,0.17,0.21693893653376262
MD,Anne Arundel,1.58,0.2,0.16,0.12,0.1583860290108579
MD,Baltimore,1.58,0.2,0.16,0.12,0.1583860290108579
MD,Baltimore City,1.58,0.2,0.16,0.12,0.1583860290108579
MD,Calvert,1.58,0.2,0.16,0.12,0.1583860290108579
MD,Caroline,1.64,0.42,0.3,0.21,0.2855947032922571
MD,Carroll,1.58,0.2,0.16,0.12,0.1583860290108579
MD,Cecil,1.64,0.42,0.3,0.21,0.2855947032922571
MD,Charles,1.64,0.29,0.22,0.17,0.21693893653376262
MD,Dorchester,1.64,0.42,0.3,0.21,0.2855947032922571
MD,Frederick,1.58,0.29,0.17,0.12,0.17043989996537792
MD,Garrett,1.64,0.29,0.22,0.17,0.21693893653376262
MD,Harford,1.59,0.38,0.23,0.17,0.22864466146229176
MD,Howard,1.58,0.2,0.16,0.12,0.1583860290108579
MD,Kent,1.64,0.42,0.3,0.21,0.2855947032922571
MD,Montgomery,1.72,0.21,0.15,0.13,0.15803760026192265
MD,Prince Georges,1.72,0.21,0.15,0.13,0.15803760026192265
MD,Queen Annes,1.64,0.42,0.3,0.21,0.2855947032922571
MD,Somerset,1.64,0.42,0.29,0.21,0.2799678990840014
MD,St Marys,1.64,0.29,0.22,0.17,0.21693893653376262
MD,Talbot,1.68,0.29,0.29,0.2,0.26737342698989564
MD,Washington,1.81,0.26,0.21,0.17,0.2103534732317877
MD,Wicomico,1.64,0.42,0.3,0.21,0.2855947032922571
MD,Worcester,1.64,0.31,0.29,0.2,0.2685231472238283
ME,Androscoggin,2.07,0.26,0.17,0.11,0.16811992737881692
ME,Aroostook,2.97,0.38,0.29,0.21,0.2863721092659077
ME,Cumberland,2.07,0.26,0.17,0.11,0.16811992737881692
ME,Franklin,2.07,0.26,0.17,0.11,0.16811992737881692
ME,Hancock,3.19,0.36,0.25,0.15,0.24243180953741883
ME,Kennebec,2.07,0.26,0.17,0.11,0.16811992737881692
ME,Knox,2.07,0.26,0.17,0.11,0.16811992737881692
ME,Lincoln,2.07,0.26,0.17,0.11,0.16811992737881692
ME,Oxford,2.07,0.26,0.17,0.11,0.16811992737881692
ME,Penobscot,3.19,0.36,0.25,0.15,0.24243180953741883
ME,Piscataquis,3.19,0.36,0.25,0.15,0.24243180953741883
ME,Sagadahoc,2.07,0.26,0.17,0.11,0.16811992737881692
ME,Somerset,1.87,0.28,0.21,0.17,0.21219948551770215
ME,Waldo,3.19,0.36,0.25,0.15,0.24243180953741883
ME,Washington,4.3,0.46,0.33,0.19,0.3166740624908225
ME,York,2.07,0.26,0.17,0.11,0.16811992737881692
MI,Alcona,1.71,0.23,0.12,0.09,0.1281580032499491
MI,Alger,1.68,0.26,0.2,0.17,0.20382148935595573
MI,Allegan,1.69,0.26,0.2,0.15,0.19671222244278713
MI,Alpena,1.71,0.27,0.2,0.1,0.1796183590846292
MI,Antrim,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Arenac,1.71,0.23,0.12,0.07,0.12097910713158233
MI,Baraga,1.63,0.28,0.24,0.21,0.24176658945444676
MI,Barry,2.22,0.3,0.23,0.19,0.2344972492892419
MI,Bay,1.7,0.26,0.18,0.13,0.17834934711310702
MI,Benzie,1.71,0.23,0.12,0.07,0.12097910713158233
MI,Berrien,1.62,0.21,0.29,0.19,0.2576532554806216
MI,Branch,1.67,0.28,0.24,0.19,0.23486621015687267
MI,Calhoun,1.63,0.24,0.16,0.12,0.16159064914629956
MI,Cass,1.61,0.21,0.25,0.18,0.23148696138321712
MI,Charlevoix,2.19,0.28,0.23,0.2,0.2364495726781054
MI,Cheboygan,2.72,0.3,0.2,0.1,0.18879326439173283
MI,Chippewa,1.71,0.27,0.2,0.14,0.19397615132136276
MI,Clare,2.22,0.3,0.23,0.19,0.2344972492892419
MI,Clinton,1.71,0.27,0.17,0.13,0.17350629063741219
MI,Crawford,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Delta,1.67,0.27,0.23,0.19,0.22852528742125425
MI,Dickinson,1.75,0.32,0.26,0.23,0.2638911185611539
MI,Eaton,1.65,0.23,0.17,0.13,0.17023204129677233
MI,Emmet,1.66,0.25,0.2,0.13,0.18861032018146312
MI,Genesee,1.71,0.23,0.12,0.1,0.1317474513091325
MI,Gladwin,1.71,0.23,0.12,0.07,0.12097910713158233
MI,Gogebic,1.87,0.29,0.23,0.18,0.2277566605207597
MI,Grand Traverse,2.19,0.27,0.23,0.19,0.2321460060915593
MI,Gratiot,1.72,0.3,0.23,0.15,0.21665799679259964
MI,Hillsdale,3.91,0.35,0.21,0.14,0.2206343288921183
MI,Houghton,1.61,0.18,0.12,0.08,0.1203016705019705
MI,Huron,1.58,0.23,0.19,0.15,0.1881771413952634
MI,Ingham,1.71,0.27,0.17,0.12,0.16991684257822878
MI,Ionia,1.71,0.27,0.23,0.18,0.22521435618286356
MI,Iosco,1.71,0.23,0.12,0.07,0.12097910713158233
MI,Iron,1.65,0.25,0.19,0.16,0.19368223094555936
MI,Isabella,1.71,0.27,0.17,0.13,0.17350629063741219
MI,Jackson,1.71,0.27,0.17,0.13,0.17350629063741219
MI,Kalamazoo,1.61,0.21,0.19,0.15,0.18695779195613252
MI,Kalkaska,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Kent,2.24,0.31,0.28,0.21,0.27066354338664644
MI,Keweenaw,1.61,0.18,0.12,0.08,0.1203016705019705
MI,Lake,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Lapeer,1.71,0.23,0.12,0.1,0.1317474513091325
MI,Leelanau,1.65,0.25,0.17,0.13,0.17166027835149772
MI,Lenawee,1.61,0.23,0.19,0.14,0.1847965809516745
MI,Livingston,1.71,0.23,0.12,0.1,0.1317474513091325
MI,Luce,1.64,0.27,0.23,0.19,0.22831639980565974
MI,Mackinac,1.71,0.27,0.2,0.1,0.1796183590846292
MI,Macomb,1.71,0.27,0.2,0.12,0.18679725520299598
MI,Manistee,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Marquette,1.69,0.3,0.24,0.21,0.2436126017403612
MI,Mason,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Mecosta,2.22,0.3,0.23,0.19,0.2344972492892419
MI,Menominee,1.68,0.28,0.23,0.2,0.2328984832129985
MI,Midland,1.71,0.23,0.12,0.1,0.1317474513091325
MI,Missaukee,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Monroe,1.62,0.22,0.21,0.12,0.18822680392765467
MI,Montcalm,2.22,0.3,0.23,0.15,0.22013945705250834
MI,Montmorency,2.72,0.3,0.2,0.1,0.18879326439173283
MI,Muskegon,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Newaygo,2.72,0.3,0.2,0.14,0.2031510566284664
MI,Oakland,1.71,0.23,0.12,0.1,0.1317474513091325
MI,Oceana,2.2,0.3,0.26,0.21,0.2584172996219795
MI,Ogemaw,1.71,0.23,0.12,0.07,0.12097910713158233
MI,Ontonagon,1.64,0.23,0.16,0.12,0.16094615982413502
MI,Osceola,2.22,0.3,0.23,0.19,0.2344972492892419
MI,Oscoda,2.72,0.3,0.2,0.1,0.18879326439173283
MI,Otsego,2.72,0.3,0.2,0.1,0.18879326439173283
MI,Ottawa,1.89,0.3,0.21,0.16,0.2101775329236405
MI,Presque Isle,1.71,0.23,0.12,0.09,0.1281580032499491
MI,Roscommon,1.71,0.23,0.12,0.07,0.12097910713158233
MI,Saginaw,1.71,0.27,0.17,0.12,0.16991684257822878
MI,Sanilac,1.61,0.25,0.21,0.16,0.20465732254127814
MI,Schoolcraft,1.68,0.26,0.2,0.17,0.20382148935595573
MI,Shiawassee,1.71,0.23,0.12,0.1,0.1317474513091325
MI,St Clair,1.71,0.27,0.2,0.12,0.18679725520299598
MI,St Joseph,1.62,0.22,0.23,0.18,0.2210171006992665
MI,Tuscola,1.59,0.24,0.16,0.12,0.16131213232550687
MI,Van Buren,1.63,0.23,0.19,0.15,0.18852528742125424
MI,Washtenaw,1.61,0.23,0.16,0.12,0.1607372722085405
MI,Wayne,3.48,0.45,0.34,0.18,0.31228770528628197
MI,Wexford,2.72,0.3,0.2,0.14,0.2031510566284664
MN,Aitkin,1.69,0.28,0.23,0.19,0.2293786643590133
MN,Anoka,1.66,0.28,0.21,0.19,0.21791616832690727
MN,Becker,1.7,0.28,0.23,0.19,0.22944829356421148
MN,Beltrami,1.84,0.27,0.22,0.19,0.22408217970136748
MN,Benton,1.66,0.29,0.2,0.18,0.20941403458683083
MN,Big Stone,1.68,0.27,0.22,0.18,0.21937866435901332
MN,Blue Earth,1.66,0.27,0.21,0.18,0.21361260174036117
MN,Brown,1.66,0.27,0.23,0.19,0.2284556582160561
MN,Carlton,1.49,0.15,0.11,0.07,0.1081075121900652
MN,Carver,1.66,0.29,0.21,0.17,0.2114513907359032
MN,Cass,1.7,0.27,0.23,0.17,0.221555278918482
MN,Chippewa,1.67,0.29,0.22,0.19,0.2243267202677239
MN,Chisago,1.71,0.31,0.23,0.21,0.23883917446986452
MN,Clay,1.67,0.28,0.23,0.18,0.22564995788943354
MN,Clearwater,1.71,0.27,0.21,0.17,0.21037129970716867
MN,Cook,1.66,0.26,0.21,0.15,0.20213013903544833
MN,Cottonwood,1.63,0.25,0.2,0.17,0.20275922480260217
MN,Crow Wing,1.66,0.27,0.25,0.21,0.24688816275093434
MN,Dakota,1.66,0.23,0.2,0.18,0.20512932342265466
MN,Dodge,1.66,0.28,0.22,0.19,0.22354297253516303
MN,Douglas,1.68,0.28,0.23,0.19,0.22930903515381512
MN,Faribault,1.67,0.28,0.23,0.19,0.22923940594861694
MN,Fillmore,1.68,0.29,0.24,0.2,0.23923940594861692
